"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step+Adaptive Lasso",0.05,6000,1000,350,10,0.242710126143981,1,0
"two-step oracle",0.05,6000,1000,350,10,0.0211741523072747,NA,NA
"glmnet",0.05,6000,1000,350,10,0.0369642473334479,1,0
"two-step",0.05,6000,1000,351,10,0.15389567407464,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,6000,1000,351,10,0.497818035368982,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,351,10,0.0186389070529703,NA,NA
"glmnet",0.05,6000,1000,351,10,0.0373728103387861,1,0
"two-step",0.05,6000,1000,352,10,0.135440295496624,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,6000,1000,352,10,0.394116392247388,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,352,10,0.0184833906390798,NA,NA
"glmnet",0.05,6000,1000,352,10,0.0347470991800205,1,0
"two-step",0.05,6000,1000,353,10,0.173907919901924,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,6000,1000,353,10,0.380671718091913,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,353,10,0.0170103746302593,NA,NA
"glmnet",0.05,6000,1000,353,10,0.0309498983887549,1,0
"two-step",0.05,6000,1000,354,10,0.151737211335086,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,354,10,0.224059764373963,1,0
"two-step oracle",0.05,6000,1000,354,10,0.0162670044923079,NA,NA
"glmnet",0.05,6000,1000,354,10,0.0322205335601511,1,0
"two-step",0.05,6000,1000,359,10,0.139967350286839,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,359,10,0.185164999683066,1,0
"two-step oracle",0.05,6000,1000,359,10,0.0159520084939671,NA,NA
"glmnet",0.05,6000,1000,359,10,0.0286941125167966,1,0
"two-step",0.05,6000,1000,35,10,0.119922832954894,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,35,10,0.319245384433093,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,35,10,0.0275415823935727,NA,NA
"glmnet",0.05,6000,1000,35,10,0.0363851929253381,1,0
"two-step",0.05,6000,1000,360,10,0.245375090340224,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,360,10,0.335194414067403,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,360,10,0.0200536119496238,NA,NA
"glmnet",0.05,6000,1000,360,10,0.0345220681540021,1,0
"two-step",0.05,6000,1000,361,10,0.131736138713075,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,6000,1000,361,10,0.396609939836179,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,361,10,0.0188946523526652,NA,NA
"glmnet",0.05,6000,1000,361,10,0.0306082519724956,1,0
"two-step",0.05,6000,1000,362,10,0.16783260081155,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,362,10,0.359286676658813,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,362,10,0.0156384241588001,NA,NA
"glmnet",0.05,6000,1000,362,10,0.0314255392057307,1,0
"two-step",0.05,6000,1000,363,10,0.140776533914956,1,0.0262626262626263
"two-step+Adaptive Lasso",0.05,6000,1000,363,10,0.459919658124703,1,0.0242424242424242
"two-step oracle",0.05,6000,1000,363,10,0.0238240137220582,NA,NA
"glmnet",0.05,6000,1000,363,10,0.0334622279954731,1,0
"two-step",0.05,6000,1000,364,10,0.187137364417349,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,364,10,0.296278684472586,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,364,10,0.0103014418640228,NA,NA
"glmnet",0.05,6000,1000,364,10,0.0301373942613099,1,0
"two-step",0.05,6000,1000,365,10,0.11677674369382,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,365,10,0.263374101040751,1,0.00404040404040404
"two-step oracle",0.05,6000,1000,365,10,0.0226327122902635,NA,NA
"glmnet",0.05,6000,1000,365,10,0.0357619927142231,1,0
"two-step",0.05,6000,1000,367,10,0.340553966076527,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,6000,1000,367,10,0.567421830181816,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,367,10,0.0167075566419303,NA,NA
"glmnet",0.05,6000,1000,367,10,0.0264866277793823,1,0
"two-step",0.05,6000,1000,368,10,0.161431558583999,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,368,10,0.317318538986428,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,368,10,0.0138573853437002,NA,NA
"glmnet",0.05,6000,1000,368,10,0.0329585796456392,1,0
"two-step",0.05,6000,1000,369,10,0.208322339865382,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,369,10,0.260413180421587,1,0
"two-step oracle",0.05,6000,1000,369,10,0.0223017612973569,NA,NA
"glmnet",0.05,6000,1000,369,10,0.0356011006764527,1,0
"two-step",0.05,6000,1000,36,10,0.318237535099453,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,36,10,0.426314813930279,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,36,10,0.0280308401432127,NA,NA
"glmnet",0.05,6000,1000,36,10,0.0468877747487914,1,0
"two-step",0.05,6000,1000,374,10,0.158026326815597,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,6000,1000,374,10,0.466733969589138,1,0.0191919191919192
"two-step oracle",0.05,6000,1000,374,10,0.0290729363944512,NA,NA
"glmnet",0.05,6000,1000,374,10,0.0404631383176855,1,0
"two-step",0.05,6000,1000,375,10,0.198104552006705,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,6000,1000,375,10,0.513828587822399,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,375,10,0.0172521635932978,NA,NA
"glmnet",0.05,6000,1000,375,10,0.0376624351161537,1,0
"two-step",0.05,6000,1000,376,10,0.255015499384058,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,6000,1000,376,10,0.479506371011574,1,0.0171717171717172
"two-step oracle",0.05,6000,1000,376,10,0.0185882137502984,NA,NA
"glmnet",0.05,6000,1000,376,10,0.0323322142557563,1,0
"two-step",0.05,6000,1000,377,10,0.181618090215382,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,6000,1000,377,10,0.465611981471414,1,0.0151515151515152
"two-step oracle",0.05,6000,1000,377,10,0.0198191232133364,NA,NA
"glmnet",0.05,6000,1000,377,10,0.0353980295518591,1,0
"two-step",0.05,6000,1000,37,10,0.277769432426139,1,0.0262626262626263
"two-step+Adaptive Lasso",0.05,6000,1000,37,10,0.520085023880923,1,0.0262626262626263
"two-step oracle",0.05,6000,1000,37,10,0.0146215401691671,NA,NA
"glmnet",0.05,6000,1000,37,10,0.0332933787558049,1,0
"two-step",0.05,6000,1000,381,10,0.122597999594529,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,6000,1000,381,10,0.389438208685453,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,381,10,0.0149732706929026,NA,NA
"glmnet",0.05,6000,1000,381,10,0.0286930518924163,1,0
"two-step",0.05,6000,1000,382,10,0.0758822084976433,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,382,10,0.197310902597874,1,0.00101010101010101
"two-step oracle",0.05,6000,1000,382,10,0.0251772650531977,NA,NA
"glmnet",0.05,6000,1000,382,10,0.0436568324293349,1,0
"two-step",0.05,6000,1000,383,10,0.167694543930736,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,383,10,0.37200283491023,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,383,10,0.0208369761338971,NA,NA
"glmnet",0.05,6000,1000,383,10,0.0433555205048068,1,0
"two-step",0.05,6000,1000,384,10,0.11341129558113,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,384,10,0.269154676026705,1,0.00202020202020202
"two-step oracle",0.05,6000,1000,384,10,0.0199752148370797,NA,NA
"glmnet",0.05,6000,1000,384,10,0.0338653644706798,1,0
"two-step",0.05,6000,1000,385,10,0.222622332950878,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,6000,1000,385,10,0.419593539137526,1,0.0111111111111111
"two-step oracle",0.05,6000,1000,385,10,0.0176297456149723,NA,NA
"glmnet",0.05,6000,1000,385,10,0.0327068341872404,1,0
"two-step",0.05,6000,1000,386,10,0.131637681120255,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,386,10,0.317841499037928,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,386,10,0.0160192842366053,NA,NA
"glmnet",0.05,6000,1000,386,10,0.028940166960261,1,0
"two-step",0.05,6000,1000,387,10,0.126430375152292,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,387,10,0.211308541106848,1,0.00101010101010101
"two-step oracle",0.05,6000,1000,387,10,0.0211616681248936,NA,NA
"glmnet",0.05,6000,1000,387,10,0.0322619799753794,1,0
"two-step",0.05,6000,1000,388,10,0.121418276360092,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,388,10,0.262252398640605,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,388,10,0.0249088292803251,NA,NA
"glmnet",0.05,6000,1000,388,10,0.0374658879663655,1,0
"two-step",0.05,6000,1000,389,10,0.172363435059808,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,389,10,0.342097484536919,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,389,10,0.0196802782299495,NA,NA
"glmnet",0.05,6000,1000,389,10,0.0378411124234419,1,0
"two-step",0.05,6000,1000,38,10,0.15076002294729,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,38,10,0.341890759955533,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,38,10,0.0163288817400479,NA,NA
"glmnet",0.05,6000,1000,38,10,0.0320109700101445,1,0
"two-step",0.05,6000,1000,390,10,0.117413661175878,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,390,10,0.20175688816577,1,0.00101010101010101
"two-step oracle",0.05,6000,1000,390,10,0.0183824658894622,NA,NA
"glmnet",0.05,6000,1000,390,10,0.0338777842977367,1,0
"two-step",0.05,6000,1000,391,10,0.236302025515356,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,6000,1000,391,10,0.45012493717278,1,0.0181818181818182
"two-step oracle",0.05,6000,1000,391,10,0.0153998023876414,NA,NA
"glmnet",0.05,6000,1000,391,10,0.0337758908230836,1,0
"two-step",0.05,6000,1000,392,10,0.206000750607448,1,0.0323232323232323
"two-step+Adaptive Lasso",0.05,6000,1000,392,10,0.537760442084277,1,0.0313131313131313
"two-step oracle",0.05,6000,1000,392,10,0.0185776958392173,NA,NA
"glmnet",0.05,6000,1000,392,10,0.0362963257943247,1,0
"two-step",0.05,6000,1000,393,10,0.230060562337479,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,393,10,0.364496429198057,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,393,10,0.0182068198540594,NA,NA
"glmnet",0.05,6000,1000,393,10,0.0444434540254607,1,0
"two-step",0.05,6000,1000,394,10,0.283970391189301,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,394,10,0.442196320188281,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,394,10,0.0166500207859248,NA,NA
"glmnet",0.05,6000,1000,394,10,0.0377028485097667,1,0
"two-step",0.05,6000,1000,395,10,0.107081009010186,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,6000,1000,395,10,0.402757455306524,1,0.0151515151515152
"two-step oracle",0.05,6000,1000,395,10,0.0153384329289644,NA,NA
"glmnet",0.05,6000,1000,395,10,0.0381624067282078,1,0
"two-step",0.05,6000,1000,396,10,0.156332460840731,1,0.0313131313131313
"two-step+Adaptive Lasso",0.05,6000,1000,396,10,0.542307296011672,1,0.0313131313131313
"two-step oracle",0.05,6000,1000,396,10,0.0158387199431081,NA,NA
"glmnet",0.05,6000,1000,396,10,0.028647801885017,1,0
"two-step",0.05,6000,1000,397,10,0.148228029879805,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,397,10,0.369064689836891,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,397,10,0.0144167407411486,NA,NA
"glmnet",0.05,6000,1000,397,10,0.0307709087046596,1,0
"two-step",0.05,6000,1000,398,10,0.133747338495748,1,0.00101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,398,10,0.207646986912785,1,0
"two-step oracle",0.05,6000,1000,398,10,0.0204603074603921,NA,NA
"glmnet",0.05,6000,1000,398,10,0.0340658962961585,1,0
"two-step",0.05,6000,1000,399,10,0.181970666177324,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,6000,1000,399,10,0.432429548039906,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,399,10,0.0171906505385823,NA,NA
"glmnet",0.05,6000,1000,399,10,0.0366030827099987,1,0
"two-step",0.05,6000,1000,39,10,0.165404907718385,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,39,10,0.281923935283561,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,39,10,0.0124662606825393,NA,NA
"glmnet",0.05,6000,1000,39,10,0.0331664613611304,1,0
"two-step",0.05,6000,1000,3,10,0.174380737728881,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,3,10,0.302495454779538,1,0.00505050505050505
"two-step oracle",0.05,6000,1000,3,10,0.0154359879508976,NA,NA
"glmnet",0.05,6000,1000,3,10,0.0308797424728033,1,0
"two-step",0.05,6000,1000,400,10,0.286145324749894,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,400,10,0.338974613780956,1,0.00202020202020202
"two-step oracle",0.05,6000,1000,400,10,0.0219336960836395,NA,NA
"glmnet",0.05,6000,1000,400,10,0.0373092742193173,1,0
"two-step",0.05,6000,1000,401,10,0.0674952717976769,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,401,10,0.238285730435219,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,401,10,0.0174456952148464,NA,NA
"glmnet",0.05,6000,1000,401,10,0.0353781312215639,1,0
"two-step",0.05,6000,1000,402,10,0.140874730184244,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,402,10,0.369140624731782,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,402,10,0.027383422710892,NA,NA
"glmnet",0.05,6000,1000,402,10,0.0359270147775516,1,0
"two-step",0.05,6000,1000,403,10,0.205548789885584,1,0.0343434343434343
"two-step+Adaptive Lasso",0.05,6000,1000,403,10,0.545411393486077,1,0.0343434343434343
"two-step oracle",0.05,6000,1000,403,10,0.0115205864756696,NA,NA
"glmnet",0.05,6000,1000,403,10,0.0305837161114105,1,0
"two-step",0.05,6000,1000,404,10,0.139903406431929,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,404,10,0.278066357380061,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,404,10,0.0264486692583358,NA,NA
"glmnet",0.05,6000,1000,404,10,0.0403412922990108,1,0
"two-step",0.05,6000,1000,405,10,0.13323556125499,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,405,10,0.244064266801886,1,0.00202020202020202
"two-step oracle",0.05,6000,1000,405,10,0.0125139922505147,NA,NA
"glmnet",0.05,6000,1000,405,10,0.0324478352539483,1,0
"two-step",0.05,6000,1000,406,10,0.167845637298408,1,0.0252525252525253
"two-step+Adaptive Lasso",0.05,6000,1000,406,10,0.477230473052337,1,0.0242424242424242
"two-step oracle",0.05,6000,1000,406,10,0.017650145199599,NA,NA
"glmnet",0.05,6000,1000,406,10,0.038913776378954,1,0
"two-step",0.05,6000,1000,407,10,0.13130976520962,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,6000,1000,407,10,0.348578511917903,1,0.0101010101010101
"two-step oracle",0.05,6000,1000,407,10,0.0164721993088062,NA,NA
"glmnet",0.05,6000,1000,407,10,0.0352676402248844,1,0
"two-step",0.05,6000,1000,408,10,0.129152924896583,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,408,10,0.183495366265299,1,0
"two-step oracle",0.05,6000,1000,408,10,0.0266591326954783,NA,NA
"glmnet",0.05,6000,1000,408,10,0.0433753819474056,1,0
"two-step",0.05,6000,1000,409,10,0.154332702364571,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,409,10,0.19910603607631,1,0
"two-step oracle",0.05,6000,1000,409,10,0.0156231426373146,NA,NA
"glmnet",0.05,6000,1000,409,10,0.0395220738646047,1,0
"two-step",0.05,6000,1000,40,10,0.146420296911181,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,6000,1000,40,10,0.438850608412336,1,0.0161616161616162
"two-step oracle",0.05,6000,1000,40,10,0.0197868261466766,NA,NA
"glmnet",0.05,6000,1000,40,10,0.034023816299663,1,0
"two-step",0.05,6000,1000,410,10,0.124239757890697,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,6000,1000,410,10,0.334747437446536,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,410,10,0.0186753945459986,NA,NA
"glmnet",0.05,6000,1000,410,10,0.0349992910430414,1,0
"two-step",0.05,6000,1000,411,10,0.17684957583525,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,411,10,0.30872500794082,1,0.00404040404040404
"two-step oracle",0.05,6000,1000,411,10,0.0244424034852554,NA,NA
"glmnet",0.05,6000,1000,411,10,0.0327621415680251,1,0
"two-step",0.05,6000,1000,412,10,0.164304235365603,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,412,10,0.375725836408547,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,412,10,0.0221420188009598,NA,NA
"glmnet",0.05,6000,1000,412,10,0.0368888769951893,1,0
"two-step",0.05,6000,1000,414,10,0.265193316667274,1,0.0686868686868687
"two-step+Adaptive Lasso",0.05,6000,1000,414,10,0.657659603741485,1,0.0616161616161616
"two-step oracle",0.05,6000,1000,414,10,0.0143245941323548,NA,NA
"glmnet",0.05,6000,1000,414,10,0.0315993082995432,1,0
"two-step",0.05,6000,1000,417,10,0.095705511014116,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,417,10,0.309750214634478,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,417,10,0.0115465532634464,NA,NA
"glmnet",0.05,6000,1000,417,10,0.0193410562709299,1,0
"two-step",0.05,6000,1000,418,10,0.193122482144871,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,6000,1000,418,10,0.513960531048627,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,418,10,0.0203134806374753,NA,NA
"glmnet",0.05,6000,1000,418,10,0.0356523211520484,1,0
"two-step",0.05,6000,1000,419,10,0.296512669386676,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,419,10,0.471791500372954,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,419,10,0.0168192890750217,NA,NA
"glmnet",0.05,6000,1000,419,10,0.0348543278829598,1,0
"two-step",0.05,6000,1000,41,10,0.18376019520213,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,41,10,0.305690701813989,1,0.00404040404040404
"two-step oracle",0.05,6000,1000,41,10,0.0174096371267456,NA,NA
"glmnet",0.05,6000,1000,41,10,0.0296637969759041,1,0
"two-step",0.05,6000,1000,420,10,0.157393600002093,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,6000,1000,420,10,0.363748177226981,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,420,10,0.0173107527302744,NA,NA
"glmnet",0.05,6000,1000,420,10,0.0361910445322993,1,0
"two-step",0.05,6000,1000,421,10,0.180637238268004,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,421,10,0.314643738573694,1,0.00505050505050505
"two-step oracle",0.05,6000,1000,421,10,0.0122295943445383,NA,NA
"glmnet",0.05,6000,1000,421,10,0.030500018195934,1,0
"two-step",0.05,6000,1000,422,10,0.173264372598109,1,0.0252525252525253
"two-step+Adaptive Lasso",0.05,6000,1000,422,10,0.485022542683383,1,0.0222222222222222
"two-step oracle",0.05,6000,1000,422,10,0.0238649221904155,NA,NA
"glmnet",0.05,6000,1000,422,10,0.0350915514449157,1,0
"two-step",0.05,6000,1000,423,10,0.111097421949021,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,423,10,0.183545378074888,1,0
"two-step oracle",0.05,6000,1000,423,10,0.0168613633935613,NA,NA
"glmnet",0.05,6000,1000,423,10,0.0333965788060655,1,0
"two-step",0.05,6000,1000,424,10,0.218290944329802,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,424,10,0.334220886663153,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,424,10,0.0178671647374048,NA,NA
"glmnet",0.05,6000,1000,424,10,0.0318099710022743,1,0
"two-step",0.05,6000,1000,425,10,0.145240823032059,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,6000,1000,425,10,0.324728756459081,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,425,10,0.021171152810894,NA,NA
"glmnet",0.05,6000,1000,425,10,0.0381140521418604,1,0
"two-step",0.05,6000,1000,426,10,0.179005782595044,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,426,10,0.318741296582048,1,0.00606060606060606
"two-step oracle",0.05,6000,1000,426,10,0.0274184840653434,NA,NA
"glmnet",0.05,6000,1000,426,10,0.0492160362127424,1,0
"two-step",0.05,6000,1000,427,10,0.190511857439357,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,6000,1000,427,10,0.385953336291713,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,427,10,0.0185819281342082,NA,NA
"glmnet",0.05,6000,1000,427,10,0.0395747678732992,1,0
"two-step",0.05,6000,1000,428,10,0.208640114015701,1,0.0333333333333333
"two-step+Adaptive Lasso",0.05,6000,1000,428,10,0.50795279568648,1,0.0323232323232323
"two-step oracle",0.05,6000,1000,428,10,0.015443608473072,NA,NA
"glmnet",0.05,6000,1000,428,10,0.0335209353284618,1,0
"two-step",0.05,6000,1000,429,10,0.127052458534528,1,0.00202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,429,10,0.27882733327287,1,0.00202020202020202
"two-step oracle",0.05,6000,1000,429,10,0.017330822844657,NA,NA
"glmnet",0.05,6000,1000,429,10,0.0282054643394863,1,0
"two-step",0.05,6000,1000,42,10,0.200318254491889,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,6000,1000,42,10,0.414591622125835,1,0.0121212121212121
