"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.2,1500,1000,266,10,0.0825289970993601,0,NA,NA
"two-step",0.2,1500,1000,267,10,0.207452399872018,0.0156432962321598,1,0.00707070707070707
"two-step+refitted",0.2,1500,1000,267,10,0.0617063601360016,0.166245145531161,1,0.00707070707070707
"two-step oracle",0.2,1500,1000,267,10,0.0631272773856751,0,NA,NA
"two-step",0.2,1500,1000,268,10,0.249249147181491,0.12196171643152,1,0.0555555555555556
"two-step+refitted",0.2,1500,1000,268,10,0.0999818312154447,0.494983011274712,1,0.0555555555555556
"two-step oracle",0.2,1500,1000,268,10,0.0855707345767355,0,NA,NA
"two-step",0.2,1500,1000,269,10,0.156599992978007,0.0925816411072085,1,0.0555555555555556
"two-step+refitted",0.2,1500,1000,269,10,0.0609818148048284,0.402757446011626,1,0.0555555555555556
"two-step oracle",0.2,1500,1000,269,10,0.0680123539573057,0,NA,NA
"two-step",0.2,1500,1000,26,10,0.145847412879711,0.0799520971509758,1,0.0535353535353535
"two-step+refitted",0.2,1500,1000,26,10,0.0653170436827067,0.36578255365291,1,0.0535353535353535
"two-step oracle",0.2,1500,1000,26,10,0.0776020426283151,0,NA,NA
"two-step",0.2,1500,1000,270,10,0.192735138639802,0.0354219873227978,1,0.0161616161616162
"two-step+refitted",0.2,1500,1000,270,10,0.107550763753857,0.275697919419936,1,0.0161616161616162
"two-step oracle",0.2,1500,1000,270,10,0.082689548763977,0,NA,NA
"two-step",0.2,1500,1000,271,10,0.169762497043671,0.0985901028370594,1,0.0464646464646465
"two-step+refitted",0.2,1500,1000,271,10,0.0796839332830728,0.380571498095358,1,0.0464646464646465
"two-step oracle",0.2,1500,1000,271,10,0.0746660141050866,0,NA,NA
"two-step",0.2,1500,1000,272,10,0.16922555943041,0.0788138152980295,1,0.0323232323232323
"two-step+refitted",0.2,1500,1000,272,10,0.0753060872072542,0.341190391404827,1,0.0323232323232323
"two-step oracle",0.2,1500,1000,272,10,0.0673275550800656,0,NA,NA
"two-step",0.2,1500,1000,273,10,0.234785801439649,0.097564643255645,1,0.0565656565656566
"two-step+refitted",0.2,1500,1000,273,10,0.113062227172783,0.439316981932042,1,0.0565656565656566
"two-step oracle",0.2,1500,1000,273,10,0.0869551858553166,0,NA,NA
"two-step",0.2,1500,1000,274,10,0.170718839580018,0.131425318337154,1,0.0777777777777778
"two-step+refitted",0.2,1500,1000,274,10,0.0849574812239911,0.455906298690057,1,0.0777777777777778
"two-step oracle",0.2,1500,1000,274,10,0.0616521410324712,0,NA,NA
"two-step",0.2,1500,1000,275,10,0.183317492740913,0.0968702546151094,1,0.0464646464646465
"two-step+refitted",0.2,1500,1000,275,10,0.0813383542670219,0.391144390172168,1,0.0464646464646465
"two-step oracle",0.2,1500,1000,275,10,0.0711531570287902,0,NA,NA
"two-step",0.2,1500,1000,276,10,0.184502714818816,0.146670862830441,1,0.0737373737373737
"two-step+refitted",0.2,1500,1000,276,10,0.0991566305314019,0.521415412688123,1,0.0737373737373737
"two-step oracle",0.2,1500,1000,276,10,0.115676067671161,0,NA,NA
"two-step",0.2,1500,1000,277,10,0.158962173206218,0.162963537638018,1,0.0939393939393939
"two-step+refitted",0.2,1500,1000,277,10,0.0728451123398346,0.514168768421531,1,0.0939393939393939
"two-step oracle",0.2,1500,1000,277,10,0.0812561070898485,0,NA,NA
"two-step",0.2,1500,1000,278,10,0.206106713588044,0.148737943638412,1,0.0626262626262626
"two-step+refitted",0.2,1500,1000,278,10,0.1356920851749,0.481011945416327,1,0.0626262626262626
"two-step oracle",0.2,1500,1000,278,10,0.0985774996221343,0,NA,NA
"two-step",0.2,1500,1000,279,10,0.112113921798892,0.160491890732384,1,0.109090909090909
"two-step+refitted",0.2,1500,1000,279,10,0.0760996869581249,0.505915289274653,1,0.109090909090909
"two-step oracle",0.2,1500,1000,279,10,0.0788691383140081,0,NA,NA
"two-step",0.2,1500,1000,27,10,0.138738508776601,0.0739509449455514,1,0.0404040404040404
"two-step+refitted",0.2,1500,1000,27,10,0.118578750777265,0.369933095417589,1,0.0404040404040404
"two-step oracle",0.2,1500,1000,27,10,0.111688437627263,0,NA,NA
"two-step",0.2,1500,1000,280,10,0.18587626439145,0.0921230979240139,1,0.0555555555555556
"two-step+refitted",0.2,1500,1000,280,10,0.102933682297152,0.38642129386564,1,0.0555555555555556
"two-step oracle",0.2,1500,1000,280,10,0.102200716992024,0,NA,NA
"two-step",0.2,1500,1000,281,10,0.193016397675167,0.0614065485677426,1,0.0262626262626263
"two-step+refitted",0.2,1500,1000,281,10,0.110029767783034,0.339234747703707,1,0.0262626262626263
"two-step oracle",0.2,1500,1000,281,10,0.103826568583254,0,NA,NA
"two-step",0.2,1500,1000,282,10,0.173078389767708,0.108015696023045,1,0.0535353535353535
"two-step+refitted",0.2,1500,1000,282,10,0.0960987599725827,0.38820127479168,1,0.0535353535353535
"two-step oracle",0.2,1500,1000,282,10,0.0844450772122837,0,NA,NA
"two-step",0.2,1500,1000,283,10,0.231373534229125,0.0824851270287892,1,0.0383838383838384
"two-step+refitted",0.2,1500,1000,283,10,0.13718554667468,0.364352012395146,1,0.0383838383838384
"two-step oracle",0.2,1500,1000,283,10,0.133987965819157,0,NA,NA
"two-step",0.2,1500,1000,284,10,0.177153481830376,0.0628214402693892,1,0.0222222222222222
"two-step+refitted",0.2,1500,1000,284,10,0.0622710272738162,0.283584117209879,1,0.0222222222222222
"two-step oracle",0.2,1500,1000,284,10,0.0688013876025172,0,NA,NA
"two-step",0.2,1500,1000,285,10,0.185785014881589,0.162512252077952,1,0.096969696969697
"two-step+refitted",0.2,1500,1000,285,10,0.0993563603009632,0.542456245318045,1,0.096969696969697
"two-step oracle",0.2,1500,1000,285,10,0.0985448490635768,0,NA,NA
"two-step",0.2,1500,1000,286,10,0.188177812587722,0.0824127371205955,1,0.0373737373737374
"two-step+refitted",0.2,1500,1000,286,10,0.0699792255404222,0.334614013639957,1,0.0373737373737374
"two-step oracle",0.2,1500,1000,286,10,0.0792199970108849,0,NA,NA
"two-step",0.2,1500,1000,287,10,0.222893945283988,0.0504534782857828,1,0.0181818181818182
"two-step+refitted",0.2,1500,1000,287,10,0.0886566591036002,0.284317712285311,1,0.0181818181818182
"two-step oracle",0.2,1500,1000,287,10,0.0852276841103422,0,NA,NA
"two-step",0.2,1500,1000,288,10,0.203414719924458,0.0962844154830169,1,0.0343434343434343
"two-step+refitted",0.2,1500,1000,288,10,0.0916822008541733,0.374177057143767,1,0.0343434343434343
"two-step oracle",0.2,1500,1000,288,10,0.093511180603138,0,NA,NA
"two-step",0.2,1500,1000,289,10,0.193684829258647,0.0513974885649463,1,0.0191919191919192
"two-step+refitted",0.2,1500,1000,289,10,0.0701895582723279,0.271420184546183,1,0.0191919191919192
"two-step oracle",0.2,1500,1000,289,10,0.0525714792783673,0,NA,NA
"two-step",0.2,1500,1000,28,10,0.165585749214551,0.173507662030227,1,0.115151515151515
"two-step+refitted",0.2,1500,1000,28,10,0.104374047910495,0.525173929302971,1,0.115151515151515
"two-step oracle",0.2,1500,1000,28,10,0.0896878237585497,0,NA,NA
"two-step",0.2,1500,1000,290,10,0.163470758775618,0.0988456794757057,1,0.0606060606060606
"two-step+refitted",0.2,1500,1000,290,10,0.0900206716901328,0.42510980228918,1,0.0606060606060606
"two-step oracle",0.2,1500,1000,290,10,0.0803488373461215,0,NA,NA
"two-step",0.2,1500,1000,291,10,0.214065943147536,0.0822718623393263,1,0.0444444444444444
"two-step+refitted",0.2,1500,1000,291,10,0.0751813166233286,0.37201672350227,1,0.0444444444444444
"two-step oracle",0.2,1500,1000,291,10,0.0669569209521069,0,NA,NA
"two-step",0.2,1500,1000,292,10,0.228307827606058,0.0888512414939471,1,0.0313131313131313
"two-step+refitted",0.2,1500,1000,292,10,0.0952331968880931,0.392413193053285,1,0.0313131313131313
"two-step oracle",0.2,1500,1000,292,10,0.104624562862053,0,NA,NA
"two-step",0.2,1500,1000,293,10,0.200316706946643,0.0777742604505441,1,0.0373737373737374
"two-step+refitted",0.2,1500,1000,293,10,0.0953019715033979,0.386771928652303,1,0.0373737373737374
"two-step oracle",0.2,1500,1000,293,10,0.0861526929847036,0,NA,NA
"two-step",0.2,1500,1000,294,10,0.168868452247516,0.12755517977892,1,0.0757575757575758
"two-step+refitted",0.2,1500,1000,294,10,0.121872818553142,0.468718943283485,1,0.0757575757575758
"two-step oracle",0.2,1500,1000,294,10,0.0865180151183822,0,NA,NA
"two-step",0.2,1500,1000,295,10,0.208152349618517,0.111951421609636,1,0.0656565656565657
"two-step+refitted",0.2,1500,1000,295,10,0.0800200441243291,0.463506693480284,1,0.0656565656565657
"two-step oracle",0.2,1500,1000,295,10,0.0455658172708578,0,NA,NA
"two-step",0.2,1500,1000,296,10,0.227743303196203,0.0703070655224652,1,0.0393939393939394
"two-step+refitted",0.2,1500,1000,296,10,0.10583127786331,0.33882536409867,1,0.0393939393939394
"two-step oracle",0.2,1500,1000,296,10,0.0597177224162077,0,NA,NA
"two-step",0.2,1500,1000,297,10,0.242031103044233,0.0645774755129736,1,0.0323232323232323
"two-step+refitted",0.2,1500,1000,297,10,0.141357418612803,0.355240308494713,1,0.0323232323232323
"two-step oracle",0.2,1500,1000,297,10,0.114559078342987,0,NA,NA
"two-step",0.2,1500,1000,298,10,0.265955245830767,0.10353786966436,1,0.0484848484848485
"two-step+refitted",0.2,1500,1000,298,10,0.126058315965454,0.392067346159033,1,0.0484848484848485
"two-step oracle",0.2,1500,1000,298,10,0.112587601327879,0,NA,NA
"two-step",0.2,1500,1000,299,10,0.191456503391078,0.0812958122029767,1,0.0232323232323232
"two-step+refitted",0.2,1500,1000,299,10,0.103394038889735,0.325739862671764,1,0.0232323232323232
"two-step oracle",0.2,1500,1000,299,10,0.086848980950779,0,NA,NA
"two-step",0.2,1500,1000,29,10,0.176670383433034,0.115587283525191,1,0.0565656565656566
"two-step+refitted",0.2,1500,1000,29,10,0.0711383287337317,0.434389484728905,1,0.0565656565656566
"two-step oracle",0.2,1500,1000,29,10,0.0586747873939346,0,NA,NA
"two-step",0.2,1500,1000,2,10,0.17123862147129,0.0899038995798868,1,0.0444444444444444
"two-step+refitted",0.2,1500,1000,2,10,0.0678005192480313,0.381451661490699,1,0.0444444444444444
"two-step oracle",0.2,1500,1000,2,10,0.0601539074543283,0,NA,NA
"two-step",0.2,1500,1000,300,10,0.162410275536002,0.0732439574122753,1,0.0404040404040404
"two-step+refitted",0.2,1500,1000,300,10,0.0722836456191658,0.321234902710795,1,0.0404040404040404
"two-step oracle",0.2,1500,1000,300,10,0.0730449569808899,0,NA,NA
"two-step",0.2,1500,1000,301,10,0.236873078052133,0.0557938954260645,1,0.0252525252525253
"two-step+refitted",0.2,1500,1000,301,10,0.113157393753979,0.320002327874966,1,0.0252525252525253
"two-step oracle",0.2,1500,1000,301,10,0.11952859081707,0,NA,NA
"two-step",0.2,1500,1000,302,10,0.201211291769317,0.139551292049383,1,0.101010101010101
"two-step+refitted",0.2,1500,1000,302,10,0.0861806523992606,0.523537438064639,1,0.101010101010101
"two-step oracle",0.2,1500,1000,302,10,0.126229372903724,0,NA,NA
"two-step",0.2,1500,1000,303,10,0.207050263047753,0.121092410993828,1,0.0575757575757576
"two-step+refitted",0.2,1500,1000,303,10,0.0962539556882694,0.422972720721936,1,0.0575757575757576
"two-step oracle",0.2,1500,1000,303,10,0.0663538084450396,0,NA,NA
"two-step",0.2,1500,1000,304,10,0.173020520270098,0.0991695857284338,1,0.0535353535353535
"two-step+refitted",0.2,1500,1000,304,10,0.126039892501615,0.398744152208301,1,0.0535353535353535
"two-step oracle",0.2,1500,1000,304,10,0.112699132316199,0,NA,NA
"two-step",0.2,1500,1000,305,10,0.166895669493166,0.0862735960255256,1,0.0515151515151515
"two-step+refitted",0.2,1500,1000,305,10,0.0861228193912204,0.393706409615859,1,0.0515151515151515
"two-step oracle",0.2,1500,1000,305,10,0.0819900936190885,0,NA,NA
"two-step",0.2,1500,1000,306,10,0.177077822808832,0.026081099325338,1,0.0161616161616162
"two-step+refitted",0.2,1500,1000,306,10,0.112317147209871,0.232621927108947,1,0.0161616161616162
"two-step oracle",0.2,1500,1000,306,10,0.0893624184065905,0,NA,NA
"two-step",0.2,1500,1000,307,10,0.188281691391553,0.0746476948083924,1,0.0343434343434343
"two-step+refitted",0.2,1500,1000,307,10,0.0947261108265352,0.331743839574609,1,0.0343434343434343
"two-step oracle",0.2,1500,1000,307,10,0.0994765152788322,0,NA,NA
"two-step",0.2,1500,1000,308,10,0.211333538005806,0.0660120165779685,1,0.0353535353535354
"two-step+refitted",0.2,1500,1000,308,10,0.0873649829936029,0.355652983783477,1,0.0353535353535354
"two-step oracle",0.2,1500,1000,308,10,0.0783478795943842,0,NA,NA
"two-step",0.2,1500,1000,309,10,0.166426383104645,0.121613577036771,1,0.0494949494949495
"two-step+refitted",0.2,1500,1000,309,10,0.075808772902374,0.406265300247058,1,0.0494949494949495
"two-step oracle",0.2,1500,1000,309,10,0.061945210943406,0,NA,NA
"two-step",0.2,1500,1000,30,10,0.183756227474896,0.10110516432909,1,0.0525252525252525
"two-step+refitted",0.2,1500,1000,30,10,0.0900574526313451,0.374951824164972,1,0.0525252525252525
"two-step oracle",0.2,1500,1000,30,10,0.102665724233912,0,NA,NA
"two-step",0.2,1500,1000,310,10,0.228798106320235,0.0701157569518722,1,0.0282828282828283
"two-step+refitted",0.2,1500,1000,310,10,0.144534996954724,0.34526678533057,1,0.0282828282828283
"two-step oracle",0.2,1500,1000,310,10,0.128725371553113,0,NA,NA
"two-step",0.2,1500,1000,311,10,0.181469157478288,0.0995410826374142,1,0.0565656565656566
"two-step+refitted",0.2,1500,1000,311,10,0.089956157493174,0.41468104146356,1,0.0565656565656566
"two-step oracle",0.2,1500,1000,311,10,0.083042599845102,0,NA,NA
"two-step",0.2,1500,1000,312,10,0.192179929537297,0.0958708699299296,1,0.0424242424242424
"two-step+refitted",0.2,1500,1000,312,10,0.0862438463112319,0.384207962763473,1,0.0424242424242424
"two-step oracle",0.2,1500,1000,312,10,0.0634296020759391,0,NA,NA
"two-step",0.2,1500,1000,313,10,0.190251825883547,0.0725164019269941,1,0.0373737373737374
"two-step+refitted",0.2,1500,1000,313,10,0.0728897461477506,0.345482502065751,1,0.0373737373737374
"two-step oracle",0.2,1500,1000,313,10,0.086725258759919,0,NA,NA
"two-step",0.2,1500,1000,314,10,0.190077231778644,0.10120224803131,1,0.0393939393939394
"two-step+refitted",0.2,1500,1000,314,10,0.0979738162597548,0.392955842896102,1,0.0393939393939394
"two-step oracle",0.2,1500,1000,314,10,0.0562037872094596,0,NA,NA
"two-step",0.2,1500,1000,315,10,0.162315485621981,0.0900412643056183,1,0.0404040404040404
"two-step+refitted",0.2,1500,1000,315,10,0.0843240142902706,0.389858609411414,1,0.0404040404040404
"two-step oracle",0.2,1500,1000,315,10,0.0959103685561042,0,NA,NA
"two-step",0.2,1500,1000,316,10,0.124777105477496,0.135968600277468,1,0.0616161616161616
"two-step+refitted",0.2,1500,1000,316,10,0.112965737745321,0.476830113260738,1,0.0616161616161616
"two-step oracle",0.2,1500,1000,316,10,0.0893987631583715,0,NA,NA
"two-step",0.2,1500,1000,317,10,0.198847100841727,0.0523963335849186,1,0.0343434343434343
"two-step+refitted",0.2,1500,1000,317,10,0.0855711904975787,0.300438128091749,1,0.0343434343434343
"two-step oracle",0.2,1500,1000,317,10,0.0970189242425788,0,NA,NA
"two-step",0.2,1500,1000,318,10,0.17145724989647,0.0884224578760206,1,0.0484848484848485
"two-step+refitted",0.2,1500,1000,318,10,0.0905827501987713,0.3829110836659,1,0.0484848484848485
"two-step oracle",0.2,1500,1000,318,10,0.0731005654533983,0,NA,NA
"two-step",0.2,1500,1000,319,10,0.193311786397373,0.0772051004358837,1,0.0404040404040404
"two-step+refitted",0.2,1500,1000,319,10,0.119062623016623,0.36625017397368,1,0.0404040404040404
"two-step oracle",0.2,1500,1000,319,10,0.120091487849126,0,NA,NA
"two-step",0.2,1500,1000,31,10,0.160575433730598,0.0834046501973058,1,0.0404040404040404
"two-step+refitted",0.2,1500,1000,31,10,0.0841610503610952,0.346754225519695,1,0.0404040404040404
"two-step oracle",0.2,1500,1000,31,10,0.0752420880928578,0,NA,NA
"two-step",0.2,1500,1000,320,10,0.186407865704501,0.0770110542777081,1,0.0414141414141414
"two-step+refitted",0.2,1500,1000,320,10,0.085928686393379,0.386237156933295,1,0.0414141414141414
"two-step oracle",0.2,1500,1000,320,10,0.0924357616180935,0,NA,NA
"two-step",0.2,1500,1000,321,10,0.242349950455043,0.122018453126357,1,0.0727272727272727
"two-step+refitted",0.2,1500,1000,321,10,0.136664783434685,0.47593005346043,1,0.0727272727272727
"two-step oracle",0.2,1500,1000,321,10,0.0941347112317215,0,NA,NA
"two-step",0.2,1500,1000,322,10,0.219038093935486,0.0886684518921548,1,0.0505050505050505
"two-step+refitted",0.2,1500,1000,322,10,0.0994511749768977,0.439060479810445,1,0.0505050505050505
"two-step oracle",0.2,1500,1000,322,10,0.10434799640102,0,NA,NA
"two-step",0.2,1500,1000,323,10,0.195396800101624,0.105128438249066,1,0.0505050505050505
"two-step+refitted",0.2,1500,1000,323,10,0.0992529053663426,0.39636907939208,1,0.0505050505050505
"two-step oracle",0.2,1500,1000,323,10,0.0972284211586106,0,NA,NA
"two-step",0.2,1500,1000,324,10,0.252007322936722,0.0917400876918986,1,0.0444444444444444
"two-step+refitted",0.2,1500,1000,324,10,0.137558395442232,0.383196061738584,1,0.0444444444444444
"two-step oracle",0.2,1500,1000,324,10,0.104945680686178,0,NA,NA
"two-step",0.2,1500,1000,325,10,0.220667406578339,0.102988415214421,1,0.0515151515151515
"two-step+refitted",0.2,1500,1000,325,10,0.144514864392574,0.449200133682717,1,0.0515151515151515
"two-step oracle",0.2,1500,1000,325,10,0.108579892101701,0,NA,NA
"two-step",0.2,1500,1000,326,10,0.1460398065275,0.10282016302352,1,0.0818181818181818
"two-step+refitted",0.2,1500,1000,326,10,0.0811741783182236,0.448963703339338,1,0.0818181818181818
"two-step oracle",0.2,1500,1000,326,10,0.0724537460432084,0,NA,NA
"two-step",0.2,1500,1000,327,10,0.226240731390433,0.18441152908953,1,0.106060606060606
"two-step+refitted",0.2,1500,1000,327,10,0.164247705365026,0.570102804578597,1,0.106060606060606
"two-step oracle",0.2,1500,1000,327,10,0.111003714803381,0,NA,NA
"two-step",0.2,1500,1000,328,10,0.202587708410052,0.0791780609666455,1,0.0313131313131313
"two-step+refitted",0.2,1500,1000,328,10,0.0972477649322356,0.337220830035071,1,0.0313131313131313
"two-step oracle",0.2,1500,1000,328,10,0.0919316795493657,0,NA,NA
"two-step",0.2,1500,1000,329,10,0.217264317823537,0.116681724226357,1,0.0575757575757576
"two-step+refitted",0.2,1500,1000,329,10,0.127961779445052,0.43172720626154,1,0.0575757575757576
"two-step oracle",0.2,1500,1000,329,10,0.09037686911876,0,NA,NA
"two-step",0.2,1500,1000,32,10,0.176982122367142,0.0809631516621608,1,0.0444444444444444
"two-step+refitted",0.2,1500,1000,32,10,0.0699355164991375,0.355381488767069,1,0.0444444444444444
"two-step oracle",0.2,1500,1000,32,10,0.0812376693833616,0,NA,NA
"two-step",0.2,1500,1000,330,10,0.166362277822868,0.104443262854973,1,0.0515151515151515
"two-step+refitted",0.2,1500,1000,330,10,0.0800800703002531,0.390525370770013,1,0.0515151515151515
"two-step oracle",0.2,1500,1000,330,10,0.105026958709784,0,NA,NA
"two-step",0.2,1500,1000,331,10,0.20836066718486,0.0867148885513541,1,0.0575757575757576
"two-step+refitted",0.2,1500,1000,331,10,0.103818646851497,0.361800910694491,1,0.0575757575757576
"two-step oracle",0.2,1500,1000,331,10,0.0527983318633915,0,NA,NA
"two-step",0.2,1500,1000,332,10,0.159102143666769,0.093684976637111,1,0.0424242424242424
"two-step+refitted",0.2,1500,1000,332,10,0.0904260523989787,0.386918139481265,1,0.0424242424242424
"two-step oracle",0.2,1500,1000,332,10,0.0592324336342036,0,NA,NA
"two-step",0.2,1500,1000,333,10,0.193036585865884,0.0653940293188053,1,0.0242424242424242
"two-step+refitted",0.2,1500,1000,333,10,0.0856457263358469,0.314684679319409,1,0.0242424242424242
"two-step oracle",0.2,1500,1000,333,10,0.0865885292683109,0,NA,NA
"two-step",0.2,1500,1000,334,10,0.217031425899687,0.0785702755114303,1,0.0373737373737374
"two-step+refitted",0.2,1500,1000,334,10,0.096993520214312,0.368918973513516,1,0.0373737373737374
"two-step oracle",0.2,1500,1000,334,10,0.0653268161365387,0,NA,NA
"two-step",0.2,1500,1000,335,10,0.170407831811885,0.120734558926692,1,0.0656565656565657
"two-step+refitted",0.2,1500,1000,335,10,0.0617375271075631,0.436120878051148,1,0.0656565656565657
"two-step oracle",0.2,1500,1000,335,10,0.0610669319180216,0,NA,NA
"two-step",0.2,1500,1000,336,10,0.178687290714404,0.0968948308764923,1,0.0505050505050505
"two-step+refitted",0.2,1500,1000,336,10,0.0981669969353944,0.41839201536822,1,0.0505050505050505
"two-step oracle",0.2,1500,1000,336,10,0.0936991110778164,0,NA,NA
"two-step",0.2,1500,1000,337,10,0.141614594255998,0.0885504200507588,1,0.0494949494949495
"two-step+refitted",0.2,1500,1000,337,10,0.115173734231506,0.413038697610656,1,0.0494949494949495
"two-step oracle",0.2,1500,1000,337,10,0.0822091007530183,0,NA,NA
"two-step",0.2,1500,1000,338,10,0.231146403794808,0.0508018990507037,1,0.0282828282828283
"two-step+refitted",0.2,1500,1000,338,10,0.116130849721494,0.307423739515846,1,0.0282828282828283
"two-step oracle",0.2,1500,1000,338,10,0.0892461213631486,0,NA,NA
"two-step",0.2,1500,1000,339,10,0.212529400236165,0.133878284291825,1,0.0595959595959596
"two-step+refitted",0.2,1500,1000,339,10,0.100475721782186,0.427969998460586,1,0.0595959595959596
"two-step oracle",0.2,1500,1000,339,10,0.110914531431809,0,NA,NA
"two-step",0.2,1500,1000,33,10,0.219875732322525,0.054702157362819,1,0.0252525252525253
"two-step+refitted",0.2,1500,1000,33,10,0.124027837472091,0.316292295886595,1,0.0252525252525253
"two-step oracle",0.2,1500,1000,33,10,0.114655399807846,0,NA,NA
"two-step",0.2,1500,1000,340,10,0.2345893443951,0.0741038182571727,1,0.0494949494949495
"two-step+refitted",0.2,1500,1000,340,10,0.0960471168325282,0.389447928116356,1,0.0494949494949495
"two-step oracle",0.2,1500,1000,340,10,0.0792948381846183,0,NA,NA
"two-step",0.2,1500,1000,341,10,0.188705397128875,0.0963331994918222,1,0.0393939393939394
"two-step+refitted",0.2,1500,1000,341,10,0.0696263018888652,0.399341660742364,1,0.0393939393939394
"two-step oracle",0.2,1500,1000,341,10,0.087435597819166,0,NA,NA
"two-step",0.2,1500,1000,342,10,0.204707234099446,0.0555710810249601,1,0.0222222222222222
"two-step+refitted",0.2,1500,1000,342,10,0.0795154472990961,0.278384064307661,1,0.0222222222222222
"two-step oracle",0.2,1500,1000,342,10,0.0924244518798653,0,NA,NA
"two-step",0.2,1500,1000,343,10,0.149989727346984,0.143502532839337,1,0.0929292929292929
"two-step+refitted",0.2,1500,1000,343,10,0.104550722663145,0.456836791411561,1,0.0929292929292929
"two-step oracle",0.2,1500,1000,343,10,0.100801726388686,0,NA,NA
"two-step",0.2,1500,1000,344,10,0.214650102536433,0.069215868378239,1,0.0262626262626263
"two-step+refitted",0.2,1500,1000,344,10,0.0752275331061586,0.327510378492334,1,0.0262626262626263
"two-step oracle",0.2,1500,1000,344,10,0.0764377729351414,0,NA,NA
"two-step",0.2,1500,1000,345,10,0.199523122537286,0.0704098895164724,1,0.0292929292929293
"two-step+refitted",0.2,1500,1000,345,10,0.0652232680813692,0.314429444950833,1,0.0292929292929293
"two-step oracle",0.2,1500,1000,345,10,0.0569245321331782,0,NA,NA
"two-step",0.2,1500,1000,346,10,0.172700800142927,0.0973588668348314,1,0.0404040404040404
"two-step+refitted",0.2,1500,1000,346,10,0.0734486773958059,0.359256386181366,1,0.0404040404040404
"two-step oracle",0.2,1500,1000,346,10,0.0622426295086611,0,NA,NA
"two-step",0.2,1500,1000,347,10,0.181032713862182,0.0936592782145205,1,0.0333333333333333
"two-step+refitted",0.2,1500,1000,347,10,0.0982838062380226,0.396676263298718,1,0.0333333333333333
"two-step oracle",0.2,1500,1000,347,10,0.0934565335898507,0,NA,NA
"two-step",0.2,1500,1000,348,10,0.208825260781281,0.0967101427865324,1,0.0373737373737374
"two-step+refitted",0.2,1500,1000,348,10,0.115078391876008,0.393947955103165,1,0.0373737373737374
"two-step oracle",0.2,1500,1000,348,10,0.0978030855757857,0,NA,NA
"two-step",0.2,1500,1000,349,10,0.144125748634114,0.121111236429798,1,0.0676767676767677
"two-step+refitted",0.2,1500,1000,349,10,0.125722231733573,0.481259252318949,1,0.0676767676767677
"two-step oracle",0.2,1500,1000,349,10,0.0999730899869865,0,NA,NA
"two-step",0.2,1500,1000,34,10,0.227420007808767,0.0475251285565948,1,0.0242424242424242
"two-step+refitted",0.2,1500,1000,34,10,0.0908981326666147,0.307132649451211,1,0.0242424242424242
"two-step oracle",0.2,1500,1000,34,10,0.0754355378438711,0,NA,NA
"two-step",0.2,1500,1000,350,10,0.1706725276381,0.0907675774630742,1,0.0484848484848485
"two-step+refitted",0.2,1500,1000,350,10,0.089430386506693,0.385691830087678,1,0.0484848484848485
"two-step oracle",0.2,1500,1000,350,10,0.0669541474480546,0,NA,NA
"two-step",0.2,1500,1000,351,10,0.176731757246878,0.0856290761125492,1,0.0323232323232323
"two-step+refitted",0.2,1500,1000,351,10,0.0778702363362744,0.349231731290835,1,0.0323232323232323
"two-step oracle",0.2,1500,1000,351,10,0.0554086969994459,0,NA,NA
"two-step",0.2,1500,1000,352,10,0.146559538320361,0.175288692127659,1,0.098989898989899
"two-step+refitted",0.2,1500,1000,352,10,0.112184122674027,0.514730538508247,1,0.098989898989899
"two-step oracle",0.2,1500,1000,352,10,0.0682908419058406,0,NA,NA
"two-step",0.2,1500,1000,353,10,0.221284245237648,0.135710697515305,1,0.0646464646464646
"two-step+refitted",0.2,1500,1000,353,10,0.115136950829538,0.434665193618185,1,0.0646464646464646
"two-step oracle",0.2,1500,1000,353,10,0.115672785079238,0,NA,NA
"two-step",0.2,1500,1000,354,10,0.152737350936003,0.0900819809193733,1,0.0535353535353535
"two-step+refitted",0.2,1500,1000,354,10,0.0771232321234965,0.405194067772851,1,0.0535353535353535
"two-step oracle",0.2,1500,1000,354,10,0.0530588605058308,0,NA,NA
"two-step",0.2,1500,1000,355,10,0.207930929083698,0.0687262761061302,1,0.0242424242424242
"two-step+refitted",0.2,1500,1000,355,10,0.0949176426121413,0.324536932317384,1,0.0242424242424242
"two-step oracle",0.2,1500,1000,355,10,0.0981254238199122,0,NA,NA
"two-step",0.2,1500,1000,356,10,0.200495018506036,0.0514958467370092,1,0.0191919191919192
"two-step+refitted",0.2,1500,1000,356,10,0.0953416594472024,0.273822124484499,1,0.0191919191919192
"two-step oracle",0.2,1500,1000,356,10,0.0922072470293234,0,NA,NA
"two-step",0.2,1500,1000,357,10,0.148806388102946,0.107528150225039,1,0.0686868686868687
"two-step+refitted",0.2,1500,1000,357,10,0.0719170056037387,0.443800783793504,1,0.0686868686868687
"two-step oracle",0.2,1500,1000,357,10,0.0661001651274579,0,NA,NA
"two-step",0.2,1500,1000,358,10,0.220800557567635,0.0769297631079515,1,0.0272727272727273
"two-step+refitted",0.2,1500,1000,358,10,0.0919090377502273,0.332141204333132,1,0.0272727272727273
"two-step oracle",0.2,1500,1000,358,10,0.0871815651924583,0,NA,NA
"two-step",0.2,1500,1000,359,10,0.218893538458208,0.0987715345006007,1,0.0373737373737374
