"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.2,2500,1000,320,10,0.0898322300460753,0,NA,NA
"two-step",0.2,2500,1000,321,10,0.116367977301705,0.0847012581516612,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,321,10,0.0404990869988454,0.302834237180993,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,321,10,0.0452740469770544,0,NA,NA
"two-step",0.2,2500,1000,322,10,0.173342486274025,0.0776172780042524,1,0.0717171717171717
"two-step+refitted",0.2,2500,1000,322,10,0.103001997029595,0.354593544177129,1,0.0717171717171717
"two-step oracle",0.2,2500,1000,322,10,0.0852082232978386,0,NA,NA
"two-step",0.2,2500,1000,323,10,0.169077847500773,0.0994009011822129,1,0.0565656565656566
"two-step+refitted",0.2,2500,1000,323,10,0.0806909160980172,0.355184962632026,1,0.0565656565656566
"two-step oracle",0.2,2500,1000,323,10,0.0737227992242857,0,NA,NA
"two-step",0.2,2500,1000,324,10,0.106824230682492,0.0871336801361712,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,324,10,0.0493738769136287,0.321752762909814,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,324,10,0.0483416836398464,0,NA,NA
"two-step",0.2,2500,1000,325,10,0.146689638843722,0.0676642303962499,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,325,10,0.0377134338160946,0.288019906163666,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,325,10,0.039041699629288,0,NA,NA
"two-step",0.2,2500,1000,326,10,0.129189614985718,0.0712962199853172,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,326,10,0.0666092055009268,0.31742290862654,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,326,10,0.0611706119331265,0,NA,NA
"two-step",0.2,2500,1000,327,10,0.170318906051449,0.0475118748241611,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,327,10,0.0691431584252806,0.255605732517283,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,327,10,0.0615218745046296,0,NA,NA
"two-step",0.2,2500,1000,328,10,0.178536624665063,0.033029595127598,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,328,10,0.0711894142663635,0.207240764679558,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,328,10,0.0627830206428158,0,NA,NA
"two-step",0.2,2500,1000,329,10,0.117971033120799,0.0690410041028566,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,329,10,0.0730182483215644,0.300729492865538,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,329,10,0.0640374676971675,0,NA,NA
"two-step",0.2,2500,1000,32,10,0.158242069674442,0.0725358648180735,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,32,10,0.0522664282263294,0.305407590777687,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,32,10,0.0450315895951937,0,NA,NA
"two-step",0.2,2500,1000,330,10,0.164885592683312,0.0875188896047033,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,330,10,0.0683358198424039,0.341765212513636,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,330,10,0.0602215298451831,0,NA,NA
"two-step",0.2,2500,1000,331,10,0.0965503987885656,0.126878262480701,1,0.0939393939393939
"two-step+refitted",0.2,2500,1000,331,10,0.0566717248737299,0.427098310123096,1,0.0939393939393939
"two-step oracle",0.2,2500,1000,331,10,0.0682641320316167,0,NA,NA
"two-step",0.2,2500,1000,332,10,0.111192318066382,0.0793474281318895,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,332,10,0.0694136841151347,0.310927330184725,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,332,10,0.0568537006888558,0,NA,NA
"two-step",0.2,2500,1000,333,10,0.14845249725064,0.095637804299741,1,0.0494949494949495
"two-step+refitted",0.2,2500,1000,333,10,0.066181569039197,0.344575890193717,1,0.0494949494949495
"two-step oracle",0.2,2500,1000,333,10,0.0493173490557416,0,NA,NA
"two-step",0.2,2500,1000,334,10,0.123456425216006,0.0800170580142678,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,334,10,0.0537400177334102,0.324211226451499,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,334,10,0.0641600467275181,0,NA,NA
"two-step",0.2,2500,1000,335,10,0.147148246186,0.0712219973356267,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,335,10,0.0698033491432044,0.303908994305721,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,335,10,0.0706561143886576,0,NA,NA
"two-step",0.2,2500,1000,336,10,0.181270384833414,0.0444875703202226,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,336,10,0.0643699555934356,0.23653512163704,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,336,10,0.0509167189552954,0,NA,NA
"two-step",0.2,2500,1000,337,10,0.189891634084928,0.0834763232711734,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,337,10,0.0924531981601862,0.320518933431204,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,337,10,0.0824365853953339,0,NA,NA
"two-step",0.2,2500,1000,338,10,0.169768612547322,0.0653364040495551,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,338,10,0.0622252376557785,0.289279467759689,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,338,10,0.0583976895208307,0,NA,NA
"two-step",0.2,2500,1000,339,10,0.125395022001772,0.0738732554860458,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,339,10,0.110903129718647,0.332991630373794,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,339,10,0.0984224364022755,0,NA,NA
"two-step",0.2,2500,1000,33,10,0.174978092724109,0.0364890306525587,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,33,10,0.0744510265212661,0.25181607973446,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,33,10,0.0702701937622634,0,NA,NA
"two-step",0.2,2500,1000,340,10,0.118130397221965,0.0863129572929718,1,0.0575757575757576
"two-step+refitted",0.2,2500,1000,340,10,0.0654239591379149,0.326783202546178,1,0.0575757575757576
"two-step oracle",0.2,2500,1000,340,10,0.0788690006608654,0,NA,NA
"two-step",0.2,2500,1000,341,10,0.14655178429452,0.043777284581984,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,341,10,0.0605666194756566,0.241633607165624,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,341,10,0.0650627451889727,0,NA,NA
"two-step",0.2,2500,1000,342,10,0.103777478697909,0.0935696072723396,1,0.0767676767676768
"two-step+refitted",0.2,2500,1000,342,10,0.0494144401394583,0.366763321903518,1,0.0767676767676768
"two-step oracle",0.2,2500,1000,342,10,0.0588193790944629,0,NA,NA
"two-step",0.2,2500,1000,343,10,0.154931928680101,0.0483444783339546,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,343,10,0.0832352033238237,0.296592710482295,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,343,10,0.0757470405479819,0,NA,NA
"two-step",0.2,2500,1000,344,10,0.158661184200283,0.0536266287918767,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,344,10,0.0719999252503169,0.256720212416667,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,344,10,0.0688749691483899,0,NA,NA
"two-step",0.2,2500,1000,345,10,0.170072303852486,0.00982226214459985,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,345,10,0.0675561783481096,0.161099525736726,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,345,10,0.0616970726058444,0,NA,NA
"two-step",0.2,2500,1000,346,10,0.090417132536284,0.0339996930368334,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,346,10,0.0786015192963174,0.252730589811322,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,346,10,0.0466415095730433,0,NA,NA
"two-step",0.2,2500,1000,347,10,0.142182674287303,0.101287086435395,1,0.0575757575757576
"two-step+refitted",0.2,2500,1000,347,10,0.0708217140104534,0.346002885898917,1,0.0575757575757576
"two-step oracle",0.2,2500,1000,347,10,0.0707077046692902,0,NA,NA
"two-step",0.2,2500,1000,348,10,0.160207034239302,0.0341453467313585,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,348,10,0.070979585332346,0.238269588792683,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,348,10,0.067026562748588,0,NA,NA
"two-step",0.2,2500,1000,349,10,0.13316791166901,0.0548884791761356,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,349,10,0.0505805817744066,0.253719296407693,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,349,10,0.0520262511686091,0,NA,NA
"two-step",0.2,2500,1000,34,10,0.153120619601534,0.0586435912666507,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,34,10,0.0634508361146978,0.262571698638504,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,34,10,0.0588631865885362,0,NA,NA
"two-step",0.2,2500,1000,350,10,0.15037803332843,0.0628091858598466,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,350,10,0.0720991584245044,0.313510408376223,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,350,10,0.067157785157363,0,NA,NA
"two-step",0.2,2500,1000,351,10,0.164880957865524,0.0737042577425243,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,351,10,0.0600816937065987,0.317221222367315,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,351,10,0.0659725424769408,0,NA,NA
"two-step",0.2,2500,1000,352,10,0.176701400884247,0.101132717092594,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,352,10,0.0789799712491718,0.372440071292464,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,352,10,0.0712547102867363,0,NA,NA
"two-step",0.2,2500,1000,353,10,0.123831468376253,0.0830592382994932,1,0.0555555555555556
"two-step+refitted",0.2,2500,1000,353,10,0.0567313548003639,0.334654377833294,1,0.0555555555555556
"two-step oracle",0.2,2500,1000,353,10,0.0600630688533553,0,NA,NA
"two-step",0.2,2500,1000,354,10,0.173752159708113,0.0599491066968154,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,354,10,0.0838258709997137,0.29806603251687,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,354,10,0.0759802320807148,0,NA,NA
"two-step",0.2,2500,1000,355,10,0.161073505975898,0.059242942364706,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,355,10,0.0755770946484026,0.250870410274594,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,355,10,0.0827389526724494,0,NA,NA
"two-step",0.2,2500,1000,356,10,0.140010819801872,0.147239351673186,1,0.11010101010101
"two-step+refitted",0.2,2500,1000,356,10,0.0722368648031222,0.468930310287848,1,0.11010101010101
"two-step oracle",0.2,2500,1000,356,10,0.055095627683059,0,NA,NA
"two-step",0.2,2500,1000,357,10,0.149347491241385,0.0591668295191326,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,357,10,0.0709340383666807,0.26695665849431,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,357,10,0.0687024341301737,0,NA,NA
"two-step",0.2,2500,1000,358,10,0.17929570361056,0.0361168441295442,1,0.0181818181818182
"two-step+refitted",0.2,2500,1000,358,10,0.0864892679596472,0.218338626374287,1,0.0181818181818182
"two-step oracle",0.2,2500,1000,358,10,0.0909973839896361,0,NA,NA
"two-step",0.2,2500,1000,359,10,0.11750852354191,0.123381999064844,1,0.108080808080808
"two-step+refitted",0.2,2500,1000,359,10,0.0670485415327722,0.432656230173275,1,0.108080808080808
"two-step oracle",0.2,2500,1000,359,10,0.0649612746273974,0,NA,NA
"two-step",0.2,2500,1000,35,10,0.149108080108917,0.0475719108584646,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,35,10,0.0595531508259467,0.250095999434681,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,35,10,0.0455244446019771,0,NA,NA
"two-step",0.2,2500,1000,360,10,0.0890583216251167,0.0942424052609795,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,360,10,0.0481807902110795,0.341350788593648,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,360,10,0.0412297654008286,0,NA,NA
"two-step",0.2,2500,1000,361,10,0.204329682483346,0.0615617786453911,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,361,10,0.104017954143919,0.290519762670642,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,361,10,0.0839020498614536,0,NA,NA
"two-step",0.2,2500,1000,362,10,0.181884479611056,0.05634683155253,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,362,10,0.0660826883648573,0.268910842249795,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,362,10,0.0725931592409254,0,NA,NA
"two-step",0.2,2500,1000,363,10,0.118887399613256,0.0762955374025905,1,0.0585858585858586
"two-step+refitted",0.2,2500,1000,363,10,0.0716877428239326,0.326969589551485,1,0.0585858585858586
"two-step oracle",0.2,2500,1000,363,10,0.0803855047662206,0,NA,NA
"two-step",0.2,2500,1000,364,10,0.10685235805402,0.119900592738488,1,0.0898989898989899
"two-step+refitted",0.2,2500,1000,364,10,0.0587811242657067,0.41364474170533,1,0.0898989898989899
"two-step oracle",0.2,2500,1000,364,10,0.052868478925188,0,NA,NA
"two-step",0.2,2500,1000,365,10,0.156604945655971,0.0633128391417772,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,365,10,0.0736688569599504,0.292523015567802,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,365,10,0.0908251453737511,0,NA,NA
"two-step",0.2,2500,1000,366,10,0.128891482009291,0.0848667782135157,1,0.0565656565656566
"two-step+refitted",0.2,2500,1000,366,10,0.0626799814574146,0.316509180261399,1,0.0565656565656566
"two-step oracle",0.2,2500,1000,366,10,0.0663717687128154,0,NA,NA
"two-step",0.2,2500,1000,367,10,0.134564653367544,0.0349481225508904,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,367,10,0.0603253825639731,0.223171409740364,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,367,10,0.0544083429497934,0,NA,NA
"two-step",0.2,2500,1000,368,10,0.166319394634432,0.0492850004409624,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,368,10,0.0747833302534542,0.258089056854083,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,368,10,0.0755577889659776,0,NA,NA
"two-step",0.2,2500,1000,369,10,0.159824034212611,0.0638590283420071,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,369,10,0.0518389983074356,0.275992168318293,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,369,10,0.0544211869179914,0,NA,NA
"two-step",0.2,2500,1000,36,10,0.179153904498894,0.0765451870559766,1,0.0595959595959596
"two-step+refitted",0.2,2500,1000,36,10,0.0873315911017509,0.386347013400157,1,0.0595959595959596
"two-step oracle",0.2,2500,1000,36,10,0.0641814058236339,0,NA,NA
"two-step",0.2,2500,1000,370,10,0.18582843688026,0.0771362651469036,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,370,10,0.0769675356145152,0.296084899363717,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,370,10,0.0878089712848891,0,NA,NA
"two-step",0.2,2500,1000,371,10,0.194108137490706,0.0262901095885728,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,371,10,0.0771651185481371,0.2000997467181,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,371,10,0.07035942288556,0,NA,NA
"two-step",0.2,2500,1000,372,10,0.141438016997842,0.108874268201223,1,0.0787878787878788
"two-step+refitted",0.2,2500,1000,372,10,0.0565168809606615,0.393490928548378,1,0.0787878787878788
"two-step oracle",0.2,2500,1000,372,10,0.0490777332050064,0,NA,NA
"two-step",0.2,2500,1000,373,10,0.155515810468924,0.0757949019660304,1,0.0555555555555556
"two-step+refitted",0.2,2500,1000,373,10,0.0639608849542339,0.339623716811989,1,0.0555555555555556
"two-step oracle",0.2,2500,1000,373,10,0.0707131955894746,0,NA,NA
"two-step",0.2,2500,1000,374,10,0.149838944556021,0.045752145538913,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,374,10,0.0695794963499693,0.246687334979662,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,374,10,0.0758858552754637,0,NA,NA
"two-step",0.2,2500,1000,375,10,0.193728249267058,0.0672171928659509,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,375,10,0.0923121740789365,0.312037881280544,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,375,10,0.0937365518301966,0,NA,NA
"two-step",0.2,2500,1000,376,10,0.163628989277515,0.0716390324122333,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,376,10,0.065701147487729,0.2980082548805,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,376,10,0.0553914046857663,0,NA,NA
"two-step",0.2,2500,1000,377,10,0.104265267604259,0.0937008457022089,1,0.0797979797979798
"two-step+refitted",0.2,2500,1000,377,10,0.0463569500874852,0.372758612370441,1,0.0797979797979798
"two-step oracle",0.2,2500,1000,377,10,0.0406381598357678,0,NA,NA
"two-step",0.2,2500,1000,378,10,0.152327174695809,0.0443815705791703,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,378,10,0.0773322560989747,0.203371192010506,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,378,10,0.0678801075871959,0,NA,NA
"two-step",0.2,2500,1000,379,10,0.138231730819933,0.080155970179815,1,0.0626262626262626
"two-step+refitted",0.2,2500,1000,379,10,0.0480956734428436,0.355733670454953,1,0.0626262626262626
"two-step oracle",0.2,2500,1000,379,10,0.0466312636355698,0,NA,NA
"two-step",0.2,2500,1000,37,10,0.18000734413046,0.0231342756141139,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,37,10,0.0707455937643452,0.158999954958089,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,37,10,0.0712362975117371,0,NA,NA
"two-step",0.2,2500,1000,380,10,0.155509370338044,0.0471114503292282,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,380,10,0.0592630163021644,0.251741144673716,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,380,10,0.0676402646811251,0,NA,NA
"two-step",0.2,2500,1000,381,10,0.152076319957964,0.10227364650321,1,0.0818181818181818
"two-step+refitted",0.2,2500,1000,381,10,0.0830789840687284,0.397377957857301,1,0.0818181818181818
"two-step oracle",0.2,2500,1000,381,10,0.0775150106836831,0,NA,NA
"two-step",0.2,2500,1000,382,10,0.159685942212956,0.0493426211017612,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,382,10,0.073591965929479,0.257774668855443,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,382,10,0.0718348327532575,0,NA,NA
"two-step",0.2,2500,1000,383,10,0.145653840719817,0.0708733641982494,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,383,10,0.0718471346765877,0.299678432033331,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,383,10,0.0791290545965094,0,NA,NA
"two-step",0.2,2500,1000,384,10,0.146840796336167,0.0505100596861097,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,384,10,0.0560491224302569,0.286163191756878,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,384,10,0.071804116282945,0,NA,NA
"two-step",0.2,2500,1000,385,10,0.151770318690375,0.0966191426379402,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,385,10,0.066077420072197,0.339475017261694,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,385,10,0.0584089053692243,0,NA,NA
"two-step",0.2,2500,1000,386,10,0.120593013214916,0.0927398242452356,1,0.0727272727272727
"two-step+refitted",0.2,2500,1000,386,10,0.0715131839135268,0.377707422151472,1,0.0727272727272727
"two-step oracle",0.2,2500,1000,386,10,0.0693146962271071,0,NA,NA
"two-step",0.2,2500,1000,387,10,0.144391058613499,0.118445445653059,1,0.104040404040404
"two-step+refitted",0.2,2500,1000,387,10,0.0762684478004196,0.435796377879708,1,0.104040404040404
"two-step oracle",0.2,2500,1000,387,10,0.0558324216244216,0,NA,NA
"two-step",0.2,2500,1000,388,10,0.136165891737279,0.0628033131283066,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,388,10,0.0532093743691549,0.311531093197348,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,388,10,0.060997287977033,0,NA,NA
"two-step",0.2,2500,1000,389,10,0.106262915574005,0.108662726513563,1,0.0929292929292929
"two-step+refitted",0.2,2500,1000,389,10,0.0325302814071681,0.400646158249368,1,0.0929292929292929
"two-step oracle",0.2,2500,1000,389,10,0.0390023550986833,0,NA,NA
"two-step",0.2,2500,1000,38,10,0.136444930515902,0.072484871996674,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,38,10,0.0584788107219496,0.318479425752252,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,38,10,0.0666985720253536,0,NA,NA
"two-step",0.2,2500,1000,390,10,0.181844270208069,0.045921090431458,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,390,10,0.0804516794266456,0.243277215918297,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,390,10,0.0801251194837699,0,NA,NA
"two-step",0.2,2500,1000,391,10,0.140199569026055,0.0868788884760751,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,391,10,0.0566414087740819,0.346812471007179,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,391,10,0.0527443949341012,0,NA,NA
"two-step",0.2,2500,1000,392,10,0.151596633549599,0.044828133826568,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,392,10,0.0458396843819226,0.279443249362041,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,392,10,0.0334032217401508,0,NA,NA
"two-step",0.2,2500,1000,393,10,0.151899523320943,0.0776978421492642,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,393,10,0.0571925708282759,0.308701563405443,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,393,10,0.0349377130975701,0,NA,NA
"two-step",0.2,2500,1000,394,10,0.114372485914665,0.0807010555093727,1,0.0555555555555556
"two-step+refitted",0.2,2500,1000,394,10,0.0390966325591108,0.320696069139749,1,0.0555555555555556
"two-step oracle",0.2,2500,1000,394,10,0.0413870050668195,0,NA,NA
"two-step",0.2,2500,1000,395,10,0.16151810508497,0.0718751373857073,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,395,10,0.0822046009075263,0.322652365187908,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,395,10,0.0734304162653075,0,NA,NA
"two-step",0.2,2500,1000,396,10,0.14042300628546,0.0617043876238214,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,396,10,0.071208507307916,0.301099579037051,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,396,10,0.0688302690474494,0,NA,NA
"two-step",0.2,2500,1000,397,10,0.151875646572943,0.0713961427899093,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,397,10,0.0569028360140572,0.293030634124343,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,397,10,0.0566608300087813,0,NA,NA
"two-step",0.2,2500,1000,398,10,0.165472667782177,0.0788296475046955,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,398,10,0.0738362923838451,0.314506143566137,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,398,10,0.0659939994362859,0,NA,NA
"two-step",0.2,2500,1000,399,10,0.13648201580331,0.0814384068077912,1,0.0666666666666667
"two-step+refitted",0.2,2500,1000,399,10,0.0781234897890805,0.347899802148981,1,0.0666666666666667
"two-step oracle",0.2,2500,1000,399,10,0.0748054219183154,0,NA,NA
"two-step",0.2,2500,1000,39,10,0.0821962940339104,0.0951223491400465,1,0.0787878787878788
"two-step+refitted",0.2,2500,1000,39,10,0.0665236955978812,0.345912117316995,1,0.0787878787878788
"two-step oracle",0.2,2500,1000,39,10,0.0524553097982388,0,NA,NA
"two-step",0.2,2500,1000,3,10,0.159494409320018,0.0901087350864938,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,3,10,0.0775399027614748,0.343793540520764,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,3,10,0.0661332098121295,0,NA,NA
"two-step",0.2,2500,1000,400,10,0.150322411263746,0.0502293210926915,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,400,10,0.0592099138215312,0.266412543910366,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,400,10,0.0573436406191167,0,NA,NA
"two-step",0.2,2500,1000,401,10,0.186233965089204,0.047831619493164,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,401,10,0.0609036502794332,0.248284135524932,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,401,10,0.0614677161510722,0,NA,NA
"two-step",0.2,2500,1000,402,10,0.12807284085485,0.100531754966317,1,0.0717171717171717
"two-step+refitted",0.2,2500,1000,402,10,0.0676162269409779,0.374433010595216,1,0.0717171717171717
"two-step oracle",0.2,2500,1000,402,10,0.0763747909980353,0,NA,NA
"two-step",0.2,2500,1000,403,10,0.133897254811984,0.0678123222226849,1,0.0636363636363636
"two-step+refitted",0.2,2500,1000,403,10,0.0687974592900898,0.344380663727584,1,0.0636363636363636
"two-step oracle",0.2,2500,1000,403,10,0.0492106264697271,0,NA,NA
"two-step",0.2,2500,1000,404,10,0.139167533196773,0.0482277875992624,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,404,10,0.0513865135808115,0.233935385178191,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,404,10,0.0404935777442443,0,NA,NA
"two-step",0.2,2500,1000,405,10,0.15668242063751,0.0448072644249555,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,405,10,0.0725544821318214,0.260531778623513,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,405,10,0.0648215204092131,0,NA,NA
"two-step",0.2,2500,1000,406,10,0.151428120022269,0.085075995295032,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,406,10,0.0881266432725673,0.326125223486354,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,406,10,0.0871025472944455,0,NA,NA
"two-step",0.2,2500,1000,407,10,0.145496053381095,0.0904465185236358,1,0.0565656565656566
"two-step+refitted",0.2,2500,1000,407,10,0.0576279464171225,0.347687411704362,1,0.0565656565656566
"two-step oracle",0.2,2500,1000,407,10,0.0582798039999098,0,NA,NA
"two-step",0.2,2500,1000,408,10,0.135781961007355,0.0500106441439132,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,408,10,0.0552561867244516,0.246085961393227,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,408,10,0.0523940722923132,0,NA,NA
"two-step",0.2,2500,1000,409,10,0.154841488802008,0.0519098591793164,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,409,10,0.0645989835270682,0.259197331789072,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,409,10,0.0663357016204537,0,NA,NA
"two-step",0.2,2500,1000,40,10,0.136067542226101,0.048365391919636,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,40,10,0.0893260148251473,0.255651186899045,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,40,10,0.0917661412841425,0,NA,NA
"two-step",0.2,2500,1000,410,10,0.157292104550697,0.0651890004587224,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,410,10,0.051056037446799,0.339912124816531,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,410,10,0.0465563029219118,0,NA,NA
"two-step",0.2,2500,1000,411,10,0.184132178008736,0.0363961814316859,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,411,10,0.0785015112244344,0.248589094196405,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,411,10,0.0826044082973909,0,NA,NA
"two-step",0.2,2500,1000,412,10,0.176688134408614,0.0474515763186887,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,412,10,0.0626021117115015,0.232154885757449,1,0.0212121212121212
