"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step",0.2,2500,1000,294,10,1,0.0946855965054496,0.0572886942591649,1,0.0636363636363636
"two-step+refitted",0.2,2500,1000,294,10,1,0.0486898279290758,0.268746549202203,1,0.0636363636363636
"two-step oracle",0.2,2500,1000,294,10,1,0.0456223126819862,0,NA,NA
"two-step",0.2,2500,1000,295,10,0.2,1,0,0,0
"two-step+refitted",0.2,2500,1000,295,10,0.2,1,0,0,0
"two-step oracle",0.2,2500,1000,295,10,0.2,0.581045573865423,0,NA,NA
"two-step",0.2,2500,1000,295,10,0.4,0.552699683802944,0.11330040700526,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,295,10,0.4,0.272904979381594,0.594768958547881,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,295,10,0.4,0.235217733934182,0,NA,NA
"two-step",0.2,2500,1000,295,10,0.6,0.313828672464374,0.0520213213253203,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,295,10,0.6,0.149405803214954,0.279920736463768,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,295,10,0.6,0.1292619400545,0,NA,NA
"two-step",0.2,2500,1000,295,10,0.8,0.214961042211192,0.0349602770783046,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,295,10,0.8,0.102087559826432,0.185462106162099,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,295,10,0.8,0.0882894249983803,0,NA,NA
"two-step",0.2,2500,1000,295,10,1,0.16228139762341,0.0270765295839577,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,295,10,1,0.0773333415539729,0.144888985211836,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,295,10,1,0.0669068500788642,0,NA,NA
"two-step",0.2,2500,1000,296,10,0.2,0.674508756565994,0.239876859442628,0.5,0.0262626262626263
"two-step+refitted",0.2,2500,1000,296,10,0.2,0.399967812556863,1.72570404241978,0.5,0.0262626262626263
"two-step oracle",0.2,2500,1000,296,10,0.2,0.361275312563918,0,NA,NA
"two-step",0.2,2500,1000,296,10,0.4,0.346151056900645,0.184601587563181,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,296,10,0.4,0.109697998806697,0.828900175992012,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,296,10,0.4,0.146250766153033,0,NA,NA
"two-step",0.2,2500,1000,296,10,0.6,0.199730431781324,0.0868030120113491,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,296,10,0.6,0.0636476600575033,0.417646098288973,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,296,10,0.6,0.0803708863749521,0,NA,NA
"two-step",0.2,2500,1000,296,10,0.8,0.132547907886589,0.0651911509529734,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,296,10,0.8,0.0437768992375235,0.294958382166998,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,296,10,0.8,0.0548955039794607,0,NA,NA
"two-step",0.2,2500,1000,296,10,1,0.102679635603728,0.0459833565668493,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,296,10,1,0.0337165425674328,0.219229103010892,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,296,10,1,0.0416005116674512,0,NA,NA
"two-step",0.2,2500,1000,297,10,0.2,0.619239865577618,0.241545114771862,0.6,0.0131313131313131
"two-step+refitted",0.2,2500,1000,297,10,0.2,0.518792853612154,1.342481198808,0.6,0.0131313131313131
"two-step oracle",0.2,2500,1000,297,10,0.2,0.500427439145061,0,NA,NA
"two-step",0.2,2500,1000,297,10,0.4,0.441833181516831,0.0971816173869729,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,297,10,0.4,0.185328171691982,0.507410408989186,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,297,10,0.4,0.20258205815272,0,NA,NA
"two-step",0.2,2500,1000,297,10,0.6,0.240830425023477,0.055350143045361,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,297,10,0.6,0.106738781842435,0.297562337620179,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,297,10,0.6,0.111327277153266,0,NA,NA
"two-step",0.2,2500,1000,297,10,0.8,0.156435218009204,0.0465156091610684,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,297,10,0.8,0.0738989111638695,0.240164605475644,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,297,10,0.8,0.0760395618567433,0,NA,NA
"two-step",0.2,2500,1000,297,10,1,0.119315186971522,0.0343469236189012,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,297,10,1,0.0564042308253369,0.174799099729553,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,297,10,1,0.057623747864544,0,NA,NA
"two-step",0.2,2500,1000,298,10,0.2,0.820524993969927,0.380884351769261,0.4,0.0242424242424242
"two-step+refitted",0.2,2500,1000,298,10,0.2,0.572823155255893,1.84218662276614,0.4,0.0242424242424242
"two-step oracle",0.2,2500,1000,298,10,0.2,0.424618535945289,0,NA,NA
"two-step",0.2,2500,1000,298,10,0.4,0.467733682407593,0.196623175216132,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,298,10,0.4,0.191180759292594,0.853906905493485,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,298,10,0.4,0.171893246078893,0,NA,NA
"two-step",0.2,2500,1000,298,10,0.6,0.247459421775073,0.123311899773261,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,298,10,0.6,0.0988231655832494,0.509075469925035,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,298,10,0.6,0.0944624969333326,0,NA,NA
"two-step",0.2,2500,1000,298,10,0.8,0.177006204796101,0.0716941585384643,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,298,10,0.8,0.0708120484029563,0.311620690370402,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,298,10,0.8,0.0645204577204938,0,NA,NA
"two-step",0.2,2500,1000,298,10,1,0.127616061255771,0.0646147923153565,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,298,10,1,0.0511728098987585,0.263436041881962,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,298,10,1,0.0488944241261518,0,NA,NA
"two-step",0.2,2500,1000,299,10,0.2,0.563916479593945,0.692412942287872,0.5,0.0919191919191919
"two-step+refitted",0.2,2500,1000,299,10,0.2,0.451453208271602,2.65612980878553,0.5,0.0919191919191919
"two-step oracle",0.2,2500,1000,299,10,0.2,0.359858780908065,0,NA,NA
"two-step",0.2,2500,1000,299,10,0.4,0.234909698566487,0.333903235358578,1,0.117171717171717
"two-step+refitted",0.2,2500,1000,299,10,0.4,0.152185500111454,1.15444496614942,1,0.117171717171717
"two-step oracle",0.2,2500,1000,299,10,0.4,0.145677328575807,0,NA,NA
"two-step",0.2,2500,1000,299,10,0.6,0.130867270267527,0.177717047939136,1,0.108080808080808
"two-step+refitted",0.2,2500,1000,299,10,0.6,0.0863949271304786,0.621929213072028,1,0.108080808080808
"two-step oracle",0.2,2500,1000,299,10,0.6,0.0800557585463965,0,NA,NA
"two-step",0.2,2500,1000,299,10,0.8,0.0924377732692222,0.11214282968812,1,0.094949494949495
"two-step+refitted",0.2,2500,1000,299,10,0.8,0.0567671556493811,0.401314932838713,1,0.094949494949495
"two-step oracle",0.2,2500,1000,299,10,0.8,0.0546802630912882,0,NA,NA
"two-step",0.2,2500,1000,299,10,1,0.0708818816065359,0.0825462785914731,1,0.0888888888888889
"two-step+refitted",0.2,2500,1000,299,10,1,0.0429359022679688,0.297970280337267,1,0.0888888888888889
"two-step oracle",0.2,2500,1000,299,10,1,0.0414373993826427,0,NA,NA
"two-step",0.2,2500,1000,29,10,0.2,1,2.49238207303016e-16,0,0.00101010101010101
"two-step+refitted",0.2,2500,1000,29,10,0.2,1,0.43602659929773,0,0.00101010101010101
"two-step oracle",0.2,2500,1000,29,10,0.2,0.570067090930694,0,NA,NA
"two-step",0.2,2500,1000,29,10,0.4,0.430556962585957,0.136394239695532,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,29,10,0.4,0.197926419763989,0.802763651122839,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,29,10,0.4,0.230773445922892,0,NA,NA
"two-step",0.2,2500,1000,29,10,0.6,0.230796766399928,0.0852816102955024,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,29,10,0.6,0.112431427731312,0.4588998424126,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,29,10,0.6,0.126819618717192,0,NA,NA
"two-step",0.2,2500,1000,29,10,0.8,0.160015870414936,0.0539440086736614,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,29,10,0.8,0.0759342029148962,0.309972439660551,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,29,10,0.8,0.0866212530179712,0,NA,NA
"two-step",0.2,2500,1000,29,10,1,0.113695636658281,0.0556827491112311,1,0.0555555555555556
"two-step+refitted",0.2,2500,1000,29,10,1,0.0573616148062248,0.26448163202334,1,0.0555555555555556
"two-step oracle",0.2,2500,1000,29,10,1,0.0656426881183478,0,NA,NA
"two-step",0.2,2500,1000,2,10,0.2,1,0,0,0
"two-step+refitted",0.2,2500,1000,2,10,0.2,1,0,0,0
"two-step oracle",0.2,2500,1000,2,10,0.2,0.338719151396321,0,NA,NA
"two-step",0.2,2500,1000,2,10,0.4,0.643865914456419,0.120157259077751,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,2,10,0.4,0.248939432705084,0.67287282237499,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,2,10,0.4,0.137119625060603,0,NA,NA
"two-step",0.2,2500,1000,2,10,0.6,0.350657709281438,0.0693846105781994,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,2,10,0.6,0.137426327122649,0.38897692887955,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,2,10,0.6,0.0753529440932315,0,NA,NA
"two-step",0.2,2500,1000,2,10,0.8,0.2359408061564,0.0513617640127175,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,2,10,0.8,0.0963657145231689,0.284777954079588,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,2,10,0.8,0.0514681127571018,0,NA,NA
"two-step",0.2,2500,1000,2,10,1,0.18175691484385,0.0356374311631957,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,2,10,1,0.0711317231104953,0.201335427019079,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,2,10,1,0.0390031909726994,0,NA,NA
"two-step",0.2,2500,1000,300,10,0.2,0.756478622431496,0.0602530937576672,0.5,0.00909090909090909
"two-step+refitted",0.2,2500,1000,300,10,0.2,0.400796449748872,1.06366972675391,0.5,0.00909090909090909
"two-step oracle",0.2,2500,1000,300,10,0.2,0.434645722463559,0,NA,NA
"two-step",0.2,2500,1000,300,10,0.4,0.405170468438023,0.192653693818753,1,0.0585858585858586
"two-step+refitted",0.2,2500,1000,300,10,0.4,0.170456602393773,0.925500331591455,1,0.0585858585858586
"two-step oracle",0.2,2500,1000,300,10,0.4,0.175952432133561,0,NA,NA
"two-step",0.2,2500,1000,300,10,0.6,0.228816560809642,0.0938529298881915,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,300,10,0.6,0.0912480845615438,0.469710107915774,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,300,10,0.6,0.0966931887085325,0,NA,NA
"two-step",0.2,2500,1000,300,10,0.8,0.155526244314013,0.0655505405620951,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,300,10,0.8,0.0627309462973015,0.323254497857349,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,300,10,0.8,0.0660440809470831,0,NA,NA
"two-step",0.2,2500,1000,300,10,1,0.120999124763925,0.0439054101534781,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,300,10,1,0.0476375025714234,0.235415422219728,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,300,10,1,0.0500490452011,0,NA,NA
"two-step",0.2,2500,1000,301,10,0.2,0.81150197262562,0.109750786939906,0.4,0.00505050505050505
"two-step+refitted",0.2,2500,1000,301,10,0.2,0.586418322318778,0.930741985988813,0.4,0.00505050505050505
"two-step oracle",0.2,2500,1000,301,10,0.2,0.451382842715112,0,NA,NA
"two-step",0.2,2500,1000,301,10,0.4,0.350657511563013,0.117010484498731,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,301,10,0.4,0.235077796330362,0.714616757052269,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,301,10,0.4,0.182727920451912,0,NA,NA
"two-step",0.2,2500,1000,301,10,0.6,0.193849376066625,0.0628872750250541,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,301,10,0.6,0.130253275020879,0.387178068220543,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,301,10,0.6,0.100416601693593,0,NA,NA
"two-step",0.2,2500,1000,301,10,0.8,0.132583814037057,0.0426339149116981,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,301,10,0.8,0.0889489144606406,0.264462161741847,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,301,10,0.8,0.068587273408406,0,NA,NA
"two-step",0.2,2500,1000,301,10,1,0.100828167147806,0.0318461386336265,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,301,10,1,0.0665967648591747,0.196652682011269,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,301,10,1,0.0519763088199784,0,NA,NA
"two-step",0.2,2500,1000,302,10,0.2,0.840487800742171,0.226891315928955,0.4,0.0101010101010101
"two-step+refitted",0.2,2500,1000,302,10,0.2,0.752373160140025,1.28367118750629,0.4,0.0101010101010101
"two-step oracle",0.2,2500,1000,302,10,0.2,0.623189317867798,0,NA,NA
"two-step",0.2,2500,1000,302,10,0.4,0.502725040874573,0.144114064215132,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,302,10,0.4,0.226298312344594,0.654093251267189,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,302,10,0.4,0.252278282038511,0,NA,NA
"two-step",0.2,2500,1000,302,10,0.6,0.267518944777901,0.0901042718411678,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,302,10,0.6,0.123917807128797,0.424499303128174,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,302,10,0.6,0.138637421696437,0,NA,NA
"two-step",0.2,2500,1000,302,10,0.8,0.189264149133545,0.0534304148565038,1,0.0191919191919192
"two-step+refitted",0.2,2500,1000,302,10,0.8,0.084532151741877,0.244068315468691,1,0.0191919191919192
"two-step oracle",0.2,2500,1000,302,10,0.8,0.0946931342642378,0,NA,NA
"two-step",0.2,2500,1000,302,10,1,0.146030426958789,0.037532166911733,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,302,10,1,0.0646092402432985,0.174988023511838,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,302,10,1,0.071759662471825,0,NA,NA
"two-step",0.2,2500,1000,303,10,0.2,0.723256454725521,0.597612889466893,0.4,0.0545454545454545
"two-step+refitted",0.2,2500,1000,303,10,0.2,0.562089997899795,2.36485832947625,0.4,0.0545454545454545
"two-step oracle",0.2,2500,1000,303,10,0.2,0.461433355649323,0,NA,NA
"two-step",0.2,2500,1000,303,10,0.4,0.378951481042828,0.279266520420372,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,303,10,0.4,0.161359261572639,1.02630887034777,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,303,10,0.4,0.18679654946071,0,NA,NA
"two-step",0.2,2500,1000,303,10,0.6,0.208696873634649,0.152441683356593,1,0.0666666666666667
"two-step+refitted",0.2,2500,1000,303,10,0.6,0.0870954021278815,0.562669060353634,1,0.0666666666666667
"two-step oracle",0.2,2500,1000,303,10,0.6,0.102652482765325,0,NA,NA
"two-step",0.2,2500,1000,303,10,0.8,0.137848409727098,0.115277806771493,1,0.0818181818181818
"two-step+refitted",0.2,2500,1000,303,10,0.8,0.0620940553554462,0.409275582028598,1,0.0818181818181818
"two-step oracle",0.2,2500,1000,303,10,0.8,0.0701144410658365,0,NA,NA
"two-step",0.2,2500,1000,303,10,1,0.10548701595432,0.0848392539439536,1,0.0777777777777778
"two-step+refitted",0.2,2500,1000,303,10,1,0.0466573477334753,0.306545282578036,1,0.0777777777777778
"two-step oracle",0.2,2500,1000,303,10,1,0.0531336159097355,0,NA,NA
"two-step",0.2,2500,1000,304,10,0.2,0.833836905866392,0.349663849790605,0.6,0.0232323232323232
"two-step+refitted",0.2,2500,1000,304,10,0.2,0.441764112416726,1.80004143805688,0.6,0.0232323232323232
"two-step oracle",0.2,2500,1000,304,10,0.2,0.466489902350054,0,NA,NA
"two-step",0.2,2500,1000,304,10,0.4,0.396658056715867,0.238604182944211,1,0.0636363636363636
"two-step+refitted",0.2,2500,1000,304,10,0.4,0.190247997185712,1.0148400062355,1,0.0636363636363636
"two-step oracle",0.2,2500,1000,304,10,0.4,0.188843530816347,0,NA,NA
"two-step",0.2,2500,1000,304,10,0.6,0.220497616535076,0.125676084973378,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,304,10,0.6,0.106756477614984,0.546988142868544,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,304,10,0.6,0.103777384263437,0,NA,NA
"two-step",0.2,2500,1000,304,10,0.8,0.153901786768424,0.0791508952360004,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,304,10,0.8,0.0697919617778689,0.356338559486443,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,304,10,0.8,0.0708827794213207,0,NA,NA
"two-step",0.2,2500,1000,304,10,1,0.11724060418907,0.0588279750287946,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,304,10,1,0.055274463333158,0.263364924309351,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,304,10,1,0.0537158724955187,0,NA,NA
"two-step",0.2,2500,1000,305,10,0.2,0.794345105868155,0.363799424747571,0.5,0.0272727272727273
"two-step+refitted",0.2,2500,1000,305,10,0.2,0.564220481052579,1.82410809721544,0.5,0.0272727272727273
"two-step oracle",0.2,2500,1000,305,10,0.2,0.66452402803473,0,NA,NA
"two-step",0.2,2500,1000,305,10,0.4,0.391351192512422,0.179907501030268,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,305,10,0.4,0.245323701153241,0.800487242706663,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,305,10,0.4,0.269011318646314,0,NA,NA
"two-step",0.2,2500,1000,305,10,0.6,0.209577692116604,0.109754790680601,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,305,10,0.6,0.138145070368191,0.456965566009063,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,305,10,0.6,0.147832922132362,0,NA,NA
"two-step",0.2,2500,1000,305,10,0.8,0.144004666551512,0.0732088521513703,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,305,10,0.8,0.0943568734292665,0.312119955508284,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,305,10,0.8,0.100973911465302,0,NA,NA
"two-step",0.2,2500,1000,305,10,1,0.108870529484572,0.0560129693954354,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,305,10,1,0.0715048171200083,0.236528410554087,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,305,10,1,0.0765193153813088,0,NA,NA
"two-step",0.2,2500,1000,306,10,0.2,0.917640899002274,0.274876153499691,0.3,0.0242424242424242
"two-step+refitted",0.2,2500,1000,306,10,0.2,0.688967707173745,1.59776060942096,0.3,0.0242424242424242
"two-step oracle",0.2,2500,1000,306,10,0.2,0.46401966410998,0,NA,NA
"two-step",0.2,2500,1000,306,10,0.4,0.427634416441205,0.177155878159198,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,306,10,0.4,0.206655095523537,0.796845454352129,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,306,10,0.4,0.187843533798485,0,NA,NA
"two-step",0.2,2500,1000,306,10,0.6,0.2343762286982,0.098489995644775,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,306,10,0.6,0.113566009963147,0.437899542654868,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,306,10,0.6,0.10322784425888,0,NA,NA
"two-step",0.2,2500,1000,306,10,0.8,0.161936851973106,0.0639660102699327,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,306,10,0.8,0.0775685068314624,0.299097305347997,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,306,10,0.8,0.0705074286336432,0,NA,NA
"two-step",0.2,2500,1000,306,10,1,0.123836678843324,0.0465433074263981,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,306,10,1,0.057606340625954,0.215633461087854,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,306,10,1,0.0534314268908637,0,NA,NA
"two-step",0.2,2500,1000,307,10,0.2,0.975698136253715,0,0.2,0
"two-step+refitted",0.2,2500,1000,307,10,0.2,0.813095897291911,0,0.2,0
"two-step oracle",0.2,2500,1000,307,10,0.2,0.275029426147733,0,NA,NA
"two-step",0.2,2500,1000,307,10,0.4,0.425236840619786,0.150608123427463,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,307,10,0.4,0.161802452845485,0.836503977698143,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,307,10,0.4,0.111336874925874,0,NA,NA
"two-step",0.2,2500,1000,307,10,0.6,0.23348667466027,0.0831216928796414,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,307,10,0.6,0.0889172744491317,0.459693612313703,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,307,10,0.6,0.0611842492137539,0,NA,NA
"two-step",0.2,2500,1000,307,10,0.8,0.158052283334783,0.059332276031935,1,0.0464646464646465
"two-step+refitted",0.2,2500,1000,307,10,0.8,0.0620931243748492,0.322248190821592,1,0.0464646464646465
"two-step oracle",0.2,2500,1000,307,10,0.8,0.041790508325671,0,NA,NA
"two-step",0.2,2500,1000,307,10,1,0.122593444458176,0.0401092708462458,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,307,10,1,0.0445488842316746,0.227892712866793,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,307,10,1,0.0316693791506356,0,NA,NA
"two-step",0.2,2500,1000,308,10,0.2,0.71339625010057,0.388158422867952,0.5,0.0222222222222222
"two-step+refitted",0.2,2500,1000,308,10,0.2,0.35714387620453,1.67677675208385,0.5,0.0222222222222222
"two-step oracle",0.2,2500,1000,308,10,0.2,0.358283829289739,0,NA,NA
"two-step",0.2,2500,1000,308,10,0.4,0.307792414986217,0.212193060630488,1,0.0404040404040404
