"Method","alpha","n","p","seed","s","mul","est_error","est_error_FP","TPR","FPR"
"two-step",0.2,2500,1000,117,10,0.8,0.143354136830168,0.0564399523430045,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,117,10,0.8,0.126566923923916,0.228547163646626,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,117,10,0.8,0.133734686230479,0,NA,NA
"two-step",0.2,2500,1000,117,10,1,0.108868944576397,0.0417258826991185,1,0.0141414141414141
"two-step+refitted",0.2,2500,1000,117,10,1,0.0948548629484633,0.170308054992193,1,0.0141414141414141
"two-step oracle",0.2,2500,1000,117,10,1,0.101345847502472,0,NA,NA
"two-step",0.2,2500,1000,118,10,0.2,0.787049900369215,0.0448273828746154,0.5,0.00101010101010101
"two-step+refitted",0.2,2500,1000,118,10,0.2,0.790572017641175,0.476990558712447,0.5,0.00101010101010101
"two-step oracle",0.2,2500,1000,118,10,0.2,1.06470875294282,0,NA,NA
"two-step",0.2,2500,1000,118,10,0.4,0.502407623826124,0.00884811305251822,0.9,0.00303030303030303
"two-step+refitted",0.2,2500,1000,118,10,0.4,0.434698597912482,0.315312140631689,0.9,0.00303030303030303
"two-step oracle",0.2,2500,1000,118,10,0.4,0.431013317081218,0,NA,NA
"two-step",0.2,2500,1000,118,10,0.6,0.277191570562947,0.021487347803586,1,0.00909090909090909
"two-step+refitted",0.2,2500,1000,118,10,0.6,0.226716704034689,0.283537114420347,1,0.00909090909090909
"two-step oracle",0.2,2500,1000,118,10,0.6,0.236859766580495,0,NA,NA
"two-step",0.2,2500,1000,118,10,0.8,0.190419950832359,0.0111784851706289,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,118,10,0.8,0.155046717974629,0.184073791371979,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,118,10,0.8,0.161781670519768,0,NA,NA
"two-step",0.2,2500,1000,118,10,1,0.144728082146707,0.00721914706194314,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,118,10,1,0.118751634596918,0.123283107911109,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,118,10,1,0.122600209200285,0,NA,NA
"two-step",0.2,2500,1000,119,10,0.2,0.707382122097055,0.151548078998043,0.5,0.00505050505050505
"two-step+refitted",0.2,2500,1000,119,10,0.2,0.582789478375264,1.06145645907769,0.5,0.00505050505050505
"two-step oracle",0.2,2500,1000,119,10,0.2,0.548359979979567,0,NA,NA
"two-step",0.2,2500,1000,119,10,0.4,0.232191483322916,0.271516513429008,1,0.0646464646464646
"two-step+refitted",0.2,2500,1000,119,10,0.4,0.200591969968059,1.04949738739837,1,0.0646464646464646
"two-step oracle",0.2,2500,1000,119,10,0.4,0.221986015680176,0,NA,NA
"two-step",0.2,2500,1000,119,10,0.6,0.128589316650639,0.136917266985228,1,0.0595959595959596
"two-step+refitted",0.2,2500,1000,119,10,0.6,0.112538985250489,0.569076088049683,1,0.0595959595959596
"two-step oracle",0.2,2500,1000,119,10,0.6,0.121990559860663,0,NA,NA
"two-step",0.2,2500,1000,119,10,0.8,0.0878061082125968,0.094193935694903,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,119,10,0.8,0.0753208444214959,0.390438110288897,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,119,10,0.8,0.083322874318515,0,NA,NA
"two-step",0.2,2500,1000,119,10,1,0.0663753249145246,0.0731445260537423,1,0.0606060606060606
"two-step+refitted",0.2,2500,1000,119,10,1,0.0570790775464764,0.295880978860739,1,0.0606060606060606
"two-step oracle",0.2,2500,1000,119,10,1,0.0631431347556212,0,NA,NA
"two-step",0.2,2500,1000,11,10,0.2,0.648741571353598,0.285230377134527,0.5,0.0151515151515152
"two-step+refitted",0.2,2500,1000,11,10,0.2,0.504635606509108,1.43525430357552,0.5,0.0151515151515152
"two-step oracle",0.2,2500,1000,11,10,0.2,0.570519155732829,0,NA,NA
"two-step",0.2,2500,1000,11,10,0.4,0.251186973071282,0.1475830763594,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,11,10,0.4,0.232010326593101,0.704349715167986,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,11,10,0.4,0.230956449912824,0,NA,NA
"two-step",0.2,2500,1000,11,10,0.6,0.136428509678405,0.0961938010563099,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,11,10,0.6,0.137236819397436,0.431429335994062,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,11,10,0.6,0.12692018703056,0,NA,NA
"two-step",0.2,2500,1000,11,10,0.8,0.0934088731743808,0.0628442681312652,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,11,10,0.8,0.0919178669272374,0.289993132173871,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,11,10,0.8,0.0866899439145875,0,NA,NA
"two-step",0.2,2500,1000,11,10,1,0.0709236823918538,0.0469071973193905,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,11,10,1,0.0684724112354723,0.215558167532818,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,11,10,1,0.0656947429541523,0,NA,NA
"two-step",0.2,2500,1000,120,10,0.2,0.713329496684101,0,0.3,0
"two-step+refitted",0.2,2500,1000,120,10,0.2,0.805753818356791,0,0.3,0
"two-step oracle",0.2,2500,1000,120,10,0.2,0.709205136238121,0,NA,NA
"two-step",0.2,2500,1000,120,10,0.4,0.307451818351845,0.0245636650948349,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,120,10,0.4,0.320897034510145,0.27158574236383,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,120,10,0.4,0.287099037568863,0,NA,NA
"two-step",0.2,2500,1000,120,10,0.6,0.168577527686689,0.0154231222377175,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,120,10,0.6,0.17432555919006,0.189441480711618,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,120,10,0.6,0.157772876913754,0,NA,NA
"two-step",0.2,2500,1000,120,10,0.8,0.115325935977107,0.00946206707866626,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,120,10,0.8,0.120427626466584,0.10191575058635,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,120,10,0.8,0.10776317125662,0,NA,NA
"two-step",0.2,2500,1000,120,10,1,0.0876789472886384,0.00880093277411031,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,120,10,1,0.090847003448109,0.0999878492925973,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,120,10,1,0.0816643028700452,0,NA,NA
"two-step",0.2,2500,1000,121,10,0.2,0.645109172873326,0.143457667118253,0.4,0.00909090909090909
"two-step+refitted",0.2,2500,1000,121,10,0.2,0.628730027570189,1.13028025839439,0.4,0.00909090909090909
"two-step oracle",0.2,2500,1000,121,10,0.2,0.727607660967485,0,NA,NA
"two-step",0.2,2500,1000,121,10,0.4,0.303307864124393,0.0646739954463678,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,121,10,0.4,0.272648003918948,0.500733372883101,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,121,10,0.4,0.294548711673967,0,NA,NA
"two-step",0.2,2500,1000,121,10,0.6,0.168687638854511,0.0354588827419276,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,121,10,0.6,0.151494115567519,0.276626886653115,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,121,10,0.6,0.161866783063998,0,NA,NA
"two-step",0.2,2500,1000,121,10,0.8,0.112263973013759,0.0322348509866718,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,121,10,0.8,0.104813590195316,0.204431745037295,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,121,10,0.8,0.110559420638687,0,NA,NA
"two-step",0.2,2500,1000,121,10,1,0.0851636861702606,0.0239399385841569,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,121,10,1,0.0774932607392831,0.151929786644084,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,121,10,1,0.0837833362445683,0,NA,NA
"two-step",0.2,2500,1000,122,10,0.2,0.574380151186827,0.521511463521288,0.4,0.0404040404040404
"two-step+refitted",0.2,2500,1000,122,10,0.2,0.594547488480307,2.02742809101708,0.4,0.0404040404040404
"two-step oracle",0.2,2500,1000,122,10,0.2,0.679669446434046,0,NA,NA
"two-step",0.2,2500,1000,122,10,0.4,0.303496306458175,0.22689214020535,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,122,10,0.4,0.30626898098222,0.844495419461747,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,122,10,0.4,0.275142457330797,0,NA,NA
"two-step",0.2,2500,1000,122,10,0.6,0.166812861298224,0.124619631721365,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,122,10,0.6,0.168322279393379,0.464091490764096,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,122,10,0.6,0.151202238160719,0,NA,NA
"two-step",0.2,2500,1000,122,10,0.8,0.113940940498549,0.0815672492636376,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,122,10,0.8,0.113811293157395,0.309176057582514,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,122,10,0.8,0.103275246062758,0,NA,NA
"two-step",0.2,2500,1000,122,10,1,0.0857639685298307,0.0743185249199238,1,0.0505050505050505
"two-step+refitted",0.2,2500,1000,122,10,1,0.0862722811514788,0.247914683167932,1,0.0505050505050505
"two-step oracle",0.2,2500,1000,122,10,1,0.0782632960324041,0,NA,NA
"two-step",0.2,2500,1000,123,10,0.2,0.694191956703589,0.356021986416271,0.6,0.0232323232323232
"two-step+refitted",0.2,2500,1000,123,10,0.2,0.615291514450215,1.72060268640258,0.6,0.0232323232323232
"two-step oracle",0.2,2500,1000,123,10,0.2,0.522852641837122,0,NA,NA
"two-step",0.2,2500,1000,123,10,0.4,0.281918722721111,0.168173066231303,1,0.0262626262626263
"two-step+refitted",0.2,2500,1000,123,10,0.4,0.226442970530792,0.738693569677794,1,0.0262626262626263
"two-step oracle",0.2,2500,1000,123,10,0.4,0.211660184890957,0,NA,NA
"two-step",0.2,2500,1000,123,10,0.6,0.158614261868135,0.0749363420620545,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,123,10,0.6,0.117716437904184,0.395725447304401,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,123,10,0.6,0.116316085839664,0,NA,NA
"two-step",0.2,2500,1000,123,10,0.8,0.108857780596371,0.049550453998075,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,123,10,0.8,0.0804817787161288,0.270383758189359,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,123,10,0.8,0.0794470540401621,0,NA,NA
"two-step",0.2,2500,1000,123,10,1,0.0824110466308157,0.0378792280181577,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,123,10,1,0.0609972158088916,0.20489162096673,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,123,10,1,0.060205988814294,0,NA,NA
"two-step",0.2,2500,1000,124,10,0.2,0.750475696338185,0.182594807138779,0.5,0.00606060606060606
"two-step+refitted",0.2,2500,1000,124,10,0.2,0.819241001973565,1.04453536324063,0.5,0.00606060606060606
"two-step oracle",0.2,2500,1000,124,10,0.2,0.585407122792905,0,NA,NA
"two-step",0.2,2500,1000,124,10,0.4,0.333797332338371,0.102698618451258,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,124,10,0.4,0.250978074059906,0.517266692901092,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,124,10,0.4,0.236983367649175,0,NA,NA
"two-step",0.2,2500,1000,124,10,0.6,0.185420711301476,0.0510575332520588,1,0.0131313131313131
"two-step+refitted",0.2,2500,1000,124,10,0.6,0.131047327325616,0.269298770190838,1,0.0131313131313131
"two-step oracle",0.2,2500,1000,124,10,0.6,0.13023222930781,0,NA,NA
"two-step",0.2,2500,1000,124,10,0.8,0.127697676528322,0.0324344762736874,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,124,10,0.8,0.0912091471986926,0.172847019058055,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,124,10,0.8,0.0889521589804132,0,NA,NA
"two-step",0.2,2500,1000,124,10,1,0.0969614002738511,0.0240587855336057,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,124,10,1,0.0691195889932204,0.130985461884066,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,124,10,1,0.0674090783262313,0,NA,NA
"two-step",0.2,2500,1000,125,10,0.2,0.665029372837518,0.0302134374128343,0.4,0.00404040404040404
"two-step+refitted",0.2,2500,1000,125,10,0.2,0.690525564596318,0.647982943758892,0.4,0.00404040404040404
"two-step oracle",0.2,2500,1000,125,10,0.2,0.629005376036534,0,NA,NA
"two-step",0.2,2500,1000,125,10,0.4,0.287229365253202,0.0486244811331915,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,125,10,0.4,0.288204891872219,0.373283980195105,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,125,10,0.4,0.254632727342653,0,NA,NA
"two-step",0.2,2500,1000,125,10,0.6,0.157388273923061,0.0294200884138014,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,125,10,0.6,0.158369133353687,0.205130490177493,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,125,10,0.6,0.139931287438083,0,NA,NA
"two-step",0.2,2500,1000,125,10,0.8,0.107788941617547,0.0180545558838828,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,125,10,0.8,0.108169357426891,0.140097580901677,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,125,10,0.8,0.0955768797991357,0,NA,NA
"two-step",0.2,2500,1000,125,10,1,0.0817196963924952,0.0134254394509525,1,0.00808080808080808
"two-step+refitted",0.2,2500,1000,125,10,1,0.0819739850625855,0.106168423185476,1,0.00808080808080808
"two-step oracle",0.2,2500,1000,125,10,1,0.0724293760871574,0,NA,NA
"two-step",0.2,2500,1000,126,10,0.2,0.736778875459141,0.205607281713329,0.5,0.0131313131313131
"two-step+refitted",0.2,2500,1000,126,10,0.2,0.644964039906596,1.46970566117097,0.5,0.0131313131313131
"two-step oracle",0.2,2500,1000,126,10,0.2,0.948687217988918,0,NA,NA
"two-step",0.2,2500,1000,126,10,0.4,0.42301806345895,0.088687550584875,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,126,10,0.4,0.375645539402374,0.624978504461643,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,126,10,0.4,0.384045705990286,0,NA,NA
"two-step",0.2,2500,1000,126,10,0.6,0.231396627776023,0.0549310955640109,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,126,10,0.6,0.214427735285132,0.355963638704224,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,126,10,0.6,0.211049108396709,0,NA,NA
"two-step",0.2,2500,1000,126,10,0.8,0.158911783465072,0.0333527495203334,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,126,10,0.8,0.140993204227269,0.234584801319073,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,126,10,0.8,0.144152288128359,0,NA,NA
"two-step",0.2,2500,1000,126,10,1,0.120592878390829,0.0241608119154836,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,126,10,1,0.106845107216231,0.177771821063218,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,126,10,1,0.109240438823863,0,NA,NA
"two-step",0.2,2500,1000,127,10,0.2,0.645854903361329,0,0.4,0
"two-step+refitted",0.2,2500,1000,127,10,0.2,0.666068011058829,0,0.4,0
"two-step oracle",0.2,2500,1000,127,10,0.2,0.533904110424659,0,NA,NA
"two-step",0.2,2500,1000,127,10,0.4,0.244874733651563,0,1,0
"two-step+refitted",0.2,2500,1000,127,10,0.4,0.252403055242365,0,1,0
"two-step oracle",0.2,2500,1000,127,10,0.4,0.216134018811615,0,NA,NA
"two-step",0.2,2500,1000,127,10,0.6,0.132364790847654,0.00300060455012675,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,127,10,0.6,0.135419818860405,0.137323696452984,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,127,10,0.6,0.118774643884555,0,NA,NA
"two-step",0.2,2500,1000,127,10,0.8,0.0905259413019447,0.00175704048771332,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,127,10,0.8,0.0924943957094631,0.0938038662672617,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,127,10,0.8,0.0811263161339934,0,NA,NA
"two-step",0.2,2500,1000,127,10,1,0.0685059929222244,0.00167995050537979,1,0.00303030303030303
"two-step+refitted",0.2,2500,1000,127,10,1,0.0700923101140791,0.0710893635460632,1,0.00303030303030303
"two-step oracle",0.2,2500,1000,127,10,1,0.0614785550039236,0,NA,NA
"two-step",0.2,2500,1000,128,10,0.2,0.719456013339317,0.0719315940789123,0.5,0.00101010101010101
"two-step+refitted",0.2,2500,1000,128,10,0.2,0.458524969333753,0.484893417064738,0.5,0.00101010101010101
"two-step oracle",0.2,2500,1000,128,10,0.2,0.597066062902067,0,NA,NA
"two-step",0.2,2500,1000,128,10,0.4,0.276711218587103,0.189661270166877,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,128,10,0.4,0.230749427997835,0.836168854853579,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,128,10,0.4,0.241703117004309,0,NA,NA
"two-step",0.2,2500,1000,128,10,0.6,0.151873174458545,0.105765171755961,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,128,10,0.6,0.12651397176864,0.462099245577846,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,128,10,0.6,0.132825928124695,0,NA,NA
"two-step",0.2,2500,1000,128,10,0.8,0.104155606063096,0.0688758662480166,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,128,10,0.8,0.0876694081290086,0.312487844689404,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,128,10,0.8,0.0907237259015416,0,NA,NA
"two-step",0.2,2500,1000,128,10,1,0.0789387702210261,0.0521416761836922,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,128,10,1,0.0664373559167334,0.236803354692381,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,128,10,1,0.0687515942889166,0,NA,NA
"two-step",0.2,2500,1000,129,10,0.2,0.829568461701258,0.320103166592415,0.4,0.0111111111111111
"two-step+refitted",0.2,2500,1000,129,10,0.2,0.849695426464346,1.33780312859085,0.4,0.0111111111111111
"two-step oracle",0.2,2500,1000,129,10,0.2,0.63579611549049,0,NA,NA
"two-step",0.2,2500,1000,129,10,0.4,0.328738423629732,0.133471721352658,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,129,10,0.4,0.2286266634479,0.561396197874713,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,129,10,0.4,0.257381741220297,0,NA,NA
"two-step",0.2,2500,1000,129,10,0.6,0.17813721794148,0.0811422097462072,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,129,10,0.6,0.124267225570641,0.321626472529518,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,129,10,0.6,0.141441985042037,0,NA,NA
"two-step",0.2,2500,1000,129,10,0.8,0.123245811303095,0.0510735321274964,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,129,10,0.8,0.0858381685237198,0.210715508360169,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,129,10,0.8,0.09660872740055,0,NA,NA
"two-step",0.2,2500,1000,129,10,1,0.0935859122507489,0.0378658516608265,1,0.0121212121212121
"two-step+refitted",0.2,2500,1000,129,10,1,0.0650496647762551,0.159682713328659,1,0.0121212121212121
"two-step oracle",0.2,2500,1000,129,10,1,0.0732113233336519,0,NA,NA
"two-step",0.2,2500,1000,12,10,0.2,0.617748698136587,0.391318711934471,0.6,0.0191919191919192
"two-step+refitted",0.2,2500,1000,12,10,0.2,0.62318305846637,1.65784934436841,0.6,0.0191919191919192
"two-step oracle",0.2,2500,1000,12,10,0.2,0.653387891387956,0,NA,NA
"two-step",0.2,2500,1000,12,10,0.4,0.321595403714178,0.176631477239975,1,0.0222222222222222
"two-step+refitted",0.2,2500,1000,12,10,0.4,0.273932879891857,0.699195491167938,1,0.0222222222222222
"two-step oracle",0.2,2500,1000,12,10,0.4,0.264503209567346,0,NA,NA
"two-step",0.2,2500,1000,12,10,0.6,0.177538845490195,0.0932100611921514,1,0.0202020202020202
"two-step+refitted",0.2,2500,1000,12,10,0.6,0.150880529311864,0.371032579612762,1,0.0202020202020202
"two-step oracle",0.2,2500,1000,12,10,0.6,0.145355528460633,0,NA,NA
"two-step",0.2,2500,1000,12,10,0.8,0.12190627152915,0.0580791203621714,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,12,10,0.8,0.105030688808225,0.239640075324706,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,12,10,0.8,0.0992817841254353,0,NA,NA
"two-step",0.2,2500,1000,12,10,1,0.0930687312266292,0.0426745639461433,1,0.0151515151515152
"two-step+refitted",0.2,2500,1000,12,10,1,0.0806893296217918,0.177060351744258,1,0.0151515151515152
"two-step oracle",0.2,2500,1000,12,10,1,0.0752369997444697,0,NA,NA
"two-step",0.2,2500,1000,130,10,0.2,0.63052791362636,0.163598152992514,0.4,0.00303030303030303
"two-step+refitted",0.2,2500,1000,130,10,0.2,0.628144020516726,0.8762114908319,0.4,0.00303030303030303
"two-step oracle",0.2,2500,1000,130,10,0.2,0.604474855413529,0,NA,NA
"two-step",0.2,2500,1000,130,10,0.4,0.303367420598808,0.0954442567901472,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,130,10,0.4,0.257553270052004,0.473838098738898,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,130,10,0.4,0.244702329913099,0,NA,NA
"two-step",0.2,2500,1000,130,10,0.6,0.169672709397712,0.0435830582904384,1,0.00505050505050505
"two-step+refitted",0.2,2500,1000,130,10,0.6,0.138350687990359,0.233787616506712,1,0.00505050505050505
"two-step oracle",0.2,2500,1000,130,10,0.6,0.134474120515393,0,NA,NA
"two-step",0.2,2500,1000,130,10,0.8,0.113692615275668,0.0358510651507053,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,130,10,0.8,0.0966738462118271,0.177856151189456,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,130,10,0.8,0.0918494861864305,0,NA,NA
"two-step",0.2,2500,1000,130,10,1,0.0864329922288969,0.0262778002975029,1,0.00606060606060606
"two-step+refitted",0.2,2500,1000,130,10,1,0.0718721575746799,0.129408843178571,1,0.00606060606060606
"two-step oracle",0.2,2500,1000,130,10,1,0.0696047097623432,0,NA,NA
"two-step",0.2,2500,1000,131,10,0.2,0.690856935767661,0.012203500962603,0.4,0.00202020202020202
"two-step+refitted",0.2,2500,1000,131,10,0.2,0.57348639996,0.628880779123275,0.4,0.00202020202020202
"two-step oracle",0.2,2500,1000,131,10,0.2,0.530605035895398,0,NA,NA
