"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.2,2500,1000,327,10,0.0801462526608054,0,NA,NA
"two-step",0.2,2500,1000,328,10,0.127742647148562,0.0481858344592552,1,0.0373737373737374
"two-step+refitted",0.2,2500,1000,328,10,0.0635560609945052,0.239111080561439,1,0.0373737373737374
"two-step oracle",0.2,2500,1000,328,10,0.0592917385946084,0,NA,NA
"two-step",0.2,2500,1000,329,10,0.0908749270490408,0.104609467910704,1,0.11010101010101
"two-step+refitted",0.2,2500,1000,329,10,0.0449663181892209,0.352019012680437,1,0.11010101010101
"two-step oracle",0.2,2500,1000,329,10,0.050862858684601,0,NA,NA
"two-step",0.2,2500,1000,32,10,0.105891156408022,0.0589639111294439,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,32,10,0.0463325705722219,0.246812615492031,1,0.0444444444444444
"two-step oracle",0.2,2500,1000,32,10,0.0401018313444839,0,NA,NA
"two-step",0.2,2500,1000,330,10,0.125898247695407,0.00890556093214851,1,0.00707070707070707
"two-step+refitted",0.2,2500,1000,330,10,0.0400608583547515,0.108321511360218,1,0.00707070707070707
"two-step oracle",0.2,2500,1000,330,10,0.0384886028013719,0,NA,NA
"two-step",0.2,2500,1000,331,10,0.172455998329158,0.0273250456416216,1,0.0101010101010101
"two-step+refitted",0.2,2500,1000,331,10,0.0555351347506031,0.143850444198635,1,0.0101010101010101
"two-step oracle",0.2,2500,1000,331,10,0.0540514199854519,0,NA,NA
"two-step",0.2,2500,1000,332,10,0.143823577092925,0.0424827158988677,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,332,10,0.0600298381000453,0.236892609210588,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,332,10,0.0619250623419798,0,NA,NA
"two-step",0.2,2500,1000,333,10,0.170818928179471,0.064582870984391,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,333,10,0.0939227056634165,0.236942986520899,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,333,10,0.0838225181269555,0,NA,NA
"two-step",0.2,2500,1000,334,10,0.0847763476185591,0.0708316660049158,1,0.0757575757575758
"two-step+refitted",0.2,2500,1000,334,10,0.0634707842836352,0.289113503921726,1,0.0757575757575758
"two-step oracle",0.2,2500,1000,334,10,0.0617201379722787,0,NA,NA
"two-step",0.2,2500,1000,335,10,0.103669122624324,0.0404903341571841,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,335,10,0.0477478167562451,0.204294431159053,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,335,10,0.0509635837903006,0,NA,NA
"two-step",0.2,2500,1000,336,10,0.093999033936639,0.0525498539113934,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,336,10,0.051512075659106,0.232773788403444,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,336,10,0.0451844664883007,0,NA,NA
"two-step",0.2,2500,1000,337,10,0.120168537072423,0.0418529971329963,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,337,10,0.0493962623376438,0.222584295894899,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,337,10,0.0371081808979934,0,NA,NA
"two-step",0.2,2500,1000,338,10,0.120229153097259,0.0540924317935625,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,338,10,0.0775295193507101,0.246464017675777,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,338,10,0.0688995032762195,0,NA,NA
"two-step",0.2,2500,1000,339,10,0.114604702613054,0.0176627034491808,1,0.0111111111111111
"two-step+refitted",0.2,2500,1000,339,10,0.0495965779692668,0.122383423520104,1,0.0111111111111111
"two-step oracle",0.2,2500,1000,339,10,0.043182506739082,0,NA,NA
"two-step",0.2,2500,1000,33,10,0.125357184672625,0.0318744119824776,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,33,10,0.0562299004203228,0.195957971607965,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,33,10,0.0719533153231231,0,NA,NA
"two-step",0.2,2500,1000,340,10,0.1288239675517,0.0300016210152734,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,340,10,0.0558718411796669,0.158959080271824,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,340,10,0.0503674182112943,0,NA,NA
"two-step",0.2,2500,1000,341,10,0.127477106384129,0.049030894842049,1,0.0272727272727273
"two-step+refitted",0.2,2500,1000,341,10,0.0570110971257057,0.21578695404656,1,0.0272727272727273
"two-step oracle",0.2,2500,1000,341,10,0.0558354132426085,0,NA,NA
"two-step",0.2,2500,1000,342,10,0.119767222932127,0.0733591822660077,1,0.0767676767676768
"two-step+refitted",0.2,2500,1000,342,10,0.0518746948677503,0.28755619550112,1,0.0767676767676768
"two-step oracle",0.2,2500,1000,342,10,0.0494904300998396,0,NA,NA
"two-step",0.2,2500,1000,343,10,0.124091089731516,0.0315190365993432,1,0.0232323232323232
"two-step+refitted",0.2,2500,1000,343,10,0.0811597630698417,0.170313869488372,1,0.0232323232323232
"two-step oracle",0.2,2500,1000,343,10,0.0753370932068967,0,NA,NA
"two-step",0.2,2500,1000,344,10,0.142919685988876,0.071690312785374,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,344,10,0.0513805022916245,0.25809628139552,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,344,10,0.0506326637291962,0,NA,NA
"two-step",0.2,2500,1000,345,10,0.103843718419586,0.092658702361218,1,0.0656565656565657
"two-step+refitted",0.2,2500,1000,345,10,0.0703824263207457,0.298865900231606,1,0.0656565656565657
"two-step oracle",0.2,2500,1000,345,10,0.0675064238439552,0,NA,NA
"two-step",0.2,2500,1000,346,10,0.0977038024451928,0.0474668189107359,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,346,10,0.0606710514788486,0.203278291326872,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,346,10,0.0615089697045771,0,NA,NA
"two-step",0.2,2500,1000,347,10,0.129786959255982,0.0654284505663418,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,347,10,0.0577276896307018,0.234768155399064,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,347,10,0.0583721340791271,0,NA,NA
"two-step",0.2,2500,1000,348,10,0.107610081463337,0.0573950936163419,1,0.0464646464646465
"two-step+refitted",0.2,2500,1000,348,10,0.0376967992724539,0.256720635377591,1,0.0464646464646465
"two-step oracle",0.2,2500,1000,348,10,0.0375289519811509,0,NA,NA
"two-step",0.2,2500,1000,349,10,0.120656782667791,0.0793175166138438,1,0.0707070707070707
"two-step+refitted",0.2,2500,1000,349,10,0.0659257387374706,0.277951149780494,1,0.0707070707070707
"two-step oracle",0.2,2500,1000,349,10,0.0588679653504959,0,NA,NA
"two-step",0.2,2500,1000,34,10,0.110745477680016,0.0567584592362436,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,34,10,0.0659746375624524,0.244709830584945,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,34,10,0.0654424405190503,0,NA,NA
"two-step",0.2,2500,1000,350,10,0.0712463553885781,0.0888438587484119,1,0.103030303030303
"two-step+refitted",0.2,2500,1000,350,10,0.069524797925587,0.314595816791448,1,0.103030303030303
"two-step oracle",0.2,2500,1000,350,10,0.0577357798315193,0,NA,NA
"two-step",0.2,2500,1000,351,10,0.124290562389527,0.0617746770273642,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,351,10,0.0640130021242295,0.257009827464353,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,351,10,0.0678539249578304,0,NA,NA
"two-step",0.2,2500,1000,352,10,0.104382991858743,0.0722991171988978,1,0.0555555555555556
"two-step+refitted",0.2,2500,1000,352,10,0.0376841167361117,0.276868553550839,1,0.0555555555555556
"two-step oracle",0.2,2500,1000,352,10,0.0385174300490314,0,NA,NA
"two-step",0.2,2500,1000,353,10,0.104824183800761,0.064710913809147,1,0.0616161616161616
"two-step+refitted",0.2,2500,1000,353,10,0.0456178696192959,0.276009969532252,1,0.0616161616161616
"two-step oracle",0.2,2500,1000,353,10,0.0436682883793038,0,NA,NA
"two-step",0.2,2500,1000,354,10,0.109266858372664,0.0544752900339602,1,0.0585858585858586
"two-step+refitted",0.2,2500,1000,354,10,0.0517847296118648,0.269699209402105,1,0.0585858585858586
"two-step oracle",0.2,2500,1000,354,10,0.0670239207426533,0,NA,NA
"two-step",0.2,2500,1000,355,10,0.145892399958187,0.0568038429206077,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,355,10,0.0693856087721668,0.249333070185028,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,355,10,0.0591400189531275,0,NA,NA
"two-step",0.2,2500,1000,356,10,0.145587611006102,0.0201905985436481,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,356,10,0.0777005836484786,0.171520390679287,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,356,10,0.084731013430213,0,NA,NA
"two-step",0.2,2500,1000,357,10,0.100598590649824,0.085735520062439,1,0.0737373737373737
"two-step+refitted",0.2,2500,1000,357,10,0.0447557860973771,0.273252857772626,1,0.0737373737373737
"two-step oracle",0.2,2500,1000,357,10,0.0402953012166876,0,NA,NA
"two-step",0.2,2500,1000,358,10,0.106010555983261,0.045510409645908,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,358,10,0.0536849742544751,0.222655901764682,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,358,10,0.041591294249217,0,NA,NA
"two-step",0.2,2500,1000,359,10,0.113457192209375,0.0524085571830704,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,359,10,0.0735519548835869,0.210450570133086,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,359,10,0.0690978153389153,0,NA,NA
"two-step",0.2,2500,1000,35,10,0.115411041220775,0.0589256023816883,1,0.0414141414141414
"two-step+refitted",0.2,2500,1000,35,10,0.0516353000318508,0.241854267176655,1,0.0414141414141414
"two-step oracle",0.2,2500,1000,35,10,0.0468333593875228,0,NA,NA
"two-step",0.2,2500,1000,360,10,0.14253747319791,0.0406914915570915,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,360,10,0.0591143400863362,0.217347306894997,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,360,10,0.0486018641459146,0,NA,NA
"two-step",0.2,2500,1000,361,10,0.136078846387735,0.0400722106126227,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,361,10,0.0842031186966561,0.225046505230008,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,361,10,0.0711256146039334,0,NA,NA
"two-step",0.2,2500,1000,362,10,0.120155877195282,0.068894371830432,1,0.0555555555555556
"two-step+refitted",0.2,2500,1000,362,10,0.0425401411628516,0.254470793755191,1,0.0555555555555556
"two-step oracle",0.2,2500,1000,362,10,0.0421617218096722,0,NA,NA
"two-step",0.2,2500,1000,363,10,0.119837713503676,0.0833433821657921,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,363,10,0.0597933020733735,0.289608856556845,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,363,10,0.0502624736401202,0,NA,NA
"two-step",0.2,2500,1000,364,10,0.129099110235237,0.073663511778951,1,0.0747474747474747
"two-step+refitted",0.2,2500,1000,364,10,0.0671855615708955,0.283496958284193,1,0.0747474747474747
"two-step oracle",0.2,2500,1000,364,10,0.0498955748037503,0,NA,NA
"two-step",0.2,2500,1000,365,10,0.130325869600777,0.052567831231318,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,365,10,0.0541133576368177,0.218847050508771,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,365,10,0.0560825839526018,0,NA,NA
"two-step",0.2,2500,1000,366,10,0.136430504586568,0.0782454039471906,1,0.0595959595959596
"two-step+refitted",0.2,2500,1000,366,10,0.0861729185954269,0.284182390151399,1,0.0595959595959596
"two-step oracle",0.2,2500,1000,366,10,0.0753389411209752,0,NA,NA
"two-step",0.2,2500,1000,367,10,0.123093738122803,0.0727083316417516,1,0.0565656565656566
"two-step+refitted",0.2,2500,1000,367,10,0.0468824542985466,0.293212618325102,1,0.0565656565656566
"two-step oracle",0.2,2500,1000,367,10,0.0699726853395611,0,NA,NA
"two-step",0.2,2500,1000,368,10,0.15908563456856,0.0460480979809304,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,368,10,0.0806256588828484,0.228487880707103,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,368,10,0.0738258595572692,0,NA,NA
"two-step",0.2,2500,1000,369,10,0.154894407975374,0.0612325502965537,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,369,10,0.0763185119945958,0.262219347731095,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,369,10,0.0507303447829219,0,NA,NA
"two-step",0.2,2500,1000,36,10,0.134608020282432,0.0525788800085209,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,36,10,0.0681771284435784,0.247073214487264,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,36,10,0.0768675444989031,0,NA,NA
"two-step",0.2,2500,1000,370,10,0.12183942290616,0.0397792805155789,1,0.0353535353535354
"two-step+refitted",0.2,2500,1000,370,10,0.0747847343251899,0.220439248960463,1,0.0353535353535354
"two-step oracle",0.2,2500,1000,370,10,0.0745652851698602,0,NA,NA
"two-step",0.2,2500,1000,371,10,0.112987675193395,0.0503066251909643,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,371,10,0.0740109856507368,0.209224913957263,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,371,10,0.0745044936413419,0,NA,NA
"two-step",0.2,2500,1000,372,10,0.14479268979621,0.0336390361710988,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,372,10,0.0540004665880516,0.19499326926237,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,372,10,0.0480690685094736,0,NA,NA
"two-step",0.2,2500,1000,373,10,0.0920501618252628,0.0714851328521395,1,0.0767676767676768
"two-step+refitted",0.2,2500,1000,373,10,0.0275944705719866,0.292973668852017,1,0.0767676767676768
"two-step oracle",0.2,2500,1000,373,10,0.0350880426476734,0,NA,NA
"two-step",0.2,2500,1000,374,10,0.0982923098907798,0.0717402072353266,1,0.0848484848484849
"two-step+refitted",0.2,2500,1000,374,10,0.0635070549698773,0.28039175914946,1,0.0848484848484849
"two-step oracle",0.2,2500,1000,374,10,0.0558517544891576,0,NA,NA
"two-step",0.2,2500,1000,375,10,0.12866899515438,0.0647942248169365,1,0.0595959595959596
"two-step+refitted",0.2,2500,1000,375,10,0.0576199368605918,0.290026204411195,1,0.0595959595959596
"two-step oracle",0.2,2500,1000,375,10,0.0568908328295036,0,NA,NA
"two-step",0.2,2500,1000,376,10,0.100252796764727,0.0446668700366284,1,0.0393939393939394
"two-step+refitted",0.2,2500,1000,376,10,0.0497786694636877,0.227583909708245,1,0.0393939393939394
"two-step oracle",0.2,2500,1000,376,10,0.0490502651785147,0,NA,NA
"two-step",0.2,2500,1000,377,10,0.106220300798833,0.0828845786882365,1,0.0888888888888889
"two-step+refitted",0.2,2500,1000,377,10,0.0682725339030774,0.312339332040864,1,0.0888888888888889
"two-step oracle",0.2,2500,1000,377,10,0.0574176993613395,0,NA,NA
"two-step",0.2,2500,1000,378,10,0.070990906336257,0.0673412451524951,1,0.0555555555555556
"two-step+refitted",0.2,2500,1000,378,10,0.0564313254180514,0.269196721196977,1,0.0555555555555556
"two-step oracle",0.2,2500,1000,378,10,0.0395190374768955,0,NA,NA
"two-step",0.2,2500,1000,379,10,0.120260342664731,0.0790125263686985,1,0.0848484848484849
"two-step+refitted",0.2,2500,1000,379,10,0.0761641001587557,0.281355672798083,1,0.0848484848484849
"two-step oracle",0.2,2500,1000,379,10,0.0679246683034719,0,NA,NA
"two-step",0.2,2500,1000,37,10,0.113997391393445,0.0628177656499272,1,0.0464646464646465
"two-step+refitted",0.2,2500,1000,37,10,0.0537564553445332,0.244947775365238,1,0.0464646464646465
"two-step oracle",0.2,2500,1000,37,10,0.0482109351590529,0,NA,NA
"two-step",0.2,2500,1000,380,10,0.113572837923323,0.0778971653087713,1,0.0838383838383838
"two-step+refitted",0.2,2500,1000,380,10,0.0435985188471708,0.317413760657477,1,0.0838383838383838
"two-step oracle",0.2,2500,1000,380,10,0.0394745733126108,0,NA,NA
"two-step",0.2,2500,1000,381,10,0.100713524461001,0.0436519516470197,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,381,10,0.0679936983096116,0.207992060073769,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,381,10,0.0567974496873226,0,NA,NA
"two-step",0.2,2500,1000,382,10,0.097124040628557,0.0759523274762508,1,0.0747474747474747
"two-step+refitted",0.2,2500,1000,382,10,0.0536868600072806,0.301809297243052,1,0.0747474747474747
"two-step oracle",0.2,2500,1000,382,10,0.0554956712249466,0,NA,NA
"two-step",0.2,2500,1000,383,10,0.110619567419217,0.101409971656233,1,0.0898989898989899
"two-step+refitted",0.2,2500,1000,383,10,0.0515481014921194,0.316840820769978,1,0.0898989898989899
"two-step oracle",0.2,2500,1000,383,10,0.0451336885892503,0,NA,NA
"two-step",0.2,2500,1000,384,10,0.134053601503265,0.0707047374658818,1,0.0666666666666667
"two-step+refitted",0.2,2500,1000,384,10,0.0723104377004025,0.268177070584496,1,0.0666666666666667
"two-step oracle",0.2,2500,1000,384,10,0.0632170369999123,0,NA,NA
"two-step",0.2,2500,1000,385,10,0.113726312280532,0.0705788232974575,1,0.0525252525252525
"two-step+refitted",0.2,2500,1000,385,10,0.0725965555501186,0.27825487532156,1,0.0525252525252525
"two-step oracle",0.2,2500,1000,385,10,0.0657391875144669,0,NA,NA
"two-step",0.2,2500,1000,386,10,0.129209411589418,0.0737658581846298,1,0.0767676767676768
"two-step+refitted",0.2,2500,1000,386,10,0.0688899587348438,0.315420929071079,1,0.0767676767676768
"two-step oracle",0.2,2500,1000,386,10,0.0782372669713313,0,NA,NA
"two-step",0.2,2500,1000,387,10,0.0807862057557489,0.0504708400264613,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,387,10,0.0340041737488675,0.225751843673241,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,387,10,0.0369488339938216,0,NA,NA
"two-step",0.2,2500,1000,388,10,0.108618535095236,0.0374050305018977,1,0.0303030303030303
"two-step+refitted",0.2,2500,1000,388,10,0.0560941484050239,0.208537104884906,1,0.0303030303030303
"two-step oracle",0.2,2500,1000,388,10,0.0440090149081982,0,NA,NA
"two-step",0.2,2500,1000,389,10,0.140315406382391,0.0672210699098339,1,0.0292929292929293
"two-step+refitted",0.2,2500,1000,389,10,0.0421941040571398,0.238350536670206,1,0.0292929292929293
"two-step oracle",0.2,2500,1000,389,10,0.0409809363247205,0,NA,NA
"two-step",0.2,2500,1000,38,10,0.106572323341821,0.0769281802259664,1,0.0676767676767677
"two-step+refitted",0.2,2500,1000,38,10,0.0484993303431384,0.293396828417555,1,0.0676767676767677
"two-step oracle",0.2,2500,1000,38,10,0.041500325751923,0,NA,NA
"two-step",0.2,2500,1000,390,10,0.121270722650245,0.0411297197019025,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,390,10,0.0440008767946393,0.185551813193584,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,390,10,0.0436272808945898,0,NA,NA
"two-step",0.2,2500,1000,391,10,0.122837604293046,0.0414180975311985,1,0.0333333333333333
"two-step+refitted",0.2,2500,1000,391,10,0.0445394688620823,0.208668683929951,1,0.0333333333333333
"two-step oracle",0.2,2500,1000,391,10,0.037102254472312,0,NA,NA
"two-step",0.2,2500,1000,392,10,0.0930196759308725,0.0381947187603827,1,0.0252525252525253
"two-step+refitted",0.2,2500,1000,392,10,0.0348566321421331,0.182787750703333,1,0.0252525252525253
"two-step oracle",0.2,2500,1000,392,10,0.0300341163388228,0,NA,NA
"two-step",0.2,2500,1000,393,10,0.149213424671673,0.0469735329161266,1,0.0323232323232323
"two-step+refitted",0.2,2500,1000,393,10,0.0599744636339546,0.234015248472849,1,0.0323232323232323
"two-step oracle",0.2,2500,1000,393,10,0.0522682422793782,0,NA,NA
"two-step",0.2,2500,1000,394,10,0.156332385291469,0.0556031028980385,1,0.0585858585858586
"two-step+refitted",0.2,2500,1000,394,10,0.0808688534450408,0.275437008464326,1,0.0585858585858586
"two-step oracle",0.2,2500,1000,394,10,0.0545031935491428,0,NA,NA
"two-step",0.2,2500,1000,395,10,0.122926114374904,0.0388613138267652,1,0.0242424242424242
"two-step+refitted",0.2,2500,1000,395,10,0.0451282235218654,0.201643229209433,1,0.0242424242424242
"two-step oracle",0.2,2500,1000,395,10,0.0583106455269418,0,NA,NA
"two-step",0.2,2500,1000,396,10,0.100614575080262,0.0841745120121409,1,0.0707070707070707
"two-step+refitted",0.2,2500,1000,396,10,0.0580500586360939,0.299201945463016,1,0.0707070707070707
"two-step oracle",0.2,2500,1000,396,10,0.0559947484646271,0,NA,NA
"two-step",0.2,2500,1000,397,10,0.12201139339096,0.0588985085499601,1,0.0424242424242424
"two-step+refitted",0.2,2500,1000,397,10,0.0611396991678087,0.230115781301487,1,0.0424242424242424
"two-step oracle",0.2,2500,1000,397,10,0.0692147007634945,0,NA,NA
"two-step",0.2,2500,1000,398,10,0.137015792224449,0.0360894241229127,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,398,10,0.052903470409786,0.205788705927264,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,398,10,0.0508535592792529,0,NA,NA
"two-step",0.2,2500,1000,399,10,0.123925852710307,0.0617091349070187,1,0.0616161616161616
"two-step+refitted",0.2,2500,1000,399,10,0.0542602684104604,0.272026673127946,1,0.0616161616161616
"two-step oracle",0.2,2500,1000,399,10,0.0457062697733927,0,NA,NA
"two-step",0.2,2500,1000,39,10,0.104006497755849,0.0554107330575554,1,0.0474747474747475
"two-step+refitted",0.2,2500,1000,39,10,0.0476001145600067,0.261727107406263,1,0.0474747474747475
"two-step oracle",0.2,2500,1000,39,10,0.0497833425544921,0,NA,NA
"two-step",0.2,2500,1000,3,10,0.10332962789398,0.0801345790086411,1,0.0757575757575758
"two-step+refitted",0.2,2500,1000,3,10,0.0677521704147112,0.328544949041673,1,0.0757575757575758
"two-step oracle",0.2,2500,1000,3,10,0.0635020146321222,0,NA,NA
"two-step",0.2,2500,1000,400,10,0.104356816285823,0.0385125475305899,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,400,10,0.0454121348620547,0.225859799182157,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,400,10,0.056354234587857,0,NA,NA
"two-step",0.2,2500,1000,401,10,0.106284661498883,0.055239320763154,1,0.0545454545454545
"two-step+refitted",0.2,2500,1000,401,10,0.0438201809685959,0.246096435933675,1,0.0545454545454545
"two-step oracle",0.2,2500,1000,401,10,0.0540053029660931,0,NA,NA
"two-step",0.2,2500,1000,402,10,0.100046246617259,0.0423244530497388,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,402,10,0.0488257101676027,0.225079894997985,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,402,10,0.0502802603797074,0,NA,NA
"two-step",0.2,2500,1000,403,10,0.106192012505271,0.0555030974181764,1,0.0343434343434343
"two-step+refitted",0.2,2500,1000,403,10,0.0706062485068005,0.212628328040464,1,0.0343434343434343
"two-step oracle",0.2,2500,1000,403,10,0.0628260535671692,0,NA,NA
"two-step",0.2,2500,1000,404,10,0.120692832446319,0.060187572090576,1,0.0656565656565657
"two-step+refitted",0.2,2500,1000,404,10,0.053403970462216,0.283563540044319,1,0.0656565656565657
"two-step oracle",0.2,2500,1000,404,10,0.0473871561930397,0,NA,NA
"two-step",0.2,2500,1000,405,10,0.122224496492561,0.0225318956300331,1,0.0171717171717172
"two-step+refitted",0.2,2500,1000,405,10,0.060714410994724,0.158656376010823,1,0.0171717171717172
"two-step oracle",0.2,2500,1000,405,10,0.0705117947795,0,NA,NA
"two-step",0.2,2500,1000,406,10,0.0902061802704547,0.0699722453060358,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,406,10,0.0364404036193564,0.240872256074185,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,406,10,0.0439348821538356,0,NA,NA
"two-step",0.2,2500,1000,407,10,0.140161123653134,0.0804571594079917,1,0.0747474747474747
"two-step+refitted",0.2,2500,1000,407,10,0.0682769690054663,0.297540142583698,1,0.0747474747474747
"two-step oracle",0.2,2500,1000,407,10,0.0501150364694603,0,NA,NA
"two-step",0.2,2500,1000,408,10,0.133553649054297,0.025100006037762,1,0.0161616161616162
"two-step+refitted",0.2,2500,1000,408,10,0.0489624149847655,0.143435794439865,1,0.0161616161616162
"two-step oracle",0.2,2500,1000,408,10,0.0423589121584269,0,NA,NA
"two-step",0.2,2500,1000,409,10,0.0973606972837668,0.0436749130991982,1,0.0212121212121212
"two-step+refitted",0.2,2500,1000,409,10,0.0565818052533311,0.181438348872819,1,0.0212121212121212
"two-step oracle",0.2,2500,1000,409,10,0.0513013597634121,0,NA,NA
"two-step",0.2,2500,1000,40,10,0.11931809484501,0.0515091623858325,1,0.0404040404040404
"two-step+refitted",0.2,2500,1000,40,10,0.0597044709115601,0.234232148059115,1,0.0404040404040404
"two-step oracle",0.2,2500,1000,40,10,0.0504416169077258,0,NA,NA
"two-step",0.2,2500,1000,410,10,0.10150247027336,0.0680992626152043,1,0.0686868686868687
"two-step+refitted",0.2,2500,1000,410,10,0.0625525243516505,0.275127398012132,1,0.0686868686868687
"two-step oracle",0.2,2500,1000,410,10,0.0610628937129772,0,NA,NA
"two-step",0.2,2500,1000,411,10,0.107088031357526,0.0497527193546981,1,0.0434343434343434
"two-step+refitted",0.2,2500,1000,411,10,0.043925644218529,0.231013607706654,1,0.0434343434343434
"two-step oracle",0.2,2500,1000,411,10,0.0463703617382296,0,NA,NA
"two-step",0.2,2500,1000,412,10,0.133810056358532,0.0473824761576626,1,0.0282828282828283
"two-step+refitted",0.2,2500,1000,412,10,0.0629361210871507,0.209817396212522,1,0.0282828282828283
"two-step oracle",0.2,2500,1000,412,10,0.0585798757667013,0,NA,NA
"two-step",0.2,2500,1000,413,10,0.117716248976864,0.0420360432360318,1,0.0313131313131313
"two-step+refitted",0.2,2500,1000,413,10,0.0615906539979401,0.216662114732867,1,0.0313131313131313
"two-step oracle",0.2,2500,1000,413,10,0.061434800227551,0,NA,NA
"two-step",0.2,2500,1000,414,10,0.0830685150780582,0.0487385018461676,1,0.0454545454545455
"two-step+refitted",0.2,2500,1000,414,10,0.0386395918576297,0.251795557286651,1,0.0454545454545455
"two-step oracle",0.2,2500,1000,414,10,0.0411301939298824,0,NA,NA
"two-step",0.2,2500,1000,415,10,0.102684868689058,0.0487914174152456,1,0.0383838383838384
"two-step+refitted",0.2,2500,1000,415,10,0.0407874815392654,0.234558889371364,1,0.0383838383838384
"two-step oracle",0.2,2500,1000,415,10,0.0386521311582861,0,NA,NA
"two-step",0.2,2500,1000,416,10,0.111981042063958,0.0540949673054684,1,0.0484848484848485
"two-step+refitted",0.2,2500,1000,416,10,0.0402585175381862,0.256420134589794,1,0.0484848484848485
"two-step oracle",0.2,2500,1000,416,10,0.032146631963211,0,NA,NA
"two-step",0.2,2500,1000,417,10,0.134387688390266,0.0474845149243462,1,0.0363636363636364
"two-step+refitted",0.2,2500,1000,417,10,0.0635137808245695,0.234562256655221,1,0.0363636363636364
"two-step oracle",0.2,2500,1000,417,10,0.0433786853906328,0,NA,NA
"two-step",0.2,2500,1000,418,10,0.110624240361742,0.0588898928475615,1,0.0646464646464646
"two-step+refitted",0.2,2500,1000,418,10,0.0479308348383559,0.257256858761779,1,0.0646464646464646
"two-step oracle",0.2,2500,1000,418,10,0.051946716467701,0,NA,NA
"two-step",0.2,2500,1000,419,10,0.11218231589356,0.0583670255276477,1,0.0444444444444444
"two-step+refitted",0.2,2500,1000,419,10,0.0379687076944929,0.251974761191518,1,0.0444444444444444
