"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.05,10000,1000,414,10,0.0424948720858373,0,NA,NA
"two-step",0.05,10000,1000,415,10,0.083429431238636,0.0558782083504019,1,0.0666666666666667
"two-step+refitted",0.05,10000,1000,415,10,0.0493915046967509,0.247676094224522,1,0.0666666666666667
"two-step oracle",0.05,10000,1000,415,10,0.0477787358558832,0,NA,NA
"two-step",0.05,10000,1000,416,10,0.10502384326321,0.0361209251729262,1,0.0383838383838384
"two-step+refitted",0.05,10000,1000,416,10,0.0401526161038752,0.205473673113828,1,0.0383838383838384
"two-step oracle",0.05,10000,1000,416,10,0.0428441453859863,0,NA,NA
"two-step",0.05,10000,1000,417,10,0.101124816920143,0.0916594296445065,1,0.106060606060606
"two-step+refitted",0.05,10000,1000,417,10,0.038379313098239,0.299443864169037,1,0.106060606060606
"two-step oracle",0.05,10000,1000,417,10,0.0184463274752039,0,NA,NA
"two-step",0.05,10000,1000,418,10,0.0924704636833958,0.0375404041765535,1,0.0424242424242424
"two-step+refitted",0.05,10000,1000,418,10,0.0400477960953154,0.209825616139538,1,0.0424242424242424
"two-step oracle",0.05,10000,1000,418,10,0.035592318066756,0,NA,NA
"two-step",0.05,10000,1000,419,10,0.114606407027586,0.03816799223437,1,0.0313131313131313
"two-step+refitted",0.05,10000,1000,419,10,0.0401424163496896,0.201113622976389,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,419,10,0.0419431667713512,0,NA,NA
"two-step",0.05,10000,1000,41,10,0.0924331371686658,0.032289547202784,1,0.0383838383838384
"two-step+refitted",0.05,10000,1000,41,10,0.0435701504733234,0.181751710428176,1,0.0383838383838384
"two-step oracle",0.05,10000,1000,41,10,0.0397368170050373,0,NA,NA
"two-step",0.05,10000,1000,420,10,0.0929493329313447,0.0678446602133371,1,0.0808080808080808
"two-step+refitted",0.05,10000,1000,420,10,0.0550091737728652,0.283392588316847,1,0.0808080808080808
"two-step oracle",0.05,10000,1000,420,10,0.0508768395279234,0,NA,NA
"two-step",0.05,10000,1000,421,10,0.105540783384565,0.0725303083954527,1,0.0656565656565657
"two-step+refitted",0.05,10000,1000,421,10,0.0554589662790391,0.281809967164654,1,0.0656565656565657
"two-step oracle",0.05,10000,1000,421,10,0.0515051181116217,0,NA,NA
"two-step",0.05,10000,1000,422,10,0.124054431395804,0.0676189052458145,1,0.0686868686868687
"two-step+refitted",0.05,10000,1000,422,10,0.0599715587119935,0.293094467618689,1,0.0686868686868687
"two-step oracle",0.05,10000,1000,422,10,0.0600048607299258,0,NA,NA
"two-step",0.05,10000,1000,423,10,0.121454545776337,0.0410129613539585,1,0.0484848484848485
"two-step+refitted",0.05,10000,1000,423,10,0.0596697810887911,0.215315474826173,1,0.0484848484848485
"two-step oracle",0.05,10000,1000,423,10,0.0554161199294385,0,NA,NA
"two-step",0.05,10000,1000,424,10,0.138910131158341,0.0722307232666616,1,0.0636363636363636
"two-step+refitted",0.05,10000,1000,424,10,0.0834668425756751,0.291936215485694,1,0.0636363636363636
"two-step oracle",0.05,10000,1000,424,10,0.0810079941503707,0,NA,NA
"two-step",0.05,10000,1000,425,10,0.100403546817988,0.0231671197476762,1,0.0282828282828283
"two-step+refitted",0.05,10000,1000,425,10,0.0481870071672921,0.163851023091281,1,0.0282828282828283
"two-step oracle",0.05,10000,1000,425,10,0.0488441936567801,0,NA,NA
"two-step",0.05,10000,1000,426,10,0.0978138904821877,0.0411685823885848,1,0.0343434343434343
"two-step+refitted",0.05,10000,1000,426,10,0.0421692233123776,0.196735862179905,1,0.0343434343434343
"two-step oracle",0.05,10000,1000,426,10,0.0369330355708869,0,NA,NA
"two-step",0.05,10000,1000,427,10,0.10361844776097,0.0700709356283415,1,0.0595959595959596
"two-step+refitted",0.05,10000,1000,427,10,0.0484993944300684,0.253939104338572,1,0.0595959595959596
"two-step oracle",0.05,10000,1000,427,10,0.0543771091475442,0,NA,NA
"two-step",0.05,10000,1000,428,10,0.120945765307367,0.0412315459102878,1,0.0353535353535354
"two-step+refitted",0.05,10000,1000,428,10,0.0410759292630389,0.215171865113637,1,0.0353535353535354
"two-step oracle",0.05,10000,1000,428,10,0.0436323997555683,0,NA,NA
"two-step",0.05,10000,1000,429,10,0.111534510356794,0.0246735212695028,1,0.0191919191919192
"two-step+refitted",0.05,10000,1000,429,10,0.0459568707733702,0.153413272399948,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,429,10,0.0465156452496299,0,NA,NA
"two-step",0.05,10000,1000,42,10,0.12371759009123,0.0311919037222184,1,0.0282828282828283
"two-step+refitted",0.05,10000,1000,42,10,0.0633734220685714,0.193863250116694,1,0.0282828282828283
"two-step oracle",0.05,10000,1000,42,10,0.0599994659638595,0,NA,NA
"two-step",0.05,10000,1000,430,10,0.129538777550313,0.012194480932497,1,0.00707070707070707
"two-step+refitted",0.05,10000,1000,430,10,0.0327539728424021,0.104495542535313,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,430,10,0.0363450367502033,0,NA,NA
"two-step",0.05,10000,1000,431,10,0.0936425324274382,0.0623229744775032,1,0.0666666666666667
"two-step+refitted",0.05,10000,1000,431,10,0.0414219699749361,0.276542200951279,1,0.0666666666666667
"two-step oracle",0.05,10000,1000,431,10,0.0403047036399171,0,NA,NA
"two-step",0.05,10000,1000,432,10,0.113561600160995,0.0309538404802092,1,0.0292929292929293
"two-step+refitted",0.05,10000,1000,432,10,0.0541261325520972,0.184322063270593,1,0.0292929292929293
"two-step oracle",0.05,10000,1000,432,10,0.052796974304069,0,NA,NA
"two-step",0.05,10000,1000,433,10,0.137450496056587,0.0337881191503534,1,0.0333333333333333
"two-step+refitted",0.05,10000,1000,433,10,0.0624487711734825,0.203314555606181,1,0.0333333333333333
"two-step oracle",0.05,10000,1000,433,10,0.0617336386589665,0,NA,NA
"two-step",0.05,10000,1000,434,10,0.124443845324989,0.03967526902656,1,0.0262626262626263
"two-step+refitted",0.05,10000,1000,434,10,0.0518455426272786,0.187085180066395,1,0.0262626262626263
"two-step oracle",0.05,10000,1000,434,10,0.0535278265617883,0,NA,NA
"two-step",0.05,10000,1000,435,10,0.0951353684702224,0.0450458226424602,1,0.0323232323232323
"two-step+refitted",0.05,10000,1000,435,10,0.0603508953544536,0.199060471328746,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,435,10,0.0656213193329165,0,NA,NA
"two-step",0.05,10000,1000,436,10,0.0879497557839807,0.0536965715525956,1,0.0484848484848485
"two-step+refitted",0.05,10000,1000,436,10,0.0398420137594816,0.234713522045828,1,0.0484848484848485
"two-step oracle",0.05,10000,1000,436,10,0.0413891842784353,0,NA,NA
"two-step",0.05,10000,1000,437,10,0.0694139776347375,0.023643575977942,1,0.0292929292929293
"two-step+refitted",0.05,10000,1000,437,10,0.0480635718228833,0.172488751185498,1,0.0292929292929293
"two-step oracle",0.05,10000,1000,437,10,0.0401893192324943,0,NA,NA
"two-step",0.05,10000,1000,438,10,0.0767120169631797,0.0492986179076469,1,0.0414141414141414
"two-step+refitted",0.05,10000,1000,438,10,0.033567886041051,0.216282836612172,1,0.0414141414141414
"two-step oracle",0.05,10000,1000,438,10,0.021070994551304,0,NA,NA
"two-step",0.05,10000,1000,439,10,0.112512031716107,0.0349899391492231,1,0.0363636363636364
"two-step+refitted",0.05,10000,1000,439,10,0.0411352445756313,0.22529903229782,1,0.0363636363636364
"two-step oracle",0.05,10000,1000,439,10,0.0419997229009359,0,NA,NA
"two-step",0.05,10000,1000,43,10,0.078483071965243,0.0657528440270899,1,0.0565656565656566
"two-step+refitted",0.05,10000,1000,43,10,0.0394917880023279,0.237352679581546,1,0.0565656565656566
"two-step oracle",0.05,10000,1000,43,10,0.0471915845556438,0,NA,NA
"two-step",0.05,10000,1000,440,10,0.1098366487695,0.0694289197503176,1,0.0626262626262626
"two-step+refitted",0.05,10000,1000,440,10,0.0517317260542838,0.264226964579642,1,0.0626262626262626
"two-step oracle",0.05,10000,1000,440,10,0.0418646359212566,0,NA,NA
"two-step",0.05,10000,1000,441,10,0.0883873531340101,0.0754362096870536,1,0.0575757575757576
"two-step+refitted",0.05,10000,1000,441,10,0.048873286254239,0.257148725771084,1,0.0575757575757576
"two-step oracle",0.05,10000,1000,441,10,0.059523528995281,0,NA,NA
"two-step",0.05,10000,1000,442,10,0.088283259304746,0.0788102642464948,1,0.0666666666666667
"two-step+refitted",0.05,10000,1000,442,10,0.0581893204810182,0.271064023222161,1,0.0666666666666667
"two-step oracle",0.05,10000,1000,442,10,0.0536604711889662,0,NA,NA
"two-step",0.05,10000,1000,443,10,0.0854304537034893,0.040197558837583,1,0.0333333333333333
"two-step+refitted",0.05,10000,1000,443,10,0.0418177487772367,0.192020781742447,1,0.0333333333333333
"two-step oracle",0.05,10000,1000,443,10,0.0362082840770012,0,NA,NA
"two-step",0.05,10000,1000,444,10,0.0744783410482895,0.0706551063883934,1,0.0616161616161616
"two-step+refitted",0.05,10000,1000,444,10,0.0435741778725823,0.279039027968353,1,0.0616161616161616
"two-step oracle",0.05,10000,1000,444,10,0.0354211243886037,0,NA,NA
"two-step",0.05,10000,1000,445,10,0.110476647041826,0.0195063292507306,1,0.0161616161616162
"two-step+refitted",0.05,10000,1000,445,10,0.0552812359730147,0.136863718135739,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,445,10,0.0587950870228252,0,NA,NA
"two-step",0.05,10000,1000,446,10,0.0959166684208576,0.0487466010838029,1,0.0303030303030303
"two-step+refitted",0.05,10000,1000,446,10,0.0710722883961772,0.202400714167704,1,0.0303030303030303
"two-step oracle",0.05,10000,1000,446,10,0.0669569689566513,0,NA,NA
"two-step",0.05,10000,1000,447,10,0.111560335223645,0.0695407552010745,1,0.0666666666666667
"two-step+refitted",0.05,10000,1000,447,10,0.0464055084968539,0.271024606700292,1,0.0666666666666667
"two-step oracle",0.05,10000,1000,447,10,0.0481127311871083,0,NA,NA
"two-step",0.05,10000,1000,448,10,0.0912388988498762,0.0503749469201997,1,0.0363636363636364
"two-step+refitted",0.05,10000,1000,448,10,0.0598589203278493,0.218238312745274,1,0.0363636363636364
"two-step oracle",0.05,10000,1000,448,10,0.0630171547778602,0,NA,NA
"two-step",0.05,10000,1000,449,10,0.0909272557136158,0.0579945019614355,1,0.0464646464646465
"two-step+refitted",0.05,10000,1000,449,10,0.0676160027528203,0.23824235995941,1,0.0464646464646465
"two-step oracle",0.05,10000,1000,449,10,0.0612838213921795,0,NA,NA
"two-step",0.05,10000,1000,44,10,0.0943063737008013,0.0624693215602325,1,0.0484848484848485
"two-step+refitted",0.05,10000,1000,44,10,0.0485029513528463,0.246441922180372,1,0.0484848484848485
"two-step oracle",0.05,10000,1000,44,10,0.0460208251411129,0,NA,NA
"two-step",0.05,10000,1000,450,10,0.0792227358677737,0.0819211361711156,1,0.0929292929292929
"two-step+refitted",0.05,10000,1000,450,10,0.0437645770923765,0.279963448363051,1,0.0929292929292929
"two-step oracle",0.05,10000,1000,450,10,0.048893274534352,0,NA,NA
"two-step",0.05,10000,1000,451,10,0.122450528613545,0.0346025512319469,1,0.0313131313131313
"two-step+refitted",0.05,10000,1000,451,10,0.0624626117299322,0.197204421126986,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,451,10,0.0636750589002049,0,NA,NA
"two-step",0.05,10000,1000,452,10,0.101454786986098,0.0471005985997827,1,0.0434343434343434
"two-step+refitted",0.05,10000,1000,452,10,0.0452229494228921,0.230049241026655,1,0.0434343434343434
"two-step oracle",0.05,10000,1000,452,10,0.0435112746644029,0,NA,NA
"two-step",0.05,10000,1000,453,10,0.0997080693581458,0.0252985644799998,1,0.0212121212121212
"two-step+refitted",0.05,10000,1000,453,10,0.0375445302905718,0.159747618167568,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,453,10,0.0380233266558691,0,NA,NA
"two-step",0.05,10000,1000,454,10,0.138308943977451,0.0336240022551312,1,0.0212121212121212
"two-step+refitted",0.05,10000,1000,454,10,0.052543932479871,0.178247812572685,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,454,10,0.0474473072150833,0,NA,NA
"two-step",0.05,10000,1000,455,10,0.1400319820741,0.0355399946994347,1,0.0303030303030303
"two-step+refitted",0.05,10000,1000,455,10,0.0503785188500568,0.194563928337151,1,0.0303030303030303
"two-step oracle",0.05,10000,1000,455,10,0.0356953321524573,0,NA,NA
"two-step",0.05,10000,1000,456,10,0.0983998289748813,0.0136579917103497,1,0.00909090909090909
"two-step+refitted",0.05,10000,1000,456,10,0.0321096332226151,0.121538106631465,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,456,10,0.0211011244774101,0,NA,NA
"two-step",0.05,10000,1000,457,10,0.124363920719652,0.0362770431396058,1,0.0333333333333333
"two-step+refitted",0.05,10000,1000,457,10,0.0473965635322296,0.209281493101828,1,0.0333333333333333
"two-step oracle",0.05,10000,1000,457,10,0.0499185598589723,0,NA,NA
"two-step",0.05,10000,1000,458,10,0.118137820155016,0.033166237354647,1,0.0252525252525253
"two-step+refitted",0.05,10000,1000,458,10,0.0407777523955036,0.196600273373242,1,0.0252525252525253
"two-step oracle",0.05,10000,1000,458,10,0.054078599135605,0,NA,NA
"two-step",0.05,10000,1000,459,10,0.083214609247003,0.0502019494376941,1,0.0494949494949495
"two-step+refitted",0.05,10000,1000,459,10,0.0396336007227073,0.217195259094658,1,0.0494949494949495
"two-step oracle",0.05,10000,1000,459,10,0.0376919250966529,0,NA,NA
"two-step",0.05,10000,1000,45,10,0.0923597481936285,0.0857337331241932,1,0.095959595959596
"two-step+refitted",0.05,10000,1000,45,10,0.0360105345048321,0.308480182591786,1,0.095959595959596
"two-step oracle",0.05,10000,1000,45,10,0.0415008206171497,0,NA,NA
"two-step",0.05,10000,1000,460,10,0.123798374209388,0.028831986629756,1,0.0212121212121212
"two-step+refitted",0.05,10000,1000,460,10,0.0395914457329894,0.175845470230098,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,460,10,0.0359226038348892,0,NA,NA
"two-step",0.05,10000,1000,461,10,0.113953774635612,0.0550683116547711,1,0.0454545454545455
"two-step+refitted",0.05,10000,1000,461,10,0.0391299722168898,0.228770508256764,1,0.0454545454545455
"two-step oracle",0.05,10000,1000,461,10,0.0353612963840676,0,NA,NA
"two-step",0.05,10000,1000,462,10,0.0995425358147299,0.0355991164347166,1,0.0393939393939394
"two-step+refitted",0.05,10000,1000,462,10,0.0391712514157795,0.213103377280472,1,0.0393939393939394
"two-step oracle",0.05,10000,1000,462,10,0.0393637842114932,0,NA,NA
"two-step",0.05,10000,1000,463,10,0.0960015789004069,0.063586318020123,1,0.0828282828282828
"two-step+refitted",0.05,10000,1000,463,10,0.049849528882432,0.277669927124461,1,0.0828282828282828
"two-step oracle",0.05,10000,1000,463,10,0.0610747292271249,0,NA,NA
"two-step",0.05,10000,1000,464,10,0.0836046394605593,0.0676542855446398,1,0.0626262626262626
"two-step+refitted",0.05,10000,1000,464,10,0.0445862603231475,0.253301452095032,1,0.0626262626262626
"two-step oracle",0.05,10000,1000,464,10,0.0492432307110213,0,NA,NA
"two-step",0.05,10000,1000,465,10,0.0861847323827365,0.0399802849844935,1,0.0424242424242424
"two-step+refitted",0.05,10000,1000,465,10,0.0503536534375847,0.215166042463676,1,0.0424242424242424
"two-step oracle",0.05,10000,1000,465,10,0.0501827468982428,0,NA,NA
"two-step",0.05,10000,1000,466,10,0.106217542863905,0.0456874529219321,1,0.0404040404040404
"two-step+refitted",0.05,10000,1000,466,10,0.0565238956250592,0.216806765709608,1,0.0404040404040404
"two-step oracle",0.05,10000,1000,466,10,0.0506673691596418,0,NA,NA
"two-step",0.05,10000,1000,467,10,0.111954537431163,0.0751963682525091,1,0.0676767676767677
"two-step+refitted",0.05,10000,1000,467,10,0.0646994057715749,0.278326596058138,1,0.0676767676767677
"two-step oracle",0.05,10000,1000,467,10,0.0576237024644723,0,NA,NA
"two-step",0.05,10000,1000,468,10,0.0906553695318294,0.0323741930725433,1,0.0313131313131313
"two-step+refitted",0.05,10000,1000,468,10,0.0436489591749719,0.185894721275875,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,468,10,0.045636858353746,0,NA,NA
"two-step",0.05,10000,1000,469,10,0.0877109045113625,0.0433879224540809,1,0.0404040404040404
"two-step+refitted",0.05,10000,1000,469,10,0.0504659255669201,0.201549314631567,1,0.0404040404040404
"two-step oracle",0.05,10000,1000,469,10,0.0547572368960964,0,NA,NA
"two-step",0.05,10000,1000,46,10,0.126488044620558,0.0197427868968736,1,0.0151515151515152
"two-step+refitted",0.05,10000,1000,46,10,0.0458513969414627,0.145201681374552,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,46,10,0.0411678938324305,0,NA,NA
"two-step",0.05,10000,1000,470,10,0.0895372749909322,0.0159762795707649,1,0.0111111111111111
"two-step+refitted",0.05,10000,1000,470,10,0.051934694038144,0.116290833050864,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,470,10,0.0483291637292295,0,NA,NA
"two-step",0.05,10000,1000,471,10,0.0876992545715337,0.0436604220110293,1,0.0404040404040404
"two-step+refitted",0.05,10000,1000,471,10,0.0471787021137307,0.229306184738,1,0.0404040404040404
"two-step oracle",0.05,10000,1000,471,10,0.04024125312101,0,NA,NA
"two-step",0.05,10000,1000,472,10,0.148406146242946,0.0251566744585064,1,0.0232323232323232
"two-step+refitted",0.05,10000,1000,472,10,0.0653945845642794,0.16811878829599,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,472,10,0.0564677110125843,0,NA,NA
"two-step",0.05,10000,1000,473,10,0.102156184517569,0.101204296806799,1,0.141414141414141
"two-step+refitted",0.05,10000,1000,473,10,0.062373612043253,0.349009717171751,1,0.141414141414141
"two-step oracle",0.05,10000,1000,473,10,0.0541928118879087,0,NA,NA
"two-step",0.05,10000,1000,474,10,0.0817879050151634,0.0671174740977988,1,0.0747474747474747
"two-step+refitted",0.05,10000,1000,474,10,0.034103868029167,0.256671992740575,1,0.0747474747474747
"two-step oracle",0.05,10000,1000,474,10,0.0335281002892069,0,NA,NA
"two-step",0.05,10000,1000,475,10,0.0880455543887513,0.06493961418786,1,0.0515151515151515
"two-step+refitted",0.05,10000,1000,475,10,0.0561540282445947,0.249643827193527,1,0.0515151515151515
"two-step oracle",0.05,10000,1000,475,10,0.0453942487160183,0,NA,NA
"two-step",0.05,10000,1000,476,10,0.113615012984315,0.0630734838611639,1,0.0535353535353535
"two-step+refitted",0.05,10000,1000,476,10,0.0607419557317575,0.251907809522253,1,0.0535353535353535
"two-step oracle",0.05,10000,1000,476,10,0.0610566962470016,0,NA,NA
"two-step",0.05,10000,1000,477,10,0.0883588810156693,0.0509485017275436,1,0.0404040404040404
"two-step+refitted",0.05,10000,1000,477,10,0.0302327586815365,0.216719023169077,1,0.0404040404040404
"two-step oracle",0.05,10000,1000,477,10,0.023862116604405,0,NA,NA
"two-step",0.05,10000,1000,478,10,0.0928268598331763,0.0484864381673179,1,0.0393939393939394
"two-step+refitted",0.05,10000,1000,478,10,0.0402515148404623,0.222894854445779,1,0.0393939393939394
"two-step oracle",0.05,10000,1000,478,10,0.041037567902952,0,NA,NA
"two-step",0.05,10000,1000,479,10,0.0964817828181187,0.0285136142734798,1,0.0171717171717172
"two-step+refitted",0.05,10000,1000,479,10,0.0417091402952382,0.151056406537443,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,479,10,0.0345631301995642,0,NA,NA
"two-step",0.05,10000,1000,47,10,0.109918431782876,0.0351042225705782,1,0.0121212121212121
"two-step+refitted",0.05,10000,1000,47,10,0.0366383600413083,0.144909069575082,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,47,10,0.037274866191084,0,NA,NA
"two-step",0.05,10000,1000,480,10,0.0919288209089573,0.0520435310156335,1,0.0595959595959596
"two-step+refitted",0.05,10000,1000,480,10,0.0299711328736799,0.239889068003291,1,0.0595959595959596
"two-step oracle",0.05,10000,1000,480,10,0.0335872420420141,0,NA,NA
"two-step",0.05,10000,1000,481,10,0.117419177316453,0.0622085420790914,1,0.0474747474747475
"two-step+refitted",0.05,10000,1000,481,10,0.057138490106371,0.244670490916869,1,0.0474747474747475
"two-step oracle",0.05,10000,1000,481,10,0.0559589637846517,0,NA,NA
"two-step",0.05,10000,1000,482,10,0.106741515452715,0.0324448497229208,1,0.0181818181818182
"two-step+refitted",0.05,10000,1000,482,10,0.0471718080347969,0.165643947135514,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,482,10,0.0504306972322384,0,NA,NA
"two-step",0.05,10000,1000,483,10,0.0643590168021731,0.0496909607495627,1,0.0555555555555556
"two-step+refitted",0.05,10000,1000,483,10,0.0486410470099954,0.221452407892911,1,0.0555555555555556
"two-step oracle",0.05,10000,1000,483,10,0.0435703877930351,0,NA,NA
"two-step",0.05,10000,1000,484,10,0.0886723645122232,0.0567726391674439,1,0.0545454545454545
"two-step+refitted",0.05,10000,1000,484,10,0.0428441259340071,0.237789115456075,1,0.0545454545454545
"two-step oracle",0.05,10000,1000,484,10,0.0418607007802389,0,NA,NA
"two-step",0.05,10000,1000,485,10,0.086313917587075,0.0401475950293351,1,0.0292929292929293
"two-step+refitted",0.05,10000,1000,485,10,0.0357219443735481,0.178824891027877,1,0.0292929292929293
"two-step oracle",0.05,10000,1000,485,10,0.0321394065276117,0,NA,NA
"two-step",0.05,10000,1000,486,10,0.0972169428074251,0.0763826773049001,1,0.0666666666666667
"two-step+refitted",0.05,10000,1000,486,10,0.0572807512379807,0.271889023712574,1,0.0666666666666667
"two-step oracle",0.05,10000,1000,486,10,0.065912498387382,0,NA,NA
"two-step",0.05,10000,1000,487,10,0.118592011524466,0.0548692454595255,1,0.0373737373737374
"two-step+refitted",0.05,10000,1000,487,10,0.0316314879515262,0.234898835770906,1,0.0373737373737374
"two-step oracle",0.05,10000,1000,487,10,0.0304443284198553,0,NA,NA
"two-step",0.05,10000,1000,488,10,0.117935356309052,0.0332356609065616,1,0.0191919191919192
"two-step+refitted",0.05,10000,1000,488,10,0.0715489097104643,0.165115435361711,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,488,10,0.0684656250754041,0,NA,NA
"two-step",0.05,10000,1000,489,10,0.108358155040907,0.0466909376803899,1,0.0464646464646465
"two-step+refitted",0.05,10000,1000,489,10,0.062677964990355,0.235077005400988,1,0.0464646464646465
"two-step oracle",0.05,10000,1000,489,10,0.0583841867450492,0,NA,NA
"two-step",0.05,10000,1000,48,10,0.0986336663585053,0.0385039681809085,1,0.0424242424242424
"two-step+refitted",0.05,10000,1000,48,10,0.0426139961960769,0.214718076543445,1,0.0424242424242424
"two-step oracle",0.05,10000,1000,48,10,0.0408247406083164,0,NA,NA
"two-step",0.05,10000,1000,490,10,0.105276565574496,0.0426504025303309,1,0.0434343434343434
"two-step+refitted",0.05,10000,1000,490,10,0.0628354737207068,0.216051071633492,1,0.0434343434343434
"two-step oracle",0.05,10000,1000,490,10,0.0610155196423996,0,NA,NA
"two-step",0.05,10000,1000,491,10,0.074066680574569,0.0496332686353397,1,0.0595959595959596
"two-step+refitted",0.05,10000,1000,491,10,0.0552045344056622,0.230987283607713,1,0.0595959595959596
"two-step oracle",0.05,10000,1000,491,10,0.0502199443945109,0,NA,NA
"two-step",0.05,10000,1000,492,10,0.110508226261776,0.0491186917062063,1,0.0505050505050505
"two-step+refitted",0.05,10000,1000,492,10,0.0462438812647053,0.233539145500285,1,0.0505050505050505
"two-step oracle",0.05,10000,1000,492,10,0.0397388197107154,0,NA,NA
"two-step",0.05,10000,1000,493,10,0.0849608395286174,0.0590145741513851,1,0.0777777777777778
"two-step+refitted",0.05,10000,1000,493,10,0.0448198921727063,0.276857354619778,1,0.0777777777777778
"two-step oracle",0.05,10000,1000,493,10,0.0417723125830464,0,NA,NA
"two-step",0.05,10000,1000,494,10,0.062600126733559,0.0582493188363814,1,0.0797979797979798
"two-step+refitted",0.05,10000,1000,494,10,0.0459797678970025,0.244338753721737,1,0.0797979797979798
"two-step oracle",0.05,10000,1000,494,10,0.0423054988571901,0,NA,NA
"two-step",0.05,10000,1000,495,10,0.102541388556848,0.0415378156228272,1,0.0393939393939394
"two-step+refitted",0.05,10000,1000,495,10,0.0444917847583951,0.215712363790089,1,0.0393939393939394
"two-step oracle",0.05,10000,1000,495,10,0.0482591121018295,0,NA,NA
"two-step",0.05,10000,1000,496,10,0.100826765745985,0.0318665324339305,1,0.0323232323232323
"two-step+refitted",0.05,10000,1000,496,10,0.0351772822195649,0.182120047187831,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,496,10,0.0446473725655896,0,NA,NA
"two-step",0.05,10000,1000,497,10,0.136276496134084,0.0343518837026176,1,0.0272727272727273
"two-step+refitted",0.05,10000,1000,497,10,0.055022265858771,0.18911246979404,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,497,10,0.0516152000227618,0,NA,NA
"two-step",0.05,10000,1000,498,10,0.120996274000655,0.0581455170686459,1,0.0494949494949495
"two-step+refitted",0.05,10000,1000,498,10,0.0529411858219441,0.229300490625978,1,0.0494949494949495
"two-step oracle",0.05,10000,1000,498,10,0.0344488605618848,0,NA,NA
"two-step",0.05,10000,1000,499,10,0.0915076340794192,0.0544014346131355,1,0.0505050505050505
"two-step+refitted",0.05,10000,1000,499,10,0.049799139577849,0.243993367727544,1,0.0505050505050505
"two-step oracle",0.05,10000,1000,499,10,0.0513380746186227,0,NA,NA
"two-step",0.05,10000,1000,49,10,0.11188921359764,0.0615292513319417,1,0.0525252525252525
"two-step+refitted",0.05,10000,1000,49,10,0.0442701371432878,0.25961110443813,1,0.0525252525252525
"two-step oracle",0.05,10000,1000,49,10,0.0547271875703773,0,NA,NA
"two-step",0.05,10000,1000,4,10,0.116896405217779,0.0483409958150463,1,0.0444444444444444
"two-step+refitted",0.05,10000,1000,4,10,0.0632252584052544,0.223248441226045,1,0.0444444444444444
"two-step oracle",0.05,10000,1000,4,10,0.0577617478242876,0,NA,NA
"two-step",0.05,10000,1000,500,10,0.0908624626159621,0.0529998895879615,1,0.0474747474747475
"two-step+refitted",0.05,10000,1000,500,10,0.0536638596349031,0.241544710821489,1,0.0474747474747475
"two-step oracle",0.05,10000,1000,500,10,0.0540666169267842,0,NA,NA
"two-step",0.05,10000,1000,50,10,0.101059460581923,0.0504489998328057,1,0.0464646464646465
"two-step+refitted",0.05,10000,1000,50,10,0.0201651739598405,0.224095716296505,1,0.0464646464646465
"two-step oracle",0.05,10000,1000,50,10,0.017686746378978,0,NA,NA
"two-step",0.05,10000,1000,51,10,0.140974141311607,0.0331122972597618,1,0.0212121212121212
"two-step+refitted",0.05,10000,1000,51,10,0.058905530646423,0.170190546446428,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,51,10,0.0551025433015294,0,NA,NA
"two-step",0.05,10000,1000,52,10,0.0902594822197528,0.0678818510529425,1,0.0646464646464646
"two-step+refitted",0.05,10000,1000,52,10,0.0366896757804312,0.255285996205096,1,0.0646464646464646
"two-step oracle",0.05,10000,1000,52,10,0.0330575002954231,0,NA,NA
"two-step",0.05,10000,1000,53,10,0.118290157743101,0.0577875419816782,1,0.0323232323232323
"two-step+refitted",0.05,10000,1000,53,10,0.0522309331802521,0.226585977130387,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,53,10,0.055346878007939,0,NA,NA
"two-step",0.05,10000,1000,54,10,0.105412586051927,0.036573692784012,1,0.0313131313131313
"two-step+refitted",0.05,10000,1000,54,10,0.0492383730895529,0.199615105503554,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,54,10,0.0491043673222659,0,NA,NA
"two-step",0.05,10000,1000,55,10,0.093374808424531,0.070156509152852,1,0.0727272727272727
