"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.05,10000,1000,335,10,0.0588766504652895,0,NA,NA
"two-step(bic)",0.05,10000,1000,336,10,0.0882552919839519,0,1,0
"two-step+refitted",0.05,10000,1000,336,10,0.0725796910211306,0,1,0
"two-step oracle",0.05,10000,1000,336,10,0.0773852470842444,0,NA,NA
"two-step(bic)",0.05,10000,1000,337,10,0.0850056433169716,0,1,0
"two-step+refitted",0.05,10000,1000,337,10,0.0629895524412857,0,1,0
"two-step oracle",0.05,10000,1000,337,10,0.0679896264505371,0,NA,NA
"two-step(bic)",0.05,10000,1000,338,10,0.0873211509443867,0,1,0
"two-step+refitted",0.05,10000,1000,338,10,0.0656404761749581,0,1,0
"two-step oracle",0.05,10000,1000,338,10,0.0717231325731739,0,NA,NA
"two-step(bic)",0.05,10000,1000,339,10,0.0955830747847717,0.00838121204086278,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,339,10,0.0727668566038839,0.0572388458943135,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,339,10,0.085607957928672,0,NA,NA
"two-step(bic)",0.05,10000,1000,33,10,0.112518642118514,0,1,0
"two-step+refitted",0.05,10000,1000,33,10,0.0934239208184677,0,1,0
"two-step oracle",0.05,10000,1000,33,10,0.105690621311219,0,NA,NA
"two-step(bic)",0.05,10000,1000,340,10,0.0747058604280723,0,1,0
"two-step+refitted",0.05,10000,1000,340,10,0.0434852411761069,0,1,0
"two-step oracle",0.05,10000,1000,340,10,0.0503798539412276,0,NA,NA
"two-step(bic)",0.05,10000,1000,341,10,0.134307273416669,0.00286308183278728,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,341,10,0.129331568440224,0.0335825878930272,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,341,10,0.14252115414515,0,NA,NA
"two-step(bic)",0.05,10000,1000,342,10,0.0902734654344862,0,1,0
"two-step+refitted",0.05,10000,1000,342,10,0.0816139536275962,0,1,0
"two-step oracle",0.05,10000,1000,342,10,0.0844954600155883,0,NA,NA
"two-step(bic)",0.05,10000,1000,343,10,0.0733242713237228,0,1,0
"two-step+refitted",0.05,10000,1000,343,10,0.0671958632879436,0,1,0
"two-step oracle",0.05,10000,1000,343,10,0.0710675949192261,0,NA,NA
"two-step(bic)",0.05,10000,1000,344,10,0.0978752188477824,0.00758378816666175,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,344,10,0.0784736524977229,0.0513707714575945,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,344,10,0.0775127949342117,0,NA,NA
"two-step(bic)",0.05,10000,1000,345,10,0.0894859624388684,0.00525037513545354,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,345,10,0.0505340331507804,0.0522979432976755,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,345,10,0.058413378082128,0,NA,NA
"two-step(bic)",0.05,10000,1000,346,10,0.077564741605619,0,1,0
"two-step+refitted",0.05,10000,1000,346,10,0.0578591608432352,0,1,0
"two-step oracle",0.05,10000,1000,346,10,0.0620956838801734,0,NA,NA
"two-step(bic)",0.05,10000,1000,347,10,0.0720374521538674,0.00765270197449185,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,347,10,0.0502710669969177,0.0545620947883485,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,347,10,0.060080372859409,0,NA,NA
"two-step(bic)",0.05,10000,1000,348,10,0.131957771093178,0,1,0
"two-step+refitted",0.05,10000,1000,348,10,0.0991771988075767,0,1,0
"two-step oracle",0.05,10000,1000,348,10,0.114094936164818,0,NA,NA
"two-step(bic)",0.05,10000,1000,349,10,0.0833408954404153,0,1,0
"two-step+refitted",0.05,10000,1000,349,10,0.0570548730816163,0,1,0
"two-step oracle",0.05,10000,1000,349,10,0.0593362046716131,0,NA,NA
"two-step(bic)",0.05,10000,1000,34,10,0.114763612755893,0,1,0
"two-step+refitted",0.05,10000,1000,34,10,0.0887577787472498,0,1,0
"two-step oracle",0.05,10000,1000,34,10,0.0950878675674446,0,NA,NA
"two-step(bic)",0.05,10000,1000,350,10,0.126971869731508,0,1,0
"two-step+refitted",0.05,10000,1000,350,10,0.1017834074665,0,1,0
"two-step oracle",0.05,10000,1000,350,10,0.0971962557271512,0,NA,NA
"two-step(bic)",0.05,10000,1000,351,10,0.117137278587766,0,1,0
"two-step+refitted",0.05,10000,1000,351,10,0.101330293438005,0,1,0
"two-step oracle",0.05,10000,1000,351,10,0.0976067280831846,0,NA,NA
"two-step(bic)",0.05,10000,1000,352,10,0.0686982982509225,0,1,0
"two-step+refitted",0.05,10000,1000,352,10,0.0521936045600991,0,1,0
"two-step oracle",0.05,10000,1000,352,10,0.0548496165233921,0,NA,NA
"two-step(bic)",0.05,10000,1000,353,10,0.0772646131600404,0,1,0
"two-step+refitted",0.05,10000,1000,353,10,0.0509985849126603,0,1,0
"two-step oracle",0.05,10000,1000,353,10,0.0587682133558082,0,NA,NA
"two-step(bic)",0.05,10000,1000,354,10,0.125980814088571,0,1,0
"two-step+refitted",0.05,10000,1000,354,10,0.107048697086834,0,1,0
"two-step oracle",0.05,10000,1000,354,10,0.124292696938463,0,NA,NA
"two-step(bic)",0.05,10000,1000,355,10,0.0992862683239448,0,1,0
"two-step+refitted",0.05,10000,1000,355,10,0.0868660944505255,0,1,0
"two-step oracle",0.05,10000,1000,355,10,0.0856284590712801,0,NA,NA
"two-step(bic)",0.05,10000,1000,356,10,0.0923787200656341,0,1,0
"two-step+refitted",0.05,10000,1000,356,10,0.0899269374273346,0,1,0
"two-step oracle",0.05,10000,1000,356,10,0.0964532196146152,0,NA,NA
"two-step(bic)",0.05,10000,1000,357,10,0.0813253639635035,0.0073860188211984,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,357,10,0.0517674654713741,0.0512841016923397,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,357,10,0.0638181653024021,0,NA,NA
"two-step(bic)",0.05,10000,1000,358,10,0.0814195265999155,0,1,0
"two-step+refitted",0.05,10000,1000,358,10,0.0705556641372246,0,1,0
"two-step oracle",0.05,10000,1000,358,10,0.076094612831289,0,NA,NA
"two-step(bic)",0.05,10000,1000,359,10,0.0729349510691057,0,1,0
"two-step+refitted",0.05,10000,1000,359,10,0.0650972939649308,0,1,0
"two-step oracle",0.05,10000,1000,359,10,0.0654737622632312,0,NA,NA
"two-step(bic)",0.05,10000,1000,35,10,0.0893562503297753,0,1,0
"two-step+refitted",0.05,10000,1000,35,10,0.0483202680132809,0,1,0
"two-step oracle",0.05,10000,1000,35,10,0.0580679847614052,0,NA,NA
"two-step(bic)",0.05,10000,1000,360,10,0.0594922969037236,0,1,0
"two-step+refitted",0.05,10000,1000,360,10,0.0684361659357891,0,1,0
"two-step oracle",0.05,10000,1000,360,10,0.0723745592694601,0,NA,NA
"two-step(bic)",0.05,10000,1000,361,10,0.0738397436355295,0.008030502445327,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,361,10,0.0525944283275833,0.0392128985831595,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,361,10,0.0651361188802636,0,NA,NA
"two-step(bic)",0.05,10000,1000,362,10,0.0872196249908038,0.00606125611701253,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,362,10,0.0472063795343007,0.0545467292065157,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,362,10,0.0475559365747598,0,NA,NA
"two-step(bic)",0.05,10000,1000,363,10,0.11623288084678,0,1,0
"two-step+refitted",0.05,10000,1000,363,10,0.0876729967611299,0,1,0
"two-step oracle",0.05,10000,1000,363,10,0.0928125122288152,0,NA,NA
"two-step(bic)",0.05,10000,1000,364,10,0.0797448648075152,0,1,0
"two-step+refitted",0.05,10000,1000,364,10,0.0584538170294503,0,1,0
"two-step oracle",0.05,10000,1000,364,10,0.0665331325586315,0,NA,NA
"two-step(bic)",0.05,10000,1000,365,10,0.0819892928624406,0,1,0
"two-step+refitted",0.05,10000,1000,365,10,0.0665286193417794,0,1,0
"two-step oracle",0.05,10000,1000,365,10,0.0638915904135932,0,NA,NA
"two-step(bic)",0.05,10000,1000,366,10,0.0804144540919335,0.0108295233124906,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,366,10,0.0693101225661852,0.0579909218268794,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,366,10,0.0708252212845723,0,NA,NA
"two-step(bic)",0.05,10000,1000,367,10,0.159287015509016,0,1,0
"two-step+refitted",0.05,10000,1000,367,10,0.145456856564293,0,1,0
"two-step oracle",0.05,10000,1000,367,10,0.170409722350184,0,NA,NA
"two-step(bic)",0.05,10000,1000,368,10,0.0836189198239261,0,1,0
"two-step+refitted",0.05,10000,1000,368,10,0.0510761738360169,0,1,0
"two-step oracle",0.05,10000,1000,368,10,0.0596459514555772,0,NA,NA
"two-step(bic)",0.05,10000,1000,369,10,0.0899151151966868,0,1,0
"two-step+refitted",0.05,10000,1000,369,10,0.0743205844390619,0,1,0
"two-step oracle",0.05,10000,1000,369,10,0.0904264266773585,0,NA,NA
"two-step(bic)",0.05,10000,1000,36,10,0.0772059568793229,0.00870868086507576,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,36,10,0.060709934485998,0.0564438951697549,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,36,10,0.0688769441140639,0,NA,NA
"two-step(bic)",0.05,10000,1000,370,10,0.0853136645539471,0,1,0
"two-step+refitted",0.05,10000,1000,370,10,0.0508644292041477,0,1,0
"two-step oracle",0.05,10000,1000,370,10,0.0520437414370412,0,NA,NA
"two-step(bic)",0.05,10000,1000,371,10,0.0965156027741818,0,1,0
"two-step+refitted",0.05,10000,1000,371,10,0.0760363049650879,0,1,0
"two-step oracle",0.05,10000,1000,371,10,0.083834100123776,0,NA,NA
"two-step(bic)",0.05,10000,1000,372,10,0.117299686955075,0,1,0
"two-step+refitted",0.05,10000,1000,372,10,0.0969672668385825,0,1,0
"two-step oracle",0.05,10000,1000,372,10,0.0982045706305782,0,NA,NA
"two-step(bic)",0.05,10000,1000,373,10,0.102255592782403,0,1,0
"two-step+refitted",0.05,10000,1000,373,10,0.0962200515981419,0,1,0
"two-step oracle",0.05,10000,1000,373,10,0.104284492599398,0,NA,NA
"two-step(bic)",0.05,10000,1000,374,10,0.0574522289676879,0,1,0
"two-step+refitted",0.05,10000,1000,374,10,0.0527954422952876,0,1,0
"two-step oracle",0.05,10000,1000,374,10,0.0521499790580238,0,NA,NA
"two-step(bic)",0.05,10000,1000,375,10,0.0914129280513938,0,1,0
"two-step+refitted",0.05,10000,1000,375,10,0.0625473460053142,0,1,0
"two-step oracle",0.05,10000,1000,375,10,0.0637506701631983,0,NA,NA
"two-step(bic)",0.05,10000,1000,376,10,0.101095506778051,0,1,0
"two-step+refitted",0.05,10000,1000,376,10,0.0663978147806753,0,1,0
"two-step oracle",0.05,10000,1000,376,10,0.0786904159010552,0,NA,NA
"two-step(bic)",0.05,10000,1000,377,10,0.120933493170726,0.00442783924869356,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,377,10,0.0968108007592036,0.0484322094276813,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,377,10,0.114748454467023,0,NA,NA
"two-step(bic)",0.05,10000,1000,378,10,0.080886872622768,0,1,0
"two-step+refitted",0.05,10000,1000,378,10,0.0756209392380435,0,1,0
"two-step oracle",0.05,10000,1000,378,10,0.0910768732931806,0,NA,NA
"two-step(bic)",0.05,10000,1000,379,10,0.0920871749331922,0,1,0
"two-step+refitted",0.05,10000,1000,379,10,0.0597691526812697,0,1,0
"two-step oracle",0.05,10000,1000,379,10,0.0667031625497383,0,NA,NA
"two-step(bic)",0.05,10000,1000,37,10,0.101312072216761,0,1,0
"two-step+refitted",0.05,10000,1000,37,10,0.0795378687589582,0,1,0
"two-step oracle",0.05,10000,1000,37,10,0.100969742927605,0,NA,NA
"two-step(bic)",0.05,10000,1000,380,10,0.0734950544882327,0,1,0
"two-step+refitted",0.05,10000,1000,380,10,0.0808409724318602,0,1,0
"two-step oracle",0.05,10000,1000,380,10,0.0919137544229081,0,NA,NA
"two-step(bic)",0.05,10000,1000,381,10,0.122073115366452,0.0132877825920745,1,0.00202020202020202
"two-step+refitted",0.05,10000,1000,381,10,0.11219279171464,0.0729385387754613,1,0.00202020202020202
"two-step oracle",0.05,10000,1000,381,10,0.102097756688466,0,NA,NA
"two-step(bic)",0.05,10000,1000,382,10,0.100712455582018,0,1,0
"two-step+refitted",0.05,10000,1000,382,10,0.0943968330959647,0,1,0
"two-step oracle",0.05,10000,1000,382,10,0.0953121879507545,0,NA,NA
"two-step(bic)",0.05,10000,1000,383,10,0.0879236899501487,0,1,0
"two-step+refitted",0.05,10000,1000,383,10,0.0743001384188702,0,1,0
"two-step oracle",0.05,10000,1000,383,10,0.0766284396945099,0,NA,NA
"two-step(bic)",0.05,10000,1000,384,10,0.123352490559342,0,1,0
"two-step+refitted",0.05,10000,1000,384,10,0.0870182193805581,0,1,0
"two-step oracle",0.05,10000,1000,384,10,0.0936599994993822,0,NA,NA
"two-step(bic)",0.05,10000,1000,385,10,0.106576275518598,0,1,0
"two-step+refitted",0.05,10000,1000,385,10,0.0738645421392814,0,1,0
"two-step oracle",0.05,10000,1000,385,10,0.0892896564663407,0,NA,NA
"two-step(bic)",0.05,10000,1000,386,10,0.10575289125876,0.0134664467140219,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,386,10,0.0848121745632268,0.0591893425229253,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,386,10,0.0976582562349988,0,NA,NA
"two-step(bic)",0.05,10000,1000,387,10,0.0716780896310285,0,1,0
"two-step+refitted",0.05,10000,1000,387,10,0.0497312685941884,0,1,0
"two-step oracle",0.05,10000,1000,387,10,0.0527991817577377,0,NA,NA
"two-step(bic)",0.05,10000,1000,388,10,0.0926992909276747,0,1,0
"two-step+refitted",0.05,10000,1000,388,10,0.0679468222510979,0,1,0
"two-step oracle",0.05,10000,1000,388,10,0.0819124204325892,0,NA,NA
"two-step(bic)",0.05,10000,1000,389,10,0.0909539125929613,0.00827318783528365,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,389,10,0.0489654641016205,0.0621443485460481,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,389,10,0.0594982317522505,0,NA,NA
"two-step(bic)",0.05,10000,1000,38,10,0.0891752566012678,0,1,0
"two-step+refitted",0.05,10000,1000,38,10,0.0707290445559839,0,1,0
"two-step oracle",0.05,10000,1000,38,10,0.0727185268431422,0,NA,NA
"two-step(bic)",0.05,10000,1000,390,10,0.112138394823632,0,1,0
"two-step+refitted",0.05,10000,1000,390,10,0.0840752751851359,0,1,0
"two-step oracle",0.05,10000,1000,390,10,0.0768792701513054,0,NA,NA
"two-step(bic)",0.05,10000,1000,391,10,0.0601255346685636,0.0148380973728439,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,391,10,0.0545963302697788,0.0547636761915756,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,391,10,0.0707888128228435,0,NA,NA
"two-step(bic)",0.05,10000,1000,392,10,0.0765169723307521,0.00750218897784674,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,392,10,0.0643876969294058,0.0494479171927445,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,392,10,0.0746778513229362,0,NA,NA
"two-step(bic)",0.05,10000,1000,393,10,0.109546011576841,0.00591504486674756,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,393,10,0.0729379756390083,0.0589166321583488,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,393,10,0.0886913508180558,0,NA,NA
"two-step(bic)",0.05,10000,1000,394,10,0.0700506632329614,0,1,0
"two-step+refitted",0.05,10000,1000,394,10,0.055133188034356,0,1,0
"two-step oracle",0.05,10000,1000,394,10,0.0617648847571463,0,NA,NA
"two-step(bic)",0.05,10000,1000,395,10,0.0946665344758584,0,1,0
"two-step+refitted",0.05,10000,1000,395,10,0.0767427971248234,0,1,0
"two-step oracle",0.05,10000,1000,395,10,0.0870186328360204,0,NA,NA
"two-step(bic)",0.05,10000,1000,396,10,0.0725214111369025,0,1,0
"two-step+refitted",0.05,10000,1000,396,10,0.0471800877664563,0,1,0
"two-step oracle",0.05,10000,1000,396,10,0.0552406347026634,0,NA,NA
"two-step(bic)",0.05,10000,1000,397,10,0.0944102372806393,0,1,0
"two-step+refitted",0.05,10000,1000,397,10,0.0712968085895002,0,1,0
"two-step oracle",0.05,10000,1000,397,10,0.0842171312403966,0,NA,NA
"two-step(bic)",0.05,10000,1000,398,10,0.087591776478524,0,1,0
"two-step+refitted",0.05,10000,1000,398,10,0.0552735601332691,0,1,0
"two-step oracle",0.05,10000,1000,398,10,0.0583755282314591,0,NA,NA
"two-step(bic)",0.05,10000,1000,399,10,0.0805289801038907,0,1,0
"two-step+refitted",0.05,10000,1000,399,10,0.0646147397867926,0,1,0
"two-step oracle",0.05,10000,1000,399,10,0.0727640792934669,0,NA,NA
"two-step(bic)",0.05,10000,1000,39,10,0.0972544312645489,0.0105854174771371,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,39,10,0.0682177322012295,0.0579495250690978,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,39,10,0.0797381086459939,0,NA,NA
"two-step(bic)",0.05,10000,1000,3,10,0.0653770929886148,0,1,0
"two-step+refitted",0.05,10000,1000,3,10,0.0573106228548846,0,1,0
"two-step oracle",0.05,10000,1000,3,10,0.0691742865623862,0,NA,NA
"two-step(bic)",0.05,10000,1000,400,10,0.0665845499726807,0.0209319273967596,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,400,10,0.0446075391536034,0.0645684539726188,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,400,10,0.0455732607063772,0,NA,NA
"two-step(bic)",0.05,10000,1000,401,10,0.0996243089163855,0,1,0
"two-step+refitted",0.05,10000,1000,401,10,0.0666808229453153,0,1,0
"two-step oracle",0.05,10000,1000,401,10,0.066859946779329,0,NA,NA
"two-step(bic)",0.05,10000,1000,402,10,0.101053268571761,0,1,0
"two-step+refitted",0.05,10000,1000,402,10,0.0844445026945314,0,1,0
"two-step oracle",0.05,10000,1000,402,10,0.0936017819057661,0,NA,NA
"two-step(bic)",0.05,10000,1000,403,10,0.0962744064637847,0,1,0
"two-step+refitted",0.05,10000,1000,403,10,0.0667502030269074,0,1,0
"two-step oracle",0.05,10000,1000,403,10,0.0742733605051553,0,NA,NA
"two-step(bic)",0.05,10000,1000,404,10,0.0958239081533657,0,1,0
"two-step+refitted",0.05,10000,1000,404,10,0.0847123560424004,0,1,0
"two-step oracle",0.05,10000,1000,404,10,0.0766017179697576,0,NA,NA
"two-step(bic)",0.05,10000,1000,405,10,0.114047848523295,0,1,0
"two-step+refitted",0.05,10000,1000,405,10,0.0942192604301282,0,1,0
"two-step oracle",0.05,10000,1000,405,10,0.109522781975005,0,NA,NA
"two-step(bic)",0.05,10000,1000,406,10,0.103965084545591,0,1,0
"two-step+refitted",0.05,10000,1000,406,10,0.0798784506910962,0,1,0
"two-step oracle",0.05,10000,1000,406,10,0.0900700661550883,0,NA,NA
"two-step(bic)",0.05,10000,1000,407,10,0.0859542048445667,0,1,0
"two-step+refitted",0.05,10000,1000,407,10,0.0574358613356977,0,1,0
"two-step oracle",0.05,10000,1000,407,10,0.0609667534264502,0,NA,NA
"two-step(bic)",0.05,10000,1000,408,10,0.111412732570194,0,1,0
"two-step+refitted",0.05,10000,1000,408,10,0.103391069971138,0,1,0
"two-step oracle",0.05,10000,1000,408,10,0.111925101960318,0,NA,NA
"two-step(bic)",0.05,10000,1000,409,10,0.111243654811745,0,1,0
"two-step+refitted",0.05,10000,1000,409,10,0.0790405130813669,0,1,0
"two-step oracle",0.05,10000,1000,409,10,0.087246422796135,0,NA,NA
"two-step(bic)",0.05,10000,1000,40,10,0.0951556785710058,0,1,0
"two-step+refitted",0.05,10000,1000,40,10,0.0828471548543944,0,1,0
"two-step oracle",0.05,10000,1000,40,10,0.0815628226847997,0,NA,NA
"two-step(bic)",0.05,10000,1000,410,10,0.0988305710351707,0.00375482715490996,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,410,10,0.0784783096868964,0.0362583303723378,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,410,10,0.0872692974334447,0,NA,NA
"two-step(bic)",0.05,10000,1000,411,10,0.085856431530636,0.00964103505485952,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,411,10,0.0610758508403978,0.0589661280716602,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,411,10,0.0787478990868121,0,NA,NA
"two-step(bic)",0.05,10000,1000,412,10,0.134261571121286,0,1,0
"two-step+refitted",0.05,10000,1000,412,10,0.0877739281333583,0,1,0
"two-step oracle",0.05,10000,1000,412,10,0.106253093604767,0,NA,NA
"two-step(bic)",0.05,10000,1000,413,10,0.0762488290622454,0,1,0
"two-step+refitted",0.05,10000,1000,413,10,0.0570588135926766,0,1,0
"two-step oracle",0.05,10000,1000,413,10,0.0688621686874379,0,NA,NA
"two-step(bic)",0.05,10000,1000,414,10,0.0721527747765189,0,1,0
"two-step+refitted",0.05,10000,1000,414,10,0.0669962434071674,0,1,0
"two-step oracle",0.05,10000,1000,414,10,0.0672388756477685,0,NA,NA
"two-step(bic)",0.05,10000,1000,415,10,0.0989511723142929,0,1,0
"two-step+refitted",0.05,10000,1000,415,10,0.0566244625569194,0,1,0
"two-step oracle",0.05,10000,1000,415,10,0.0560322488678974,0,NA,NA
"two-step(bic)",0.05,10000,1000,416,10,0.0890898112012143,0,1,0
"two-step+refitted",0.05,10000,1000,416,10,0.0630525675782253,0,1,0
"two-step oracle",0.05,10000,1000,416,10,0.0732207750371703,0,NA,NA
"two-step(bic)",0.05,10000,1000,417,10,0.0840750646372626,0,1,0
"two-step+refitted",0.05,10000,1000,417,10,0.0476709399037287,0,1,0
"two-step oracle",0.05,10000,1000,417,10,0.0571835770113523,0,NA,NA
"two-step(bic)",0.05,10000,1000,418,10,0.0845918012611245,0,1,0
"two-step+refitted",0.05,10000,1000,418,10,0.0586075875702182,0,1,0
"two-step oracle",0.05,10000,1000,418,10,0.0594316722732124,0,NA,NA
"two-step(bic)",0.05,10000,1000,419,10,0.0881166199266708,0.00702112225006395,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,419,10,0.0631866412736502,0.0616379589363727,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,419,10,0.0642957145797856,0,NA,NA
"two-step(bic)",0.05,10000,1000,41,10,0.0758402800835345,0,1,0
"two-step+refitted",0.05,10000,1000,41,10,0.0637600123650008,0,1,0
"two-step oracle",0.05,10000,1000,41,10,0.0672536673056724,0,NA,NA
"two-step(bic)",0.05,10000,1000,420,10,0.0821951235939014,0.0202856571536209,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,420,10,0.0619384227352866,0.0658906548763906,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,420,10,0.0652577636980509,0,NA,NA
"two-step(bic)",0.05,10000,1000,421,10,0.107223975909335,0,1,0
"two-step+refitted",0.05,10000,1000,421,10,0.0584309658467577,0,1,0
"two-step oracle",0.05,10000,1000,421,10,0.058140785688465,0,NA,NA
"two-step(bic)",0.05,10000,1000,422,10,0.112935993550428,0.00524398638962218,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,422,10,0.100871540906254,0.0571765893795446,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,422,10,0.104402026853586,0,NA,NA
"two-step(bic)",0.05,10000,1000,423,10,0.0997940705736042,0,1,0
"two-step+refitted",0.05,10000,1000,423,10,0.0767310779908946,0,1,0
"two-step oracle",0.05,10000,1000,423,10,0.0876030210009476,0,NA,NA
"two-step(bic)",0.05,10000,1000,424,10,0.0999685595185212,0.0107343678255925,1,0.00101010101010101
"two-step+refitted",0.05,10000,1000,424,10,0.083683965490061,0.0607817109008945,1,0.00101010101010101
"two-step oracle",0.05,10000,1000,424,10,0.0943603068444881,0,NA,NA
"two-step(bic)",0.05,10000,1000,425,10,0.106255520750751,0,1,0
"two-step+refitted",0.05,10000,1000,425,10,0.0958927290547608,0,1,0
"two-step oracle",0.05,10000,1000,425,10,0.0996861973944209,0,NA,NA
"two-step(bic)",0.05,10000,1000,426,10,0.0937264196846722,0,1,0
"two-step+refitted",0.05,10000,1000,426,10,0.0781217425724706,0,1,0
"two-step oracle",0.05,10000,1000,426,10,0.0823688933203958,0,NA,NA
"two-step(bic)",0.05,10000,1000,427,10,0.102853612247117,0,1,0
"two-step+refitted",0.05,10000,1000,427,10,0.059778474316367,0,1,0
"two-step oracle",0.05,10000,1000,427,10,0.0725131629729783,0,NA,NA
"two-step(bic)",0.05,10000,1000,428,10,0.122390770741941,0,1,0
"two-step+refitted",0.05,10000,1000,428,10,0.0857020641531193,0,1,0
"two-step oracle",0.05,10000,1000,428,10,0.0971403593012785,0,NA,NA
"two-step(bic)",0.05,10000,1000,429,10,0.0851395475812778,0,1,0
"two-step+refitted",0.05,10000,1000,429,10,0.0685278748996994,0,1,0
"two-step oracle",0.05,10000,1000,429,10,0.0727264142096462,0,NA,NA
"two-step(bic)",0.05,10000,1000,42,10,0.0853229932403476,0,1,0
"two-step+refitted",0.05,10000,1000,42,10,0.0599059163761422,0,1,0
"two-step oracle",0.05,10000,1000,42,10,0.0582495107757208,0,NA,NA
"two-step(bic)",0.05,10000,1000,430,10,0.0848182562634899,0,1,0
"two-step+refitted",0.05,10000,1000,430,10,0.0520103651131726,0,1,0
"two-step oracle",0.05,10000,1000,430,10,0.0574108429831337,0,NA,NA
"two-step(bic)",0.05,10000,1000,431,10,0.0852289337806118,0,1,0
"two-step+refitted",0.05,10000,1000,431,10,0.068139711011302,0,1,0
"two-step oracle",0.05,10000,1000,431,10,0.0686563654421707,0,NA,NA
"two-step(bic)",0.05,10000,1000,432,10,0.113205167690097,0,1,0
"two-step+refitted",0.05,10000,1000,432,10,0.104388869449689,0,1,0
"two-step oracle",0.05,10000,1000,432,10,0.109791410105136,0,NA,NA
"two-step(bic)",0.05,10000,1000,433,10,0.100490192672593,0,1,0
"two-step+refitted",0.05,10000,1000,433,10,0.062634544182492,0,1,0
"two-step oracle",0.05,10000,1000,433,10,0.0718940002493,0,NA,NA
"two-step(bic)",0.05,10000,1000,434,10,0.116752467831364,0,1,0
"two-step+refitted",0.05,10000,1000,434,10,0.0975124967636343,0,1,0
"two-step oracle",0.05,10000,1000,434,10,0.0976078965170072,0,NA,NA
"two-step(bic)",0.05,10000,1000,435,10,0.106714902047541,0,1,0
"two-step+refitted",0.05,10000,1000,435,10,0.0965348190406097,0,1,0
"two-step oracle",0.05,10000,1000,435,10,0.105586209751686,0,NA,NA
"two-step(bic)",0.05,10000,1000,436,10,0.0880502557121577,0,1,0
"two-step+refitted",0.05,10000,1000,436,10,0.066930230447623,0,1,0
"two-step oracle",0.05,10000,1000,436,10,0.0793461970406675,0,NA,NA
"two-step(bic)",0.05,10000,1000,437,10,0.062025322966195,0,1,0
"two-step+refitted",0.05,10000,1000,437,10,0.0499198347149695,0,1,0
"two-step oracle",0.05,10000,1000,437,10,0.0508495325574166,0,NA,NA
"two-step(bic)",0.05,10000,1000,438,10,0.0673423565702144,0,1,0
"two-step+refitted",0.05,10000,1000,438,10,0.0456467499234823,0,1,0
"two-step oracle",0.05,10000,1000,438,10,0.0479926034230342,0,NA,NA
"two-step(bic)",0.05,10000,1000,439,10,0.130486655109825,0,1,0
"two-step+refitted",0.05,10000,1000,439,10,0.122632898889308,0,1,0
"two-step oracle",0.05,10000,1000,439,10,0.124582130496473,0,NA,NA
"two-step(bic)",0.05,10000,1000,43,10,0.0973539472526836,0,1,0
"two-step+refitted",0.05,10000,1000,43,10,0.090425553301444,0,1,0
