"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step+refitted",0.2,1250,2500,199,10,0.137023465219857,0.269851446318862,1,0.00642570281124498
"two-step oracle",0.2,1250,2500,199,10,0.134817344972825,0,NA,NA
"two-step",0.2,1250,2500,19,10,0.147694979039244,0.0330750280872179,1,0.0036144578313253
"two-step+refitted",0.2,1250,2500,19,10,0.120392465121789,0.185695799971056,1,0.0036144578313253
"two-step oracle",0.2,1250,2500,19,10,0.143377449318369,0,NA,NA
"two-step",0.2,1250,2500,1,10,0.125629047478539,0.0110527485617751,1,0.000803212851405623
"two-step+refitted",0.2,1250,2500,1,10,0.133654533901739,0.10863875272774,1,0.000803212851405623
"two-step oracle",0.2,1250,2500,1,10,0.115800829755315,0,NA,NA
"two-step",0.2,1250,2500,200,10,0.140617005754694,0.0182262020833111,1,0.00200803212851406
"two-step+refitted",0.2,1250,2500,200,10,0.113984821491762,0.162690369592821,1,0.00200803212851406
"two-step oracle",0.2,1250,2500,200,10,0.120157098016217,0,NA,NA
"two-step",0.2,1250,2500,201,10,0.0972358778694282,0.0538676930397354,1,0.0116465863453815
"two-step+refitted",0.2,1250,2500,201,10,0.0779105996864735,0.281156412826894,1,0.0116465863453815
"two-step oracle",0.2,1250,2500,201,10,0.0706406979378497,0,NA,NA
"two-step",0.2,1250,2500,202,10,0.138387129768435,0.0185520188035758,1,0.00321285140562249
"two-step+refitted",0.2,1250,2500,202,10,0.103275559163097,0.173679290670944,1,0.00321285140562249
"two-step oracle",0.2,1250,2500,202,10,0.118809756643165,0,NA,NA
"two-step",0.2,1250,2500,203,10,0.0958108414003668,0.0831196555341389,1,0.0188755020080321
"two-step+refitted",0.2,1250,2500,203,10,0.0665123902818131,0.335458971366982,1,0.0188755020080321
"two-step oracle",0.2,1250,2500,203,10,0.0889314192431205,0,NA,NA
"two-step",0.2,1250,2500,204,10,0.11935410636207,0.0649491023005117,1,0.01285140562249
"two-step+refitted",0.2,1250,2500,204,10,0.0821671280779888,0.30244980320312,1,0.01285140562249
"two-step oracle",0.2,1250,2500,204,10,0.106751501838615,0,NA,NA
"two-step",0.2,1250,2500,205,10,0.196924536060616,0.0694956590462669,1,0.0116465863453815
"two-step+refitted",0.2,1250,2500,205,10,0.191714593198123,0.31300989488444,1,0.0116465863453815
"two-step oracle",0.2,1250,2500,205,10,0.182172984880829,0,NA,NA
"two-step",0.2,1250,2500,206,10,0.130522419305742,0.0491795816678695,1,0.00883534136546185
"two-step+refitted",0.2,1250,2500,206,10,0.104202145902062,0.268128708322714,1,0.00883534136546185
"two-step oracle",0.2,1250,2500,206,10,0.101525364665364,0,NA,NA
"two-step",0.2,1250,2500,207,10,0.160919434846085,0.0332985675573822,1,0.00522088353413655
"two-step+refitted",0.2,1250,2500,207,10,0.128121629700989,0.204507164441116,1,0.00522088353413655
"two-step oracle",0.2,1250,2500,207,10,0.163018853853479,0,NA,NA
"two-step",0.2,1250,2500,208,10,0.0899839956065577,0.059731479516538,1,0.0108433734939759
"two-step+refitted",0.2,1250,2500,208,10,0.0803528404603523,0.321588801125487,1,0.0108433734939759
"two-step oracle",0.2,1250,2500,208,10,0.10147032703088,0,NA,NA
"two-step",0.2,1250,2500,209,10,0.155846677715188,0.070683645924905,1,0.0120481927710843
"two-step+refitted",0.2,1250,2500,209,10,0.176308449652102,0.331867170958369,1,0.0120481927710843
"two-step oracle",0.2,1250,2500,209,10,0.130875234745163,0,NA,NA
"two-step",0.2,1250,2500,20,10,0.147311143295634,0.0278396381851929,1,0.00160642570281125
"two-step+refitted",0.2,1250,2500,20,10,0.114356754047071,0.148841257969647,1,0.00160642570281125
"two-step oracle",0.2,1250,2500,20,10,0.112756003372442,0,NA,NA
"two-step",0.2,1250,2500,210,10,0.21122114598467,0.066314307690681,1,0.0144578313253012
"two-step+refitted",0.2,1250,2500,210,10,0.210403833562477,0.344287849918277,1,0.0144578313253012
"two-step oracle",0.2,1250,2500,210,10,0.228422302810297,0,NA,NA
"two-step",0.2,1250,2500,211,10,0.12863147292077,0.0675614427305308,1,0.0140562248995984
"two-step+refitted",0.2,1250,2500,211,10,0.124193664616155,0.312349165423133,1,0.0140562248995984
"two-step oracle",0.2,1250,2500,211,10,0.116608566757757,0,NA,NA
"two-step",0.2,1250,2500,212,10,0.0998186842452381,0.0374927251548879,1,0.00682730923694779
"two-step+refitted",0.2,1250,2500,212,10,0.0734253439263328,0.20310163563467,1,0.00682730923694779
"two-step oracle",0.2,1250,2500,212,10,0.100106581512825,0,NA,NA
"two-step",0.2,1250,2500,213,10,0.137854592847419,0.0205801478523407,1,0.00240963855421687
"two-step+refitted",0.2,1250,2500,213,10,0.119209308401399,0.182046642265146,1,0.00240963855421687
"two-step oracle",0.2,1250,2500,213,10,0.120267593869625,0,NA,NA
"two-step",0.2,1250,2500,214,10,0.0955568867319539,0.0909135941834043,1,0.0184738955823293
"two-step+refitted",0.2,1250,2500,214,10,0.073915305140445,0.366966380883814,1,0.0184738955823293
"two-step oracle",0.2,1250,2500,214,10,0.0498313857619442,0,NA,NA
"two-step",0.2,1250,2500,215,10,0.139631000180877,0.0299049094796068,1,0.0036144578313253
"two-step+refitted",0.2,1250,2500,215,10,0.149491825407206,0.217811640334844,1,0.0036144578313253
"two-step oracle",0.2,1250,2500,215,10,0.147287499816527,0,NA,NA
"two-step",0.2,1250,2500,216,10,0.148238483614852,0.0164805553011308,1,0.00200803212851406
"two-step+refitted",0.2,1250,2500,216,10,0.111946424048719,0.13795356623631,1,0.00200803212851406
"two-step oracle",0.2,1250,2500,216,10,0.152603003373228,0,NA,NA
"two-step",0.2,1250,2500,217,10,0.123760385690787,0.0181306268888159,1,0.00120481927710843
"two-step+refitted",0.2,1250,2500,217,10,0.10352591718633,0.127949403191553,1,0.00120481927710843
"two-step oracle",0.2,1250,2500,217,10,0.110481092686763,0,NA,NA
"two-step",0.2,1250,2500,218,10,0.108873212501082,0.0433454454220087,1,0.00602409638554217
"two-step+refitted",0.2,1250,2500,218,10,0.121945159822137,0.254525785405777,1,0.00602409638554217
"two-step oracle",0.2,1250,2500,218,10,0.110531499038443,0,NA,NA
"two-step",0.2,1250,2500,219,10,0.0919178258146187,0.113416708945161,1,0.0401606425702811
"two-step+refitted",0.2,1250,2500,219,10,0.085040363761533,0.44456656441722,1,0.0401606425702811
"two-step oracle",0.2,1250,2500,219,10,0.0822272563495243,0,NA,NA
"two-step",0.2,1250,2500,21,10,0.143090364419402,0.0450869221383752,1,0.00602409638554217
"two-step+refitted",0.2,1250,2500,21,10,0.130272248952554,0.2801161750283,1,0.00602409638554217
"two-step oracle",0.2,1250,2500,21,10,0.109062753583367,0,NA,NA
"two-step",0.2,1250,2500,220,10,0.0950957296778968,0.0260159539215291,1,0.0036144578313253
"two-step+refitted",0.2,1250,2500,220,10,0.0546638886645322,0.188310675482335,1,0.0036144578313253
"two-step oracle",0.2,1250,2500,220,10,0.0639726622009833,0,NA,NA
"two-step",0.2,1250,2500,221,10,0.1481525524297,0.0639235775630833,1,0.0188755020080321
"two-step+refitted",0.2,1250,2500,221,10,0.118429940466321,0.361887334015237,1,0.0188755020080321
"two-step oracle",0.2,1250,2500,221,10,0.139203793091929,0,NA,NA
"two-step",0.2,1250,2500,222,10,0.133966740140939,0.065508546885896,1,0.0136546184738956
"two-step+refitted",0.2,1250,2500,222,10,0.144218218932502,0.399553715163481,1,0.0136546184738956
"two-step oracle",0.2,1250,2500,222,10,0.136048394090227,0,NA,NA
"two-step",0.2,1250,2500,223,10,0.178544690310794,0.0304254811996911,1,0.00321285140562249
"two-step+refitted",0.2,1250,2500,223,10,0.146794639440143,0.193690670523135,1,0.00321285140562249
"two-step oracle",0.2,1250,2500,223,10,0.164646908936882,0,NA,NA
"two-step",0.2,1250,2500,224,10,0.150002904693209,0.0512143850568048,1,0.0136546184738956
"two-step+refitted",0.2,1250,2500,224,10,0.156076504631412,0.293054631033099,1,0.0136546184738956
"two-step oracle",0.2,1250,2500,224,10,0.129475193877256,0,NA,NA
"two-step",0.2,1250,2500,225,10,0.100961722276796,0.160124532650549,1,0.0578313253012048
"two-step+refitted",0.2,1250,2500,225,10,0.1228866135523,0.470283027546242,1,0.0578313253012048
"two-step oracle",0.2,1250,2500,225,10,0.10233789700066,0,NA,NA
"two-step",0.2,1250,2500,226,10,0.165278430038844,0.0476684849177191,1,0.00963855421686747
"two-step+refitted",0.2,1250,2500,226,10,0.127599562922623,0.287848078656601,1,0.00963855421686747
"two-step oracle",0.2,1250,2500,226,10,0.149495950068814,0,NA,NA
"two-step",0.2,1250,2500,227,10,0.0997283845269711,0.0504260629254923,1,0.0104417670682731
"two-step+refitted",0.2,1250,2500,227,10,0.0651327211766862,0.302577357330334,1,0.0104417670682731
"two-step oracle",0.2,1250,2500,227,10,0.0505639139807355,0,NA,NA
"two-step",0.2,1250,2500,228,10,0.136448588837651,0.0742528701987054,1,0.0188755020080321
"two-step+refitted",0.2,1250,2500,228,10,0.144279131719198,0.328638915274164,1,0.0188755020080321
"two-step oracle",0.2,1250,2500,228,10,0.115727534372054,0,NA,NA
"two-step",0.2,1250,2500,229,10,0.145293752531743,0.0239314866003277,1,0.00160642570281125
"two-step+refitted",0.2,1250,2500,229,10,0.139499291498948,0.138221432378404,1,0.00160642570281125
"two-step oracle",0.2,1250,2500,229,10,0.137409682311554,0,NA,NA
"two-step",0.2,1250,2500,22,10,0.134797157331447,0.10149250844711,1,0.0216867469879518
"two-step+refitted",0.2,1250,2500,22,10,0.12347074519602,0.403634566570644,1,0.0216867469879518
"two-step oracle",0.2,1250,2500,22,10,0.125689413135708,0,NA,NA
"two-step",0.2,1250,2500,230,10,0.102457357027187,0.0446830605589976,1,0.0100401606425703
"two-step+refitted",0.2,1250,2500,230,10,0.106347243306607,0.268172223476966,1,0.0100401606425703
"two-step oracle",0.2,1250,2500,230,10,0.120115700728334,0,NA,NA
"two-step",0.2,1250,2500,231,10,0.160307687520799,0.0843130169342045,1,0.014859437751004
"two-step+refitted",0.2,1250,2500,231,10,0.11700645820644,0.317122957934001,1,0.014859437751004
"two-step oracle",0.2,1250,2500,231,10,0.130135515318956,0,NA,NA
"two-step",0.2,1250,2500,232,10,0.133838863114436,0.0546459357623774,1,0.00642570281124498
"two-step+refitted",0.2,1250,2500,232,10,0.10697409434971,0.255205689320482,1,0.00642570281124498
"two-step oracle",0.2,1250,2500,232,10,0.131466137264279,0,NA,NA
"two-step",0.2,1250,2500,233,10,0.122423013626926,0.107931637432131,1,0.0248995983935743
"two-step+refitted",0.2,1250,2500,233,10,0.125313890068189,0.432237767961587,1,0.0248995983935743
"two-step oracle",0.2,1250,2500,233,10,0.13928362422017,0,NA,NA
"two-step",0.2,1250,2500,234,10,0.153023919998713,0.0641805128706108,1,0.00883534136546185
"two-step+refitted",0.2,1250,2500,234,10,0.113480343689245,0.310309678052328,1,0.00883534136546185
"two-step oracle",0.2,1250,2500,234,10,0.108661868143017,0,NA,NA
"two-step",0.2,1250,2500,235,10,0.112974627696626,0.0356969060647517,1,0.0036144578313253
"two-step+refitted",0.2,1250,2500,235,10,0.106993541328213,0.196582354948194,1,0.0036144578313253
"two-step oracle",0.2,1250,2500,235,10,0.110773071087105,0,NA,NA
"two-step",0.2,1250,2500,236,10,0.120495144471742,0.0773104898579917,1,0.0144578313253012
"two-step+refitted",0.2,1250,2500,236,10,0.10020028893968,0.369887473433056,1,0.0144578313253012
"two-step oracle",0.2,1250,2500,236,10,0.111185796403343,0,NA,NA
"two-step",0.2,1250,2500,237,10,0.148738486973193,0.0128461366567214,1,0.000803212851405623
"two-step+refitted",0.2,1250,2500,237,10,0.13942123575032,0.116377071561912,1,0.000803212851405623
"two-step oracle",0.2,1250,2500,237,10,0.140754420443523,0,NA,NA
"two-step",0.2,1250,2500,238,10,0.143718148117852,0.0484281958169258,1,0.00883534136546185
"two-step+refitted",0.2,1250,2500,238,10,0.0985730454591991,0.243716773557668,1,0.00883534136546185
"two-step oracle",0.2,1250,2500,238,10,0.105072277380428,0,NA,NA
"two-step",0.2,1250,2500,239,10,0.152885185226999,0.0651571198556994,1,0.00923694779116466
"two-step+refitted",0.2,1250,2500,239,10,0.156098143614058,0.302758753062653,1,0.00923694779116466
"two-step oracle",0.2,1250,2500,239,10,0.165772357674892,0,NA,NA
"two-step",0.2,1250,2500,23,10,0.114141288977851,0.121808637080447,1,0.0357429718875502
"two-step+refitted",0.2,1250,2500,23,10,0.138316937054268,0.406077488767316,1,0.0357429718875502
"two-step oracle",0.2,1250,2500,23,10,0.121460902134292,0,NA,NA
"two-step",0.2,1250,2500,240,10,0.113210119307088,0.0194337954390852,1,0.00441767068273092
"two-step+refitted",0.2,1250,2500,240,10,0.086752786477403,0.227356079245325,1,0.00441767068273092
"two-step oracle",0.2,1250,2500,240,10,0.0991039636763813,0,NA,NA
"two-step",0.2,1250,2500,241,10,0.135936454377258,0.0346700022134089,1,0.0036144578313253
"two-step+refitted",0.2,1250,2500,241,10,0.113784872262783,0.233239319708534,1,0.0036144578313253
"two-step oracle",0.2,1250,2500,241,10,0.125974301260769,0,NA,NA
"two-step",0.2,1250,2500,242,10,0.113762112153736,0.0326151364621444,1,0.00321285140562249
"two-step+refitted",0.2,1250,2500,242,10,0.0763890883029639,0.206002153390023,1,0.00321285140562249
"two-step oracle",0.2,1250,2500,242,10,0.100365381006573,0,NA,NA
"two-step",0.2,1250,2500,243,10,0.120647266284859,0.0760867466320485,1,0.0196787148594378
"two-step+refitted",0.2,1250,2500,243,10,0.128929089034927,0.375037091923547,1,0.0196787148594378
"two-step oracle",0.2,1250,2500,243,10,0.103129357318683,0,NA,NA
"two-step",0.2,1250,2500,244,10,0.159971304256733,0.0225545341921982,1,0.00321285140562249
"two-step+refitted",0.2,1250,2500,244,10,0.116377952184573,0.186368597447796,1,0.00321285140562249
"two-step oracle",0.2,1250,2500,244,10,0.135975352964476,0,NA,NA
"two-step",0.2,1250,2500,245,10,0.151612743651262,0.0313029224085005,1,0.00321285140562249
"two-step+refitted",0.2,1250,2500,245,10,0.102001096504751,0.192235219988801,1,0.00321285140562249
"two-step oracle",0.2,1250,2500,245,10,0.137429147981949,0,NA,NA
"two-step",0.2,1250,2500,246,10,0.0983927750130528,0.00901232516479153,1,0.00160642570281125
"two-step+refitted",0.2,1250,2500,246,10,0.0846285724818725,0.124011815837863,1,0.00160642570281125
"two-step oracle",0.2,1250,2500,246,10,0.0929710832102791,0,NA,NA
"two-step",0.2,1250,2500,247,10,0.127137503463918,0.00824124878879853,1,0.00120481927710843
"two-step+refitted",0.2,1250,2500,247,10,0.102754902902586,0.128140750910534,1,0.00120481927710843
"two-step oracle",0.2,1250,2500,247,10,0.10920026324508,0,NA,NA
"two-step",0.2,1250,2500,248,10,0.12567135833645,0.0804858293647757,1,0.0100401606425703
"two-step+refitted",0.2,1250,2500,248,10,0.151383453139155,0.308334185580059,1,0.0100401606425703
"two-step oracle",0.2,1250,2500,248,10,0.13956075216926,0,NA,NA
"two-step",0.2,1250,2500,249,10,0.129556815634624,0.0584134944580164,1,0.00803212851405622
"two-step+refitted",0.2,1250,2500,249,10,0.112283304168226,0.271994814476666,1,0.00803212851405622
"two-step oracle",0.2,1250,2500,249,10,0.15296224122832,0,NA,NA
"two-step",0.2,1250,2500,24,10,0.120847347298058,0.0424114960440427,1,0.00763052208835341
"two-step+refitted",0.2,1250,2500,24,10,0.0988236465786809,0.262537135053157,1,0.00763052208835341
"two-step oracle",0.2,1250,2500,24,10,0.0796670631779805,0,NA,NA
"two-step",0.2,1250,2500,250,10,0.199440453815961,0.0173724391430472,1,0.00401606425702811
"two-step+refitted",0.2,1250,2500,250,10,0.182302587940398,0.196512091407223,1,0.00401606425702811
"two-step oracle",0.2,1250,2500,250,10,0.209874314528903,0,NA,NA
"two-step",0.2,1250,2500,251,10,0.163438480102962,0.00608167427736495,1,0.00160642570281125
"two-step+refitted",0.2,1250,2500,251,10,0.14009655906207,0.118634871650806,1,0.00160642570281125
"two-step oracle",0.2,1250,2500,251,10,0.162270045385847,0,NA,NA
"two-step",0.2,1250,2500,252,10,0.149375866979038,0.0454308665694522,1,0.0112449799196787
"two-step+refitted",0.2,1250,2500,252,10,0.158694106289902,0.277850538507719,1,0.0112449799196787
"two-step oracle",0.2,1250,2500,252,10,0.151932999918626,0,NA,NA
"two-step",0.2,1250,2500,253,10,0.234616100326393,0.0603843580939977,1,0.00963855421686747
"two-step+refitted",0.2,1250,2500,253,10,0.213884437151713,0.296985546860849,1,0.00963855421686747
"two-step oracle",0.2,1250,2500,253,10,0.222866536986141,0,NA,NA
"two-step",0.2,1250,2500,254,10,0.133918225628637,0.0445422769441157,1,0.00602409638554217
"two-step+refitted",0.2,1250,2500,254,10,0.101986093224308,0.244423618972815,1,0.00602409638554217
"two-step oracle",0.2,1250,2500,254,10,0.0940201821820848,0,NA,NA
"two-step",0.2,1250,2500,255,10,0.114222320691334,0.0383018504848,1,0.00481927710843374
"two-step+refitted",0.2,1250,2500,255,10,0.0869214242454285,0.219629565273925,1,0.00481927710843374
"two-step oracle",0.2,1250,2500,255,10,0.100604970369334,0,NA,NA
"two-step",0.2,1250,2500,256,10,0.123459738400646,0.045590620957908,1,0.00642570281124498
"two-step+refitted",0.2,1250,2500,256,10,0.112507693003501,0.250706065917035,1,0.00642570281124498
"two-step oracle",0.2,1250,2500,256,10,0.126395635524972,0,NA,NA
"two-step",0.2,1250,2500,257,10,0.152152693980489,0.026454377163865,1,0.00281124497991968
"two-step+refitted",0.2,1250,2500,257,10,0.094642408467346,0.219600118304304,1,0.00281124497991968
"two-step oracle",0.2,1250,2500,257,10,0.0972870411139425,0,NA,NA
"two-step",0.2,1250,2500,258,10,0.122683650989822,0.0477854003466775,1,0.00963855421686747
"two-step+refitted",0.2,1250,2500,258,10,0.131206640870809,0.249584333526796,1,0.00963855421686747
"two-step oracle",0.2,1250,2500,258,10,0.095033511110036,0,NA,NA
"two-step",0.2,1250,2500,259,10,0.0665720253109157,0.0563072610583485,1,0.0100401606425703
"two-step+refitted",0.2,1250,2500,259,10,0.0869885967393273,0.277122277071256,1,0.0100401606425703
"two-step oracle",0.2,1250,2500,259,10,0.0757049965318112,0,NA,NA
"two-step",0.2,1250,2500,25,10,0.156018136879848,0.0446568145361156,1,0.00923694779116466
"two-step+refitted",0.2,1250,2500,25,10,0.144458598110908,0.236848308295781,1,0.00923694779116466
"two-step oracle",0.2,1250,2500,25,10,0.17336717321122,0,NA,NA
"two-step",0.2,1250,2500,260,10,0.13890002547726,0.0220604903654585,1,0.0036144578313253
"two-step+refitted",0.2,1250,2500,260,10,0.124072696193848,0.206716991505076,1,0.0036144578313253
"two-step oracle",0.2,1250,2500,260,10,0.133344161164851,0,NA,NA
"two-step",0.2,1250,2500,261,10,0.131617956995694,0.0752799882382242,1,0.0160642570281124
"two-step+refitted",0.2,1250,2500,261,10,0.106390710750099,0.342732381782253,1,0.0160642570281124
"two-step oracle",0.2,1250,2500,261,10,0.0917169875706717,0,NA,NA
"two-step",0.2,1250,2500,262,10,0.112575337450225,0.0696286926655563,1,0.0184738955823293
"two-step+refitted",0.2,1250,2500,262,10,0.115998781984083,0.347115897067468,1,0.0184738955823293
"two-step oracle",0.2,1250,2500,262,10,0.10464237404499,0,NA,NA
"two-step",0.2,1250,2500,263,10,0.137424274798433,0.037989401445765,1,0.00441767068273092
"two-step+refitted",0.2,1250,2500,263,10,0.114439832691209,0.235918377047063,1,0.00441767068273092
"two-step oracle",0.2,1250,2500,263,10,0.138159385800272,0,NA,NA
"two-step",0.2,1250,2500,264,10,0.105006851071694,0.0279205304403077,1,0.00200803212851406
"two-step+refitted",0.2,1250,2500,264,10,0.0958132489668444,0.151789949816181,1,0.00200803212851406
"two-step oracle",0.2,1250,2500,264,10,0.0948819467832071,0,NA,NA
"two-step",0.2,1250,2500,265,10,0.138947788023075,0.00823021415621675,1,0.00200803212851406
"two-step+refitted",0.2,1250,2500,265,10,0.112694365786359,0.132222357900992,1,0.00200803212851406
"two-step oracle",0.2,1250,2500,265,10,0.123899181786687,0,NA,NA
"two-step",0.2,1250,2500,266,10,0.141554107159183,0.0475795367882905,1,0.0072289156626506
"two-step+refitted",0.2,1250,2500,266,10,0.123754843424025,0.271456906777883,1,0.0072289156626506
"two-step oracle",0.2,1250,2500,266,10,0.139176573680779,0,NA,NA
"two-step",0.2,1250,2500,267,10,0.140450958637086,0.0293366042842046,1,0.0036144578313253
"two-step+refitted",0.2,1250,2500,267,10,0.112493363564609,0.18654865652655,1,0.0036144578313253
"two-step oracle",0.2,1250,2500,267,10,0.126786593174205,0,NA,NA
"two-step",0.2,1250,2500,268,10,0.181007929498699,0.0483153261375932,1,0.0108433734939759
"two-step+refitted",0.2,1250,2500,268,10,0.1826926847074,0.311815513372775,1,0.0108433734939759
"two-step oracle",0.2,1250,2500,268,10,0.169104718833053,0,NA,NA
"two-step",0.2,1250,2500,269,10,0.214150257826661,0.0454462298060173,1,0.00642570281124498
"two-step+refitted",0.2,1250,2500,269,10,0.183743932070778,0.277352883812737,1,0.00642570281124498
"two-step oracle",0.2,1250,2500,269,10,0.183786833247615,0,NA,NA
"two-step",0.2,1250,2500,26,10,0.154921335724672,0.00662860566820808,1,0.000401606425702811
"two-step+refitted",0.2,1250,2500,26,10,0.117676891751301,0.0687194438740117,1,0.000401606425702811
"two-step oracle",0.2,1250,2500,26,10,0.123005648777737,0,NA,NA
"two-step",0.2,1250,2500,270,10,0.105000422191258,0.0311859790179737,1,0.00522088353413655
"two-step+refitted",0.2,1250,2500,270,10,0.104315996785535,0.218105215543501,1,0.00522088353413655
"two-step oracle",0.2,1250,2500,270,10,0.10649046366537,0,NA,NA
"two-step",0.2,1250,2500,271,10,0.127685522975385,0.0429253785333508,1,0.0036144578313253
"two-step+refitted",0.2,1250,2500,271,10,0.105607415189561,0.199398696000969,1,0.0036144578313253
"two-step oracle",0.2,1250,2500,271,10,0.0999710828871891,0,NA,NA
"two-step",0.2,1250,2500,272,10,0.148124572323889,0.0323774938859859,1,0.00441767068273092
"two-step+refitted",0.2,1250,2500,272,10,0.139202778387158,0.213954624916298,1,0.00441767068273092
"two-step oracle",0.2,1250,2500,272,10,0.166575854332821,0,NA,NA
"two-step",0.2,1250,2500,273,10,0.159227893311055,0.00678588274218615,1,0.00200803212851406
"two-step+refitted",0.2,1250,2500,273,10,0.157098875036715,0.149650310119271,1,0.00200803212851406
"two-step oracle",0.2,1250,2500,273,10,0.200088411872937,0,NA,NA
"two-step",0.2,1250,2500,274,10,0.172712378154791,0.0832151896785011,1,0.0176706827309237
"two-step+refitted",0.2,1250,2500,274,10,0.156212850715399,0.34009687349678,1,0.0176706827309237
"two-step oracle",0.2,1250,2500,274,10,0.166268829115614,0,NA,NA
"two-step",0.2,1250,2500,275,10,0.112790055448031,0.0289907854443567,1,0.00481927710843374
"two-step+refitted",0.2,1250,2500,275,10,0.0739270691239693,0.265505649533639,1,0.00481927710843374
"two-step oracle",0.2,1250,2500,275,10,0.075863909994582,0,NA,NA
"two-step",0.2,1250,2500,276,10,0.150835061422203,0.0154444706644174,1,0.00321285140562249
"two-step+refitted",0.2,1250,2500,276,10,0.130107897110418,0.150701110937231,1,0.00321285140562249
"two-step oracle",0.2,1250,2500,276,10,0.144346726091955,0,NA,NA
"two-step",0.2,1250,2500,277,10,0.119822338642078,0.0477014125660571,1,0.00923694779116466
"two-step+refitted",0.2,1250,2500,277,10,0.117059286816169,0.294511971786456,1,0.00923694779116466
"two-step oracle",0.2,1250,2500,277,10,0.134478170811792,0,NA,NA
"two-step",0.2,1250,2500,278,10,0.0626297295429745,0.0344301690139663,1,0.0100401606425703
"two-step+refitted",0.2,1250,2500,278,10,0.0616088532710529,0.265171983579142,1,0.0100401606425703
"two-step oracle",0.2,1250,2500,278,10,0.0887032176065026,0,NA,NA
"two-step",0.2,1250,2500,279,10,0.154759442316246,0.0137617293431351,1,0.00160642570281125
"two-step+refitted",0.2,1250,2500,279,10,0.11602075859219,0.15451023702189,1,0.00160642570281125
"two-step oracle",0.2,1250,2500,279,10,0.109304055220354,0,NA,NA
"two-step",0.2,1250,2500,27,10,0.14286997008663,0.068308238524795,1,0.0168674698795181
"two-step+refitted",0.2,1250,2500,27,10,0.133700414673609,0.35554419427246,1,0.0168674698795181
"two-step oracle",0.2,1250,2500,27,10,0.132567668996118,0,NA,NA
"two-step",0.2,1250,2500,280,10,0.120423154006226,0.0185196670558575,1,0.00281124497991968
"two-step+refitted",0.2,1250,2500,280,10,0.108111720884179,0.160668605122337,1,0.00281124497991968
"two-step oracle",0.2,1250,2500,280,10,0.101305053839448,0,NA,NA
"two-step",0.2,1250,2500,281,10,0.102912064466348,0.0257989907535576,1,0.00481927710843374
"two-step+refitted",0.2,1250,2500,281,10,0.0731117782738075,0.216163857411295,1,0.00481927710843374
"two-step oracle",0.2,1250,2500,281,10,0.0648752935238284,0,NA,NA
"two-step",0.2,1250,2500,282,10,0.172566195055472,0.00225775574360262,1,0.000401606425702811
"two-step+refitted",0.2,1250,2500,282,10,0.151203826242969,0.073610086392137,1,0.000401606425702811
"two-step oracle",0.2,1250,2500,282,10,0.162459507599627,0,NA,NA
"two-step",0.2,1250,2500,283,10,0.132761034949228,0.051531171283858,1,0.00642570281124498
"two-step+refitted",0.2,1250,2500,283,10,0.109691315666962,0.277027442047736,1,0.00642570281124498
"two-step oracle",0.2,1250,2500,283,10,0.146017683586446,0,NA,NA
"two-step",0.2,1250,2500,284,10,0.0969053809350007,0.101694603912872,1,0.0357429718875502
"two-step+refitted",0.2,1250,2500,284,10,0.0948559159996069,0.394409760032461,1,0.0357429718875502
"two-step oracle",0.2,1250,2500,284,10,0.0967169577976425,0,NA,NA
"two-step",0.2,1250,2500,285,10,0.0796303050473621,0.0319209580651901,1,0.00602409638554217
"two-step+refitted",0.2,1250,2500,285,10,0.0863338215365091,0.19756089611872,1,0.00602409638554217
"two-step oracle",0.2,1250,2500,285,10,0.0957826741520211,0,NA,NA
"two-step",0.2,1250,2500,286,10,0.119881062208433,0.052131892349196,1,0.0152610441767068
"two-step+refitted",0.2,1250,2500,286,10,0.11095837014093,0.265133611778435,1,0.0152610441767068
"two-step oracle",0.2,1250,2500,286,10,0.159460872325518,0,NA,NA
"two-step",0.2,1250,2500,287,10,0.101897244211391,0.0612017888891746,1,0.00843373493975904
"two-step+refitted",0.2,1250,2500,287,10,0.0568084666101202,0.29091200092703,1,0.00843373493975904
"two-step oracle",0.2,1250,2500,287,10,0.0790335068118134,0,NA,NA
"two-step",0.2,1250,2500,288,10,0.121824172848505,0.147077478437707,1,0.0461847389558233
"two-step+refitted",0.2,1250,2500,288,10,0.110695139135404,0.449742077170164,1,0.0461847389558233
"two-step oracle",0.2,1250,2500,288,10,0.087303329894129,0,NA,NA
"two-step",0.2,1250,2500,289,10,0.106538726050343,0.0296405007610876,1,0.00481927710843374
"two-step+refitted",0.2,1250,2500,289,10,0.0996849963204485,0.186374350204175,1,0.00481927710843374
"two-step oracle",0.2,1250,2500,289,10,0.107018682937011,0,NA,NA
"two-step",0.2,1250,2500,28,10,0.196269552236339,0.0457126795787469,1,0.0104417670682731
"two-step+refitted",0.2,1250,2500,28,10,0.173596951890857,0.279830808217527,1,0.0104417670682731
"two-step oracle",0.2,1250,2500,28,10,0.183363792401994,0,NA,NA
"two-step",0.2,1250,2500,290,10,0.190364374758161,0.102393555592787,1,0.0228915662650602
"two-step+refitted",0.2,1250,2500,290,10,0.166681977196891,0.439262474749747,1,0.0228915662650602
"two-step oracle",0.2,1250,2500,290,10,0.162114433536438,0,NA,NA
"two-step",0.2,1250,2500,291,10,0.216955260654189,0.0621681284007903,1,0.0136546184738956
