"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step",0.2,1500,1000,230,10,0.092313811067192,0.0109623583473722,1,0.00707070707070707
"two-step+refitted",0.2,1500,1000,230,10,0.078610025917408,0.14809981458354,1,0.00707070707070707
"two-step oracle",0.2,1500,1000,230,10,0.0883277826671866,0,NA,NA
"two-step",0.2,1500,1000,231,10,0.164835140316116,0.0451179955101601,1,0.0303030303030303
"two-step+refitted",0.2,1500,1000,231,10,0.167553680807228,0.260929279792749,1,0.0303030303030303
"two-step oracle",0.2,1500,1000,231,10,0.168048300471972,0,NA,NA
"two-step",0.2,1500,1000,232,10,0.0907901003828141,0.023791094904739,1,0.0131313131313131
"two-step+refitted",0.2,1500,1000,232,10,0.0643423794214293,0.179404503516687,1,0.0131313131313131
"two-step oracle",0.2,1500,1000,232,10,0.0644194309528446,0,NA,NA
"two-step",0.2,1500,1000,233,10,0.0936404120980502,0.023511472003737,1,0.00606060606060606
"two-step+refitted",0.2,1500,1000,233,10,0.0769373113666263,0.150252433103838,1,0.00606060606060606
"two-step oracle",0.2,1500,1000,233,10,0.101658807822674,0,NA,NA
"two-step",0.2,1500,1000,234,10,0.099663614201061,0.0290201813518064,1,0.0151515151515152
"two-step+refitted",0.2,1500,1000,234,10,0.0821045035786469,0.193083147311136,1,0.0151515151515152
"two-step oracle",0.2,1500,1000,234,10,0.0895932877865021,0,NA,NA
"two-step",0.2,1500,1000,235,10,0.159083491125648,0.0272124793429502,1,0.0141414141414141
"two-step+refitted",0.2,1500,1000,235,10,0.146100429991365,0.215766937891621,1,0.0141414141414141
"two-step oracle",0.2,1500,1000,235,10,0.12310564731912,0,NA,NA
"two-step",0.2,1500,1000,236,10,0.131972545749503,0.0630793786682822,1,0.0252525252525253
"two-step+refitted",0.2,1500,1000,236,10,0.133018772924993,0.253571384994407,1,0.0252525252525253
"two-step oracle",0.2,1500,1000,236,10,0.107243108687846,0,NA,NA
"two-step",0.2,1500,1000,237,10,0.107677239148588,0.0758890246288881,1,0.0404040404040404
"two-step+refitted",0.2,1500,1000,237,10,0.103816407175886,0.288102924253304,1,0.0404040404040404
"two-step oracle",0.2,1500,1000,237,10,0.121510201174858,0,NA,NA
"two-step",0.2,1500,1000,238,10,0.180221606668399,0.0234692616228728,1,0.00808080808080808
"two-step+refitted",0.2,1500,1000,238,10,0.185677156178925,0.151676300756898,1,0.00808080808080808
"two-step oracle",0.2,1500,1000,238,10,0.192064832767408,0,NA,NA
"two-step",0.2,1500,1000,239,10,0.0879602003507815,0.0941308388011786,1,0.0565656565656566
"two-step+refitted",0.2,1500,1000,239,10,0.095509794792591,0.300977880964417,1,0.0565656565656566
"two-step oracle",0.2,1500,1000,239,10,0.083856287194485,0,NA,NA
"two-step",0.2,1500,1000,23,10,0.132717821105541,0.0218320009851214,1,0.00808080808080808
"two-step+refitted",0.2,1500,1000,23,10,0.112663627894704,0.175885200618776,1,0.00808080808080808
"two-step oracle",0.2,1500,1000,23,10,0.117216230919554,0,NA,NA
"two-step",0.2,1500,1000,240,10,0.103613428611903,0.026523156346532,1,0.0131313131313131
"two-step+refitted",0.2,1500,1000,240,10,0.0731763621798831,0.178508828388808,1,0.0131313131313131
"two-step oracle",0.2,1500,1000,240,10,0.076289377172894,0,NA,NA
"two-step",0.2,1500,1000,241,10,0.139442194149737,0.0273610476850016,1,0.0131313131313131
"two-step+refitted",0.2,1500,1000,241,10,0.107378592899537,0.185143677887078,1,0.0131313131313131
"two-step oracle",0.2,1500,1000,241,10,0.113484627879505,0,NA,NA
"two-step",0.2,1500,1000,242,10,0.098415900915801,0.0291926216655527,1,0.00606060606060606
"two-step+refitted",0.2,1500,1000,242,10,0.08065052845861,0.126160874889082,1,0.00606060606060606
"two-step oracle",0.2,1500,1000,242,10,0.0835760089798738,0,NA,NA
"two-step",0.2,1500,1000,243,10,0.1193382744761,0.0223425694284741,1,0.0101010101010101
"two-step+refitted",0.2,1500,1000,243,10,0.109723603846122,0.169072229629665,1,0.0101010101010101
"two-step oracle",0.2,1500,1000,243,10,0.113557337961993,0,NA,NA
"two-step",0.2,1500,1000,244,10,0.158854091624936,0.0130722195149801,1,0.00303030303030303
"two-step+refitted",0.2,1500,1000,244,10,0.143146493238094,0.103636691759015,1,0.00303030303030303
"two-step oracle",0.2,1500,1000,244,10,0.150085271597069,0,NA,NA
"two-step",0.2,1500,1000,245,10,0.126798611136155,0.0264213936430654,1,0.0101010101010101
"two-step+refitted",0.2,1500,1000,245,10,0.121816855490098,0.173056165928724,1,0.0101010101010101
"two-step oracle",0.2,1500,1000,245,10,0.147149389397796,0,NA,NA
"two-step",0.2,1500,1000,246,10,0.129329389416245,0.0367185376971554,1,0.0191919191919192
"two-step+refitted",0.2,1500,1000,246,10,0.110533794304025,0.19466386496973,1,0.0191919191919192
"two-step oracle",0.2,1500,1000,246,10,0.109719259187316,0,NA,NA
"two-step",0.2,1500,1000,247,10,0.103149338555034,0.0578624258560389,1,0.0212121212121212
"two-step+refitted",0.2,1500,1000,247,10,0.10958260534494,0.261410754504704,1,0.0212121212121212
"two-step oracle",0.2,1500,1000,247,10,0.063557392852341,0,NA,NA
"two-step",0.2,1500,1000,248,10,0.0900234319887848,0.0176321274451695,1,0.00707070707070707
"two-step+refitted",0.2,1500,1000,248,10,0.0770670476126874,0.141345499861909,1,0.00707070707070707
"two-step oracle",0.2,1500,1000,248,10,0.0869522209534275,0,NA,NA
"two-step",0.2,1500,1000,249,10,0.164108201000357,0.0138773650092552,1,0.00404040404040404
"two-step+refitted",0.2,1500,1000,249,10,0.157907505334809,0.14789707002787,1,0.00404040404040404
"two-step oracle",0.2,1500,1000,249,10,0.164744214357225,0,NA,NA
"two-step",0.2,1500,1000,24,10,0.0836718853360351,0.110732756083178,1,0.0747474747474747
"two-step+refitted",0.2,1500,1000,24,10,0.0568678962597197,0.329491852965472,1,0.0747474747474747
"two-step oracle",0.2,1500,1000,24,10,0.0563737184909876,0,NA,NA
"two-step",0.2,1500,1000,250,10,0.185005161939848,0.0166073241217043,1,0.00505050505050505
"two-step+refitted",0.2,1500,1000,250,10,0.141639748726491,0.162118098175043,1,0.00505050505050505
"two-step oracle",0.2,1500,1000,250,10,0.126123485565304,0,NA,NA
"two-step",0.2,1500,1000,251,10,0.173652212952267,0.0439483177673621,1,0.0161616161616162
"two-step+refitted",0.2,1500,1000,251,10,0.172549933041118,0.246853712114299,1,0.0161616161616162
"two-step oracle",0.2,1500,1000,251,10,0.166956800237703,0,NA,NA
"two-step",0.2,1500,1000,252,10,0.125009379186945,0.00795659076230039,1,0.00202020202020202
"two-step+refitted",0.2,1500,1000,252,10,0.100745002116408,0.102855946756651,1,0.00202020202020202
"two-step oracle",0.2,1500,1000,252,10,0.11634648417713,0,NA,NA
"two-step",0.2,1500,1000,253,10,0.100107167010612,0.041953619025978,1,0.0282828282828283
"two-step+refitted",0.2,1500,1000,253,10,0.0949450583886215,0.248359698139524,1,0.0282828282828283
"two-step oracle",0.2,1500,1000,253,10,0.0867406549099285,0,NA,NA
"two-step",0.2,1500,1000,254,10,0.0952577315763239,0.026176582362948,1,0.0121212121212121
"two-step+refitted",0.2,1500,1000,254,10,0.102277373608971,0.18355743191959,1,0.0121212121212121
"two-step oracle",0.2,1500,1000,254,10,0.0895243813751441,0,NA,NA
"two-step",0.2,1500,1000,255,10,0.141678176721306,0.0370818671556266,1,0.00909090909090909
"two-step+refitted",0.2,1500,1000,255,10,0.122315437101554,0.213755130713643,1,0.00909090909090909
"two-step oracle",0.2,1500,1000,255,10,0.150435704468201,0,NA,NA
"two-step",0.2,1500,1000,256,10,0.100228964958877,0.0395043995537983,1,0.0202020202020202
"two-step+refitted",0.2,1500,1000,256,10,0.0831754504917372,0.230475200172099,1,0.0202020202020202
"two-step oracle",0.2,1500,1000,256,10,0.0629226598851209,0,NA,NA
"two-step",0.2,1500,1000,257,10,0.112023835194045,0.02585381698935,1,0.0101010101010101
"two-step+refitted",0.2,1500,1000,257,10,0.0857208073053767,0.190393430299157,1,0.0101010101010101
"two-step oracle",0.2,1500,1000,257,10,0.0934037490098611,0,NA,NA
"two-step",0.2,1500,1000,258,10,0.131039907863894,0.063985087117597,1,0.0323232323232323
"two-step+refitted",0.2,1500,1000,258,10,0.126605733715903,0.294188179040054,1,0.0323232323232323
"two-step oracle",0.2,1500,1000,258,10,0.1159302815633,0,NA,NA
"two-step",0.2,1500,1000,259,10,0.0979965283150764,0.0779957945550424,1,0.0343434343434343
"two-step+refitted",0.2,1500,1000,259,10,0.0798085667585238,0.284996290808077,1,0.0343434343434343
"two-step oracle",0.2,1500,1000,259,10,0.0630429221953007,0,NA,NA
"two-step",0.2,1500,1000,25,10,0.128063894936242,0.0434961914115577,1,0.0181818181818182
"two-step+refitted",0.2,1500,1000,25,10,0.0962955245321831,0.234554970931554,1,0.0181818181818182
"two-step oracle",0.2,1500,1000,25,10,0.103921518734094,0,NA,NA
"two-step",0.2,1500,1000,260,10,0.128808032261828,0.0509832010899618,1,0.0343434343434343
"two-step+refitted",0.2,1500,1000,260,10,0.113489078020436,0.270742384382069,1,0.0343434343434343
"two-step oracle",0.2,1500,1000,260,10,0.114939747129499,0,NA,NA
"two-step",0.2,1500,1000,261,10,0.209382802894223,0.0296441970961017,1,0.00909090909090909
"two-step+refitted",0.2,1500,1000,261,10,0.20441307506632,0.183484915912489,1,0.00909090909090909
"two-step oracle",0.2,1500,1000,261,10,0.194096035238974,0,NA,NA
"two-step",0.2,1500,1000,262,10,0.139213778748533,0.0935367945420173,1,0.0474747474747475
"two-step+refitted",0.2,1500,1000,262,10,0.124860038076436,0.346300017122383,1,0.0474747474747475
"two-step oracle",0.2,1500,1000,262,10,0.14106848467583,0,NA,NA
"two-step",0.2,1500,1000,263,10,0.0913268048797381,0.0380664016627862,1,0.0141414141414141
"two-step+refitted",0.2,1500,1000,263,10,0.0744214168892392,0.178782911881914,1,0.0141414141414141
"two-step oracle",0.2,1500,1000,263,10,0.0909571537433058,0,NA,NA
"two-step",0.2,1500,1000,264,10,0.124228632040997,0.0270965274368258,1,0.00707070707070707
"two-step+refitted",0.2,1500,1000,264,10,0.103776991156206,0.147582498416363,1,0.00707070707070707
"two-step oracle",0.2,1500,1000,264,10,0.096028503734043,0,NA,NA
"two-step",0.2,1500,1000,265,10,0.141738529702553,0.0184526149704538,1,0.00303030303030303
"two-step+refitted",0.2,1500,1000,265,10,0.13214749590562,0.105636057823033,1,0.00303030303030303
"two-step oracle",0.2,1500,1000,265,10,0.14286215642561,0,NA,NA
"two-step",0.2,1500,1000,266,10,0.137399684913013,0.0661877050315119,1,0.0272727272727273
"two-step+refitted",0.2,1500,1000,266,10,0.140773816544309,0.241116803713482,1,0.0272727272727273
"two-step oracle",0.2,1500,1000,266,10,0.12628007198517,0,NA,NA
"two-step",0.2,1500,1000,267,10,0.0966410452187177,0.0296531599847925,1,0.00707070707070707
"two-step+refitted",0.2,1500,1000,267,10,0.0829145705842469,0.135347916897058,1,0.00707070707070707
"two-step oracle",0.2,1500,1000,267,10,0.0954045179608327,0,NA,NA
"two-step",0.2,1500,1000,268,10,0.13459063124502,0.038642194767959,1,0.0262626262626263
"two-step+refitted",0.2,1500,1000,268,10,0.140531006866365,0.224414186743209,1,0.0262626262626263
"two-step oracle",0.2,1500,1000,268,10,0.123920056152568,0,NA,NA
"two-step",0.2,1500,1000,269,10,0.0664856593940147,0.073000837593601,1,0.0404040404040404
"two-step+refitted",0.2,1500,1000,269,10,0.0587718847841039,0.261522078080033,1,0.0404040404040404
"two-step oracle",0.2,1500,1000,269,10,0.074122769165323,0,NA,NA
"two-step",0.2,1500,1000,26,10,0.137090032827827,0.0332983941555935,1,0.00707070707070707
"two-step+refitted",0.2,1500,1000,26,10,0.109590318302801,0.167308214308345,1,0.00707070707070707
"two-step oracle",0.2,1500,1000,26,10,0.10722629950213,0,NA,NA
"two-step",0.2,1500,1000,270,10,0.106725010785069,0.0506193239740357,1,0.0242424242424242
"two-step+refitted",0.2,1500,1000,270,10,0.115390583508769,0.22995989335878,1,0.0242424242424242
"two-step oracle",0.2,1500,1000,270,10,0.111812738523081,0,NA,NA
"two-step",0.2,1500,1000,271,10,0.12745074432628,0.0420561545400144,1,0.0131313131313131
"two-step+refitted",0.2,1500,1000,271,10,0.146796027902939,0.192430205329405,1,0.0131313131313131
"two-step oracle",0.2,1500,1000,271,10,0.126949353741892,0,NA,NA
"two-step",0.2,1500,1000,272,10,0.0952675357453596,0.0430793427123056,1,0.0272727272727273
"two-step+refitted",0.2,1500,1000,272,10,0.0910778662940615,0.223917442836,1,0.0272727272727273
"two-step oracle",0.2,1500,1000,272,10,0.094080405291754,0,NA,NA
"two-step",0.2,1500,1000,273,10,0.126011819458687,0.0315427872645373,1,0.0121212121212121
"two-step+refitted",0.2,1500,1000,273,10,0.10356251601456,0.174928666173555,1,0.0121212121212121
"two-step oracle",0.2,1500,1000,273,10,0.119880142066599,0,NA,NA
"two-step",0.2,1500,1000,274,10,0.153652894354751,0.0332627243022232,1,0.0121212121212121
"two-step+refitted",0.2,1500,1000,274,10,0.151909287846581,0.185244611431892,1,0.0121212121212121
"two-step oracle",0.2,1500,1000,274,10,0.171762898417759,0,NA,NA
"two-step",0.2,1500,1000,275,10,0.144959085146094,0.0532413114253434,1,0.0141414141414141
"two-step+refitted",0.2,1500,1000,275,10,0.119486344556439,0.241402227722707,1,0.0141414141414141
"two-step oracle",0.2,1500,1000,275,10,0.108884617003364,0,NA,NA
"two-step",0.2,1500,1000,276,10,0.122934220646607,0.0461327291115887,1,0.0101010101010101
"two-step+refitted",0.2,1500,1000,276,10,0.113527363147034,0.18787066412372,1,0.0101010101010101
"two-step oracle",0.2,1500,1000,276,10,0.105717947123806,0,NA,NA
"two-step",0.2,1500,1000,277,10,0.127378078881685,0.0101084689052638,1,0.00505050505050505
"two-step+refitted",0.2,1500,1000,277,10,0.114753047089268,0.134676045456179,1,0.00505050505050505
"two-step oracle",0.2,1500,1000,277,10,0.0906334167053206,0,NA,NA
"two-step",0.2,1500,1000,278,10,0.12896994736934,0.0243124916246667,1,0.00808080808080808
"two-step+refitted",0.2,1500,1000,278,10,0.109322165618144,0.144003241242094,1,0.00808080808080808
"two-step oracle",0.2,1500,1000,278,10,0.119274055949991,0,NA,NA
"two-step",0.2,1500,1000,279,10,0.11081716218487,0.0906592723826193,1,0.0353535353535354
"two-step+refitted",0.2,1500,1000,279,10,0.0991157090531375,0.294541158021504,1,0.0353535353535354
"two-step oracle",0.2,1500,1000,279,10,0.102641828536596,0,NA,NA
"two-step",0.2,1500,1000,27,10,0.0992482986475255,0.079334999691827,1,0.0505050505050505
"two-step+refitted",0.2,1500,1000,27,10,0.0938628478352092,0.27891453622396,1,0.0505050505050505
"two-step oracle",0.2,1500,1000,27,10,0.105321013919819,0,NA,NA
"two-step",0.2,1500,1000,280,10,0.100205245965543,0.00279292962297669,1,0.00404040404040404
"two-step+refitted",0.2,1500,1000,280,10,0.0951490870812623,0.0897595071217865,1,0.00404040404040404
"two-step oracle",0.2,1500,1000,280,10,0.0794089830588555,0,NA,NA
"two-step",0.2,1500,1000,281,10,0.102100868642397,0.0101910251925232,1,0.00404040404040404
"two-step+refitted",0.2,1500,1000,281,10,0.1089976445451,0.107830513740109,1,0.00404040404040404
"two-step oracle",0.2,1500,1000,281,10,0.0958747920153682,0,NA,NA
"two-step",0.2,1500,1000,282,10,0.096646035394858,0.0165345801776581,1,0.00303030303030303
"two-step+refitted",0.2,1500,1000,282,10,0.0728752061454179,0.101705086240545,1,0.00303030303030303
"two-step oracle",0.2,1500,1000,282,10,0.0970667845915352,0,NA,NA
"two-step",0.2,1500,1000,283,10,0.0902947831593564,0.0244050321159284,1,0.00707070707070707
"two-step+refitted",0.2,1500,1000,283,10,0.0867574425102926,0.123093976710959,1,0.00707070707070707
"two-step oracle",0.2,1500,1000,283,10,0.0769600456074767,0,NA,NA
"two-step",0.2,1500,1000,284,10,0.125012424185444,0.0178373895609083,1,0.00404040404040404
"two-step+refitted",0.2,1500,1000,284,10,0.122580815077623,0.110917404008192,1,0.00404040404040404
"two-step oracle",0.2,1500,1000,284,10,0.116417314350524,0,NA,NA
"two-step",0.2,1500,1000,285,10,0.142837938926921,0.0305264082508956,1,0.00808080808080808
"two-step+refitted",0.2,1500,1000,285,10,0.114301263359326,0.171411231890697,1,0.00808080808080808
"two-step oracle",0.2,1500,1000,285,10,0.0970010384155358,0,NA,NA
"two-step",0.2,1500,1000,286,10,0.0926201392748479,0.0364036468860295,1,0.0121212121212121
"two-step+refitted",0.2,1500,1000,286,10,0.0814311575007902,0.206795450270529,1,0.0121212121212121
"two-step oracle",0.2,1500,1000,286,10,0.0956690067844394,0,NA,NA
"two-step",0.2,1500,1000,287,10,0.175713998014111,0.0219797178445489,1,0.00505050505050505
"two-step+refitted",0.2,1500,1000,287,10,0.150113203488478,0.136774991533596,1,0.00505050505050505
"two-step oracle",0.2,1500,1000,287,10,0.165618281245232,0,NA,NA
"two-step",0.2,1500,1000,288,10,0.102102348343238,0.0422802025414122,1,0.0111111111111111
"two-step+refitted",0.2,1500,1000,288,10,0.076032749633217,0.20020534347804,1,0.0111111111111111
"two-step oracle",0.2,1500,1000,288,10,0.0859181628790894,0,NA,NA
"two-step",0.2,1500,1000,289,10,0.117729936015597,0.0864571261890361,1,0.0333333333333333
"two-step+refitted",0.2,1500,1000,289,10,0.113388319646714,0.314510190637156,1,0.0333333333333333
"two-step oracle",0.2,1500,1000,289,10,0.105103849656273,0,NA,NA
"two-step",0.2,1500,1000,28,10,0.123316904733709,0.0612189146443235,1,0.0373737373737374
"two-step+refitted",0.2,1500,1000,28,10,0.0954351401065456,0.28206239232032,1,0.0373737373737374
"two-step oracle",0.2,1500,1000,28,10,0.0891933885607106,0,NA,NA
"two-step",0.2,1500,1000,290,10,0.127267208139164,0.032419737196413,1,0.0161616161616162
"two-step+refitted",0.2,1500,1000,290,10,0.104899762835099,0.221959910678124,1,0.0161616161616162
"two-step oracle",0.2,1500,1000,290,10,0.125910433027104,0,NA,NA
"two-step",0.2,1500,1000,291,10,0.110774564214399,0.0280239838966554,1,0.0121212121212121
"two-step+refitted",0.2,1500,1000,291,10,0.10297310051326,0.157099387181646,1,0.0121212121212121
"two-step oracle",0.2,1500,1000,291,10,0.144580336268366,0,NA,NA
"two-step",0.2,1500,1000,292,10,0.131600280171409,0.0180474621206477,1,0.00909090909090909
"two-step+refitted",0.2,1500,1000,292,10,0.109809498408719,0.151079153947692,1,0.00909090909090909
"two-step oracle",0.2,1500,1000,292,10,0.105307670110626,0,NA,NA
"two-step",0.2,1500,1000,293,10,0.107023216106693,0.0358896519516971,1,0.0111111111111111
"two-step+refitted",0.2,1500,1000,293,10,0.0858725088753678,0.21987770334092,1,0.0111111111111111
"two-step oracle",0.2,1500,1000,293,10,0.106408339358931,0,NA,NA
"two-step",0.2,1500,1000,294,10,0.111621946776625,0.0420053160976115,1,0.0111111111111111
"two-step+refitted",0.2,1500,1000,294,10,0.0809841959814966,0.189573710986901,1,0.0111111111111111
"two-step oracle",0.2,1500,1000,294,10,0.0914043079905137,0,NA,NA
"two-step",0.2,1500,1000,295,10,0.120176073928105,0.0429272102000887,1,0.0202020202020202
"two-step+refitted",0.2,1500,1000,295,10,0.119289665838747,0.241083702472344,1,0.0202020202020202
"two-step oracle",0.2,1500,1000,295,10,0.117146153171217,0,NA,NA
"two-step",0.2,1500,1000,296,10,0.100232231330062,0.0151000692111717,1,0.00707070707070707
"two-step+refitted",0.2,1500,1000,296,10,0.0873508043321455,0.136305562569325,1,0.00707070707070707
"two-step oracle",0.2,1500,1000,296,10,0.0800710272309593,0,NA,NA
"two-step",0.2,1500,1000,297,10,0.123601639926469,0.0409258659736932,1,0.00202020202020202
"two-step+refitted",0.2,1500,1000,297,10,0.107012876426718,0.120626271166854,1,0.00202020202020202
"two-step oracle",0.2,1500,1000,297,10,0.138432290970874,0,NA,NA
"two-step",0.2,1500,1000,298,10,0.148290488171058,0.072434167571607,1,0.0313131313131313
"two-step+refitted",0.2,1500,1000,298,10,0.154374485589403,0.27583591834794,1,0.0313131313131313
"two-step oracle",0.2,1500,1000,298,10,0.171960149658078,0,NA,NA
"two-step",0.2,1500,1000,299,10,0.0828293445348663,0.0437693894890455,1,0.0161616161616162
"two-step+refitted",0.2,1500,1000,299,10,0.106399821575222,0.216672201503201,1,0.0161616161616162
"two-step oracle",0.2,1500,1000,299,10,0.0765738756733319,0,NA,NA
"two-step",0.2,1500,1000,29,10,0.148738007623605,0.0665052506314337,1,0.0383838383838384
"two-step+refitted",0.2,1500,1000,29,10,0.137571619133417,0.271910992742276,1,0.0383838383838384
"two-step oracle",0.2,1500,1000,29,10,0.166453449642723,0,NA,NA
"two-step",0.2,1500,1000,2,10,0.100116714872679,0.0387773204630695,1,0.0262626262626263
"two-step+refitted",0.2,1500,1000,2,10,0.0963699273728444,0.210930367615833,1,0.0262626262626263
"two-step oracle",0.2,1500,1000,2,10,0.0883101803590346,0,NA,NA
"two-step",0.2,1500,1000,300,10,0.14994441894242,0.0463047179370165,1,0.0222222222222222
"two-step+refitted",0.2,1500,1000,300,10,0.135669598792579,0.247721027044667,1,0.0222222222222222
"two-step oracle",0.2,1500,1000,300,10,0.148130854082394,0,NA,NA
"two-step",0.2,1500,1000,301,10,0.135727860402066,0.0101754279331118,1,0.00404040404040404
"two-step+refitted",0.2,1500,1000,301,10,0.10199001413637,0.111441692664052,1,0.00404040404040404
"two-step oracle",0.2,1500,1000,301,10,0.104476629987425,0,NA,NA
"two-step",0.2,1500,1000,302,10,0.0995784131099304,0.0490064926994465,1,0.0151515151515152
"two-step+refitted",0.2,1500,1000,302,10,0.0992127707405302,0.182259985900399,1,0.0151515151515152
"two-step oracle",0.2,1500,1000,302,10,0.111502315853858,0,NA,NA
"two-step",0.2,1500,1000,303,10,0.162565753775881,0.0255140322478601,1,0.0111111111111111
"two-step+refitted",0.2,1500,1000,303,10,0.141901212694899,0.179487329857799,1,0.0111111111111111
"two-step oracle",0.2,1500,1000,303,10,0.158882445974329,0,NA,NA
"two-step",0.2,1500,1000,304,10,0.153507142616256,0.0493998113229459,1,0.0212121212121212
"two-step+refitted",0.2,1500,1000,304,10,0.128987957943366,0.254567753795059,1,0.0212121212121212
"two-step oracle",0.2,1500,1000,304,10,0.161174199967974,0,NA,NA
"two-step",0.2,1500,1000,305,10,0.117320911234476,0.0169556982893843,1,0.00202020202020202
"two-step+refitted",0.2,1500,1000,305,10,0.0793677128891559,0.0940962726118974,1,0.00202020202020202
"two-step oracle",0.2,1500,1000,305,10,0.0952643703188075,0,NA,NA
"two-step",0.2,1500,1000,306,10,0.0976102432021263,0.0742373634458908,1,0.0474747474747475
"two-step+refitted",0.2,1500,1000,306,10,0.0787141083876659,0.307026546310887,1,0.0474747474747475
"two-step oracle",0.2,1500,1000,306,10,0.0834866539526702,0,NA,NA
"two-step",0.2,1500,1000,307,10,0.163876216156631,0.0365278908465116,1,0.0171717171717172
"two-step+refitted",0.2,1500,1000,307,10,0.13716704210507,0.205414485082281,1,0.0171717171717172
"two-step oracle",0.2,1500,1000,307,10,0.146393431149006,0,NA,NA
"two-step",0.2,1500,1000,308,10,0.0940049116103554,0.0541243326512441,1,0.0343434343434343
"two-step+refitted",0.2,1500,1000,308,10,0.07592770166077,0.241571790492496,1,0.0343434343434343
"two-step oracle",0.2,1500,1000,308,10,0.0942572719495689,0,NA,NA
"two-step",0.2,1500,1000,309,10,0.125058412961495,0.094256398361057,1,0.0343434343434343
"two-step+refitted",0.2,1500,1000,309,10,0.12879543833616,0.308148463223028,1,0.0343434343434343
"two-step oracle",0.2,1500,1000,309,10,0.129007507136993,0,NA,NA
"two-step",0.2,1500,1000,30,10,0.134994717557365,0.0120523130667848,1,0.00404040404040404
"two-step+refitted",0.2,1500,1000,30,10,0.113145970270579,0.104236179089996,1,0.00404040404040404
"two-step oracle",0.2,1500,1000,30,10,0.0996822610420037,0,NA,NA
"two-step",0.2,1500,1000,310,10,0.0673053990982357,0.0546259674472327,1,0.0232323232323232
"two-step+refitted",0.2,1500,1000,310,10,0.0440433094455683,0.227143483216148,1,0.0232323232323232
"two-step oracle",0.2,1500,1000,310,10,0.0644188829256557,0,NA,NA
"two-step",0.2,1500,1000,311,10,0.109433816012329,0.0429594360488988,1,0.0171717171717172
"two-step+refitted",0.2,1500,1000,311,10,0.116427933359084,0.215375544153129,1,0.0171717171717172
"two-step oracle",0.2,1500,1000,311,10,0.113245962457228,0,NA,NA
"two-step",0.2,1500,1000,312,10,0.120751504725503,0.0222354232964627,1,0.0151515151515152
"two-step+refitted",0.2,1500,1000,312,10,0.0843480737529061,0.184924943163336,1,0.0151515151515152
"two-step oracle",0.2,1500,1000,312,10,0.088064849819502,0,NA,NA
"two-step",0.2,1500,1000,313,10,0.158884278525858,0.0707531494448963,1,0.0272727272727273
"two-step+refitted",0.2,1500,1000,313,10,0.162350272898353,0.264091226757991,1,0.0272727272727273
"two-step oracle",0.2,1500,1000,313,10,0.15057017712234,0,NA,NA
"two-step",0.2,1500,1000,314,10,0.0528491218550115,0.07911694844618,1,0.0313131313131313
"two-step+refitted",0.2,1500,1000,314,10,0.0538734972096128,0.276326305032713,1,0.0313131313131313
"two-step oracle",0.2,1500,1000,314,10,0.0479945183822488,0,NA,NA
"two-step",0.2,1500,1000,315,10,0.0931130785633302,0.0786888600753078,1,0.0515151515151515
"two-step+refitted",0.2,1500,1000,315,10,0.0938155895390685,0.294685588254029,1,0.0515151515151515
"two-step oracle",0.2,1500,1000,315,10,0.0633709529527602,0,NA,NA
"two-step",0.2,1500,1000,316,10,0.12824130681463,0.0292251192157072,1,0.0121212121212121
"two-step+refitted",0.2,1500,1000,316,10,0.101208330727607,0.164789899984813,1,0.0121212121212121
"two-step oracle",0.2,1500,1000,316,10,0.114379230584016,0,NA,NA
"two-step",0.2,1500,1000,317,10,0.115286943899329,0.050084043452373,1,0.0333333333333333
"two-step+refitted",0.2,1500,1000,317,10,0.110032526079772,0.233159363360891,1,0.0333333333333333
"two-step oracle",0.2,1500,1000,317,10,0.0918539412735741,0,NA,NA
"two-step",0.2,1500,1000,318,10,0.0876160320432306,0.0366617169032438,1,0.0111111111111111
"two-step+refitted",0.2,1500,1000,318,10,0.057866202532664,0.199278207024114,1,0.0111111111111111
"two-step oracle",0.2,1500,1000,318,10,0.0627855411428303,0,NA,NA
"two-step",0.2,1500,1000,319,10,0.098761284426952,0.0473292249429408,1,0.00606060606060606
"two-step+refitted",0.2,1500,1000,319,10,0.0781393434682484,0.162340646367,1,0.00606060606060606
"two-step oracle",0.2,1500,1000,319,10,0.107145757780912,0,NA,NA
"two-step",0.2,1500,1000,31,10,0.114614920235735,0.0618845612101942,1,0.0252525252525253
"two-step+refitted",0.2,1500,1000,31,10,0.0991182584518332,0.231712083310139,1,0.0252525252525253
"two-step oracle",0.2,1500,1000,31,10,0.0935679122439543,0,NA,NA
"two-step",0.2,1500,1000,320,10,0.133344550532096,0.0862273559817291,1,0.0626262626262626
"two-step+refitted",0.2,1500,1000,320,10,0.120863108325816,0.294317766788071,1,0.0626262626262626
"two-step oracle",0.2,1500,1000,320,10,0.131400924875352,0,NA,NA
"two-step",0.2,1500,1000,321,10,0.139367558488534,0.0753947543633625,1,0.0434343434343434
"two-step+refitted",0.2,1500,1000,321,10,0.127112790017015,0.339358682579375,1,0.0434343434343434
"two-step oracle",0.2,1500,1000,321,10,0.137578217254522,0,NA,NA
"two-step",0.2,1500,1000,322,10,0.0823644095721748,0.0339089002497355,1,0.0131313131313131
"two-step+refitted",0.2,1500,1000,322,10,0.070193505898005,0.197254166642354,1,0.0131313131313131
