"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step oracle",0.05,10000,1000,291,10,0.00806245938928757,NA,NA
"glmnet",0.05,10000,1000,291,10,0.0484563582469614,1,0
"two-step",0.05,10000,1000,292,10,0.0636661368056309,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,10000,1000,292,10,0.333775243103799,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,292,10,0.00753789685227366,NA,NA
"glmnet",0.05,10000,1000,292,10,0.0437190684917885,1,0.00101010101010101
"two-step",0.05,10000,1000,293,10,0.0520122490056198,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,293,10,0.264040404454091,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,293,10,0.0111228155823511,NA,NA
"glmnet",0.05,10000,1000,293,10,0.0504496970195135,1,0
"two-step",0.05,10000,1000,294,10,0.110776993804387,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,294,10,0.427893089063692,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,294,10,0.00841663855729059,NA,NA
"glmnet",0.05,10000,1000,294,10,0.0424289856525724,1,0
"two-step",0.05,10000,1000,295,10,0.0628356005187903,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,295,10,0.28024897063792,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,295,10,0.00828810482414818,NA,NA
"glmnet",0.05,10000,1000,295,10,0.0465647609863615,1,0
"two-step",0.05,10000,1000,296,10,0.0361248459246781,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,296,10,0.238140087637285,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,296,10,0.00802211883501319,NA,NA
"glmnet",0.05,10000,1000,296,10,0.0475430225125505,1,0
"two-step",0.05,10000,1000,297,10,0.0713369145240993,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,297,10,0.305034961543762,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,297,10,0.0117630230124826,NA,NA
"glmnet",0.05,10000,1000,297,10,0.0526335183401654,1,0
"two-step",0.05,10000,1000,298,10,0.0566997398045713,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,298,10,0.254644164120989,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,298,10,0.0108315368935657,NA,NA
"glmnet",0.05,10000,1000,298,10,0.0551504557187535,1,0
"two-step",0.05,10000,1000,299,10,0.0695523412366892,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,299,10,0.29085075056553,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,299,10,0.00566013290193573,NA,NA
"glmnet",0.05,10000,1000,299,10,0.0357798130784587,1,0.00101010101010101
"two-step",0.05,10000,1000,2,10,0.0536079122458062,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,2,10,0.307804509919742,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,2,10,0.00901713842936903,NA,NA
"glmnet",0.05,10000,1000,2,10,0.0409021212262078,1,0
"two-step",0.05,10000,1000,300,10,0.0860047193647522,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,300,10,0.273232452851617,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,300,10,0.0125186561823021,NA,NA
"glmnet",0.05,10000,1000,300,10,0.0471241241847955,1,0
"two-step",0.05,10000,1000,301,10,0.0992660166886385,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,10000,1000,301,10,0.417987553649865,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,301,10,0.00955975006184861,NA,NA
"glmnet",0.05,10000,1000,301,10,0.0474775985113752,1,0
"two-step",0.05,10000,1000,302,10,0.0864316286537334,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,10000,1000,302,10,0.342471030476499,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,302,10,0.00916724520357583,NA,NA
"glmnet",0.05,10000,1000,302,10,0.0478235851485463,1,0.00101010101010101
"two-step",0.05,10000,1000,303,10,0.0603408834250392,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,303,10,0.309708599439292,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,303,10,0.00777550792554093,NA,NA
"glmnet",0.05,10000,1000,303,10,0.0524298428625073,1,0
"two-step",0.05,10000,1000,304,10,0.0962789637699142,1,0.0484848484848485
"two-step+Adaptive Lasso",0.05,10000,1000,304,10,0.426863303310274,1,0.0454545454545455
"two-step oracle",0.05,10000,1000,304,10,0.00766557349361281,NA,NA
"glmnet",0.05,10000,1000,304,10,0.0388243706079379,1,0.00101010101010101
"two-step",0.05,10000,1000,305,10,0.0595823491731783,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,305,10,0.276356426836014,1,0.0222222222222222
"two-step oracle",0.05,10000,1000,305,10,0.0106903329879629,NA,NA
"glmnet",0.05,10000,1000,305,10,0.0492498813500773,1,0
"two-step",0.05,10000,1000,306,10,0.0569513683869746,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,306,10,0.251673272759349,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,306,10,0.00927150138899614,NA,NA
"glmnet",0.05,10000,1000,306,10,0.0530716043000429,1,0
"two-step",0.05,10000,1000,307,10,0.0836875816184349,1,0.0363636363636364
"two-step+Adaptive Lasso",0.05,10000,1000,307,10,0.338397763739172,1,0.0363636363636364
"two-step oracle",0.05,10000,1000,307,10,0.01348307995052,NA,NA
"glmnet",0.05,10000,1000,307,10,0.0459969057369271,1,0
"two-step",0.05,10000,1000,308,10,0.048589622519632,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,308,10,0.288572318154917,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,308,10,0.0106598051113445,NA,NA
"glmnet",0.05,10000,1000,308,10,0.0497111543682872,1,0
"two-step",0.05,10000,1000,30,10,0.0433536604506224,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,30,10,0.238849409196314,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,30,10,0.00516465145799192,NA,NA
"glmnet",0.05,10000,1000,30,10,0.0446098206587194,1,0
"two-step",0.05,10000,1000,310,10,0.0560874859774329,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,310,10,0.244301651830752,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,310,10,0.0086351701065113,NA,NA
"glmnet",0.05,10000,1000,310,10,0.0522942140727353,1,0
"two-step",0.05,10000,1000,311,10,0.05392857713758,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,311,10,0.274199701938843,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,311,10,0.0103458432045028,NA,NA
"glmnet",0.05,10000,1000,311,10,0.0466169489352294,1,0
"two-step",0.05,10000,1000,312,10,0.048369527699037,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,312,10,0.248895597366024,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,312,10,0.00854254238497584,NA,NA
"glmnet",0.05,10000,1000,312,10,0.0445458646563032,1,0
"two-step",0.05,10000,1000,313,10,0.0472213429447214,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,313,10,0.239133749768509,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,313,10,0.00641073614020982,NA,NA
"glmnet",0.05,10000,1000,313,10,0.0559740882494131,1,0
"two-step",0.05,10000,1000,314,10,0.0711819448085135,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,314,10,0.27829895512266,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,314,10,0.00999012724377267,NA,NA
"glmnet",0.05,10000,1000,314,10,0.0501449442382772,1,0
"two-step",0.05,10000,1000,315,10,0.0523739128360023,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,315,10,0.240448773337796,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,315,10,0.00829039461124159,NA,NA
"glmnet",0.05,10000,1000,315,10,0.0406164092978544,1,0
"two-step",0.05,10000,1000,316,10,0.0525050995239397,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,10000,1000,316,10,0.247727664822869,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,316,10,0.00829380683246658,NA,NA
"glmnet",0.05,10000,1000,316,10,0.0469779923638491,1,0
"two-step",0.05,10000,1000,317,10,0.0665862379539711,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,317,10,0.277907522971586,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,317,10,0.0102443911509549,NA,NA
"glmnet",0.05,10000,1000,317,10,0.0538780626428459,1,0
"two-step",0.05,10000,1000,318,10,0.143327971687769,1,0.0292929292929293
"two-step+Adaptive Lasso",0.05,10000,1000,318,10,0.451979808580067,1,0.0292929292929293
"two-step oracle",0.05,10000,1000,318,10,0.00890843140932659,NA,NA
"glmnet",0.05,10000,1000,318,10,0.0503205337092286,1,0
"two-step",0.05,10000,1000,319,10,0.113317806102555,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,319,10,0.432674482759225,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,319,10,0.00828700210564236,NA,NA
"glmnet",0.05,10000,1000,319,10,0.0490045135887508,1,0
"two-step",0.05,10000,1000,31,10,0.047492141516346,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,31,10,0.254807215765393,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,31,10,0.0129603127518372,NA,NA
"glmnet",0.05,10000,1000,31,10,0.0512160736278141,1,0
"two-step",0.05,10000,1000,321,10,0.0530442222621488,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,321,10,0.341892976017669,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,321,10,0.0091234522780947,NA,NA
"glmnet",0.05,10000,1000,321,10,0.0368409667127585,1,0
"two-step",0.05,10000,1000,323,10,0.0541505137246279,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,323,10,0.298089658644186,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,323,10,0.0104562830698992,NA,NA
"glmnet",0.05,10000,1000,323,10,0.0457899555433038,1,0
"two-step",0.05,10000,1000,325,10,0.0711663897674148,1,0.0171717171717172
"two-step+Adaptive Lasso",0.05,10000,1000,325,10,0.337719863896151,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,325,10,0.00687610703833925,NA,NA
"glmnet",0.05,10000,1000,325,10,0.0519769975306473,1,0
"two-step",0.05,10000,1000,32,10,0.0537354362773289,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,32,10,0.266081012302288,1,0.0222222222222222
"two-step oracle",0.05,10000,1000,32,10,0.00773775796835126,NA,NA
"glmnet",0.05,10000,1000,32,10,0.0351604268574297,1,0.00303030303030303
"two-step",0.05,10000,1000,330,10,0.0686108315459718,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,330,10,0.301435404243079,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,330,10,0.0131479233949872,NA,NA
"glmnet",0.05,10000,1000,330,10,0.05243942345655,1,0
"two-step",0.05,10000,1000,331,10,0.0874280543058578,1,0.0272727272727273
"two-step+Adaptive Lasso",0.05,10000,1000,331,10,0.370431312374185,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,331,10,0.00798093975392209,NA,NA
"glmnet",0.05,10000,1000,331,10,0.0468530441257918,1,0
"two-step",0.05,10000,1000,336,10,0.0889601735333381,1,0.0303030303030303
"two-step+Adaptive Lasso",0.05,10000,1000,336,10,0.36439211691466,1,0.0292929292929293
"two-step oracle",0.05,10000,1000,336,10,0.0120653049006027,NA,NA
"glmnet",0.05,10000,1000,336,10,0.040960784453031,1,0
"two-step",0.05,10000,1000,338,10,0.0534236673390141,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,338,10,0.260472266377519,1,0.00707070707070707
"two-step oracle",0.05,10000,1000,338,10,0.0069144462266532,NA,NA
"glmnet",0.05,10000,1000,338,10,0.0465116687930033,1,0
"two-step",0.05,10000,1000,339,10,0.0437977436351662,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,339,10,0.251437147519224,1,0.0131313131313131
"two-step oracle",0.05,10000,1000,339,10,0.0124720011081184,NA,NA
"glmnet",0.05,10000,1000,339,10,0.0458805399524338,1,0
"two-step",0.05,10000,1000,33,10,0.0735704800268547,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,33,10,0.271861953450928,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,33,10,0.00764799099444906,NA,NA
"glmnet",0.05,10000,1000,33,10,0.0470742967753514,1,0
"two-step",0.05,10000,1000,340,10,0.0397691788276268,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,340,10,0.224290083558226,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,340,10,0.0104881994916703,NA,NA
"glmnet",0.05,10000,1000,340,10,0.0520506862580935,1,0
"two-step",0.05,10000,1000,341,10,0.0871248188074833,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,341,10,0.328325019333683,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,341,10,0.0138024963758178,NA,NA
"glmnet",0.05,10000,1000,341,10,0.0600130006205666,1,0
"two-step",0.05,10000,1000,342,10,0.0692625714697252,1,0.0242424242424242
"two-step+Adaptive Lasso",0.05,10000,1000,342,10,0.342406486463165,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,342,10,0.00610201875645479,NA,NA
"glmnet",0.05,10000,1000,342,10,0.0511605213877268,1,0
"two-step",0.05,10000,1000,343,10,0.0703175946816781,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,343,10,0.274190669830039,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,343,10,0.00952551332249452,NA,NA
"glmnet",0.05,10000,1000,343,10,0.052971929839701,1,0
"two-step",0.05,10000,1000,344,10,0.0392449834847231,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,344,10,0.201436223239977,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,344,10,0.00957306099937631,NA,NA
"glmnet",0.05,10000,1000,344,10,0.0454781020091912,1,0
"two-step",0.05,10000,1000,345,10,0.0453336521375069,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,345,10,0.203220009748949,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,345,10,0.0112374869699566,NA,NA
"glmnet",0.05,10000,1000,345,10,0.0553215229411461,1,0
"two-step",0.05,10000,1000,346,10,0.0465275195906825,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,346,10,0.225076878506554,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,346,10,0.0110653591708017,NA,NA
"glmnet",0.05,10000,1000,346,10,0.0470770621204025,1,0
"two-step",0.05,10000,1000,347,10,0.107728909747587,1,0.0444444444444444
"two-step+Adaptive Lasso",0.05,10000,1000,347,10,0.400973759786021,1,0.0414141414141414
"two-step oracle",0.05,10000,1000,347,10,0.00910156269182601,NA,NA
"glmnet",0.05,10000,1000,347,10,0.0465584616871516,1,0
"two-step",0.05,10000,1000,348,10,0.107020019740772,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,348,10,0.344202070728237,1,0.0151515151515152
"two-step oracle",0.05,10000,1000,348,10,0.00862288078624576,NA,NA
"glmnet",0.05,10000,1000,348,10,0.0462412127766686,1,0
"two-step",0.05,10000,1000,349,10,0.0386813985842253,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,349,10,0.239329552265145,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,349,10,0.0095739678656382,NA,NA
"glmnet",0.05,10000,1000,349,10,0.0408262756178825,1,0
"two-step",0.05,10000,1000,350,10,0.0962184125472948,1,0.0424242424242424
"two-step+Adaptive Lasso",0.05,10000,1000,350,10,0.38542035425218,1,0.0393939393939394
"two-step oracle",0.05,10000,1000,350,10,0.00905718351836738,NA,NA
"glmnet",0.05,10000,1000,350,10,0.0445175407536667,1,0
"two-step",0.05,10000,1000,351,10,0.0658386401712473,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,351,10,0.3328736593255,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,351,10,0.00847194233761238,NA,NA
"glmnet",0.05,10000,1000,351,10,0.0481077494646425,1,0
"two-step",0.05,10000,1000,352,10,0.103953219106918,1,0.0323232323232323
"two-step+Adaptive Lasso",0.05,10000,1000,352,10,0.431562905327819,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,352,10,0.0149045208986892,NA,NA
"glmnet",0.05,10000,1000,352,10,0.0446640061906281,1,0
"two-step",0.05,10000,1000,353,10,0.0541615016636961,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,353,10,0.277004630730723,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,353,10,0.00546079978441863,NA,NA
"glmnet",0.05,10000,1000,353,10,0.0492481965224365,1,0
"two-step",0.05,10000,1000,354,10,0.0374499723819925,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,10000,1000,354,10,0.194723728705849,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,354,10,0.0103740129244498,NA,NA
"glmnet",0.05,10000,1000,354,10,0.0433107833253071,1,0
"two-step",0.05,10000,1000,355,10,0.0497523010210977,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,355,10,0.242460166762498,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,355,10,0.0131944243075757,NA,NA
"glmnet",0.05,10000,1000,355,10,0.0436990979040204,1,0
"two-step",0.05,10000,1000,356,10,0.0651716949814801,1,0.0353535353535354
"two-step+Adaptive Lasso",0.05,10000,1000,356,10,0.356498263225365,1,0.0333333333333333
"two-step oracle",0.05,10000,1000,356,10,0.00968932702006905,NA,NA
"glmnet",0.05,10000,1000,356,10,0.0426380668429068,1,0
"two-step",0.05,10000,1000,357,10,0.110664081301373,1,0.0434343434343434
"two-step+Adaptive Lasso",0.05,10000,1000,357,10,0.406615505593558,1,0.0393939393939394
"two-step oracle",0.05,10000,1000,357,10,0.0139038710972102,NA,NA
"glmnet",0.05,10000,1000,357,10,0.0472116303300606,1,0
"two-step",0.05,10000,1000,358,10,0.0428951540915738,1,0.00808080808080808
"two-step+Adaptive Lasso",0.05,10000,1000,358,10,0.194217399505649,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,358,10,0.00840654633660543,NA,NA
"glmnet",0.05,10000,1000,358,10,0.0458056397345393,1,0
"two-step",0.05,10000,1000,359,10,0.0618720060338186,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,10000,1000,359,10,0.282520298122832,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,359,10,0.00751417407798768,NA,NA
"glmnet",0.05,10000,1000,359,10,0.041623149869898,1,0
"two-step",0.05,10000,1000,360,10,0.0646808449364059,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,10000,1000,360,10,0.321479617556698,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,360,10,0.00658198765152915,NA,NA
"glmnet",0.05,10000,1000,360,10,0.0404613735052812,1,0
"two-step",0.05,10000,1000,361,10,0.0921421045749288,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,361,10,0.350057937584574,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,361,10,0.00949105929106645,NA,NA
"glmnet",0.05,10000,1000,361,10,0.0491126268671918,1,0
"two-step",0.05,10000,1000,362,10,0.0817138993558606,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,10000,1000,362,10,0.327758109249364,1,0.0191919191919192
"two-step oracle",0.05,10000,1000,362,10,0.00675518865538414,NA,NA
"glmnet",0.05,10000,1000,362,10,0.0406335364953514,1,0.00101010101010101
"two-step",0.05,10000,1000,363,10,0.0657712507160818,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,363,10,0.287644922955751,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,363,10,0.00807520770675503,NA,NA
"glmnet",0.05,10000,1000,363,10,0.0442512917677954,1,0
"two-step",0.05,10000,1000,364,10,0.0804085002139135,1,0.0555555555555556
"two-step+Adaptive Lasso",0.05,10000,1000,364,10,0.361621934057789,1,0.0515151515151515
"two-step oracle",0.05,10000,1000,364,10,0.00891592493265559,NA,NA
"glmnet",0.05,10000,1000,364,10,0.051624179400727,1,0
"two-step",0.05,10000,1000,365,10,0.0676444470311764,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,365,10,0.338637724633296,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,365,10,0.0104320768309511,NA,NA
"glmnet",0.05,10000,1000,365,10,0.0506224419071168,1,0
"two-step",0.05,10000,1000,366,10,0.071189072529068,1,0.0111111111111111
"two-step+Adaptive Lasso",0.05,10000,1000,366,10,0.315673391062325,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,366,10,0.0100559466771187,NA,NA
"glmnet",0.05,10000,1000,366,10,0.0458239704064221,1,0
"two-step",0.05,10000,1000,367,10,0.0721874155364938,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,10000,1000,367,10,0.319713224394915,1,0.0232323232323232
"two-step oracle",0.05,10000,1000,367,10,0.0119894602470794,NA,NA
"glmnet",0.05,10000,1000,367,10,0.0495174366780708,1,0
"two-step",0.05,10000,1000,368,10,0.105657000170984,1,0.0313131313131313
"two-step+Adaptive Lasso",0.05,10000,1000,368,10,0.391926000721103,1,0.0303030303030303
"two-step oracle",0.05,10000,1000,368,10,0.00761885904194777,NA,NA
"glmnet",0.05,10000,1000,368,10,0.0426441880904294,1,0
"two-step",0.05,10000,1000,369,10,0.075648804224677,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,369,10,0.335378396088407,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,369,10,0.0120190552124828,NA,NA
"glmnet",0.05,10000,1000,369,10,0.0435346745595592,1,0
"two-step",0.05,10000,1000,36,10,0.0646199492522239,1,0.0222222222222222
"two-step+Adaptive Lasso",0.05,10000,1000,36,10,0.327064664013693,1,0.0222222222222222
"two-step oracle",0.05,10000,1000,36,10,0.0102369888965594,NA,NA
"glmnet",0.05,10000,1000,36,10,0.0443022393597968,1,0
"two-step",0.05,10000,1000,370,10,0.0402829861551357,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,370,10,0.134077303508578,1,0
"two-step oracle",0.05,10000,1000,370,10,0.00932505028935106,NA,NA
"glmnet",0.05,10000,1000,370,10,0.0452008282814204,1,0
"two-step",0.05,10000,1000,372,10,0.0657437223859832,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,10000,1000,372,10,0.293249664087502,1,0.0121212121212121
"two-step oracle",0.05,10000,1000,372,10,0.00921385951536894,NA,NA
"glmnet",0.05,10000,1000,372,10,0.043091865148842,1,0
"two-step",0.05,10000,1000,373,10,0.0996657428515145,1,0.0222222222222222
"two-step+Adaptive Lasso",0.05,10000,1000,373,10,0.3654676362018,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,373,10,0.0117441741239722,NA,NA
"glmnet",0.05,10000,1000,373,10,0.0396330578025236,1,0
"two-step",0.05,10000,1000,374,10,0.100090834845054,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,10000,1000,374,10,0.356717737886311,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,374,10,0.0118329042062305,NA,NA
"glmnet",0.05,10000,1000,374,10,0.0402069536546997,1,0
"two-step",0.05,10000,1000,375,10,0.0972631844792698,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,10000,1000,375,10,0.379557568444947,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,375,10,0.00612531219625903,NA,NA
"glmnet",0.05,10000,1000,375,10,0.0453794639232648,1,0
"two-step",0.05,10000,1000,378,10,0.111971758465933,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,378,10,0.391930663366996,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,378,10,0.00929460028302927,NA,NA
"glmnet",0.05,10000,1000,378,10,0.0397602143710502,1,0
"two-step",0.05,10000,1000,379,10,0.0571224564326166,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,379,10,0.242213482002283,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,379,10,0.00897772079570166,NA,NA
"glmnet",0.05,10000,1000,379,10,0.0485321822049221,1,0
"two-step",0.05,10000,1000,37,10,0.0691522205280582,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,37,10,0.312449482830671,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,37,10,0.00928677540059348,NA,NA
"glmnet",0.05,10000,1000,37,10,0.0471851131339087,1,0
"two-step",0.05,10000,1000,381,10,0.0743824458143991,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,381,10,0.360544560951724,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,381,10,0.0116628901896587,NA,NA
"glmnet",0.05,10000,1000,381,10,0.0487578754267655,1,0
"two-step",0.05,10000,1000,383,10,0.0661632543617267,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,10000,1000,383,10,0.289131160781975,1,0.00909090909090909
"two-step oracle",0.05,10000,1000,383,10,0.00881866214945773,NA,NA
"glmnet",0.05,10000,1000,383,10,0.0470282629682176,1,0
"two-step",0.05,10000,1000,384,10,0.0737595641659289,1,0.0212121212121212
"two-step+Adaptive Lasso",0.05,10000,1000,384,10,0.301481065289966,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,384,10,0.0100097301089437,NA,NA
"glmnet",0.05,10000,1000,384,10,0.0473479889483328,1,0
"two-step",0.05,10000,1000,385,10,0.074241292068726,1,0.0474747474747475
"two-step+Adaptive Lasso",0.05,10000,1000,385,10,0.362615349467136,1,0.0474747474747475
"two-step oracle",0.05,10000,1000,385,10,0.00852526125435948,NA,NA
"glmnet",0.05,10000,1000,385,10,0.0389970256818304,1,0.00101010101010101
"two-step",0.05,10000,1000,386,10,0.0743492215488287,1,0.0292929292929293
"two-step+Adaptive Lasso",0.05,10000,1000,386,10,0.32361866460435,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,386,10,0.00982191238911045,NA,NA
"glmnet",0.05,10000,1000,386,10,0.0491799426047053,1,0
"two-step",0.05,10000,1000,387,10,0.0947158549485085,1,0.0262626262626263
"two-step+Adaptive Lasso",0.05,10000,1000,387,10,0.374025201768533,1,0.0252525252525253
"two-step oracle",0.05,10000,1000,387,10,0.00886207654294828,NA,NA
"glmnet",0.05,10000,1000,387,10,0.0418978862202141,1,0
"two-step",0.05,10000,1000,388,10,0.0442664159341748,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,10000,1000,388,10,0.288354241349704,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,388,10,0.0142881607658587,NA,NA
"glmnet",0.05,10000,1000,388,10,0.0522185268385467,1,0
"two-step",0.05,10000,1000,389,10,0.0727576678338041,1,0.0333333333333333
"two-step+Adaptive Lasso",0.05,10000,1000,389,10,0.354903509955552,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,389,10,0.00864497757576329,NA,NA
"glmnet",0.05,10000,1000,389,10,0.050558332636028,1,0
"two-step",0.05,10000,1000,390,10,0.0440961357866937,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,10000,1000,390,10,0.274133121390436,1,0.00505050505050505
"two-step oracle",0.05,10000,1000,390,10,0.010006124764428,NA,NA
"glmnet",0.05,10000,1000,390,10,0.0345318176225279,1,0
"two-step",0.05,10000,1000,391,10,0.0557103946886858,1,0.0272727272727273
