"Method","alpha","n","p","seed","s","est_error","TPR","FPR"
"two-step+Adaptive Lasso",0.1,5000,1000,4,10,0.199551062009277,1,0.0262626262626263
"two-step oracle",0.1,5000,1000,4,10,0.0159339340138096,NA,NA
"glmnet",0.1,5000,1000,4,10,0.0577373524088501,1,0.00101010101010101
"two-step",0.1,5000,1000,500,10,0.0503817895188355,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,5000,1000,500,10,0.101968251643607,1,0
"two-step oracle",0.1,5000,1000,500,10,0.014954084630843,NA,NA
"glmnet",0.1,5000,1000,500,10,0.0455128680234869,1,0.00101010101010101
"two-step",0.1,5000,1000,50,10,0.0617369029575859,1,0.0171717171717172
"two-step+Adaptive Lasso",0.1,5000,1000,50,10,0.146210433410829,1,0.0171717171717172
"two-step oracle",0.1,5000,1000,50,10,0.0114685588686064,NA,NA
"glmnet",0.1,5000,1000,50,10,0.0564937912950084,1,0
"two-step",0.1,5000,1000,51,10,0.0650173170598242,1,0.0272727272727273
"two-step+Adaptive Lasso",0.1,5000,1000,51,10,0.159907014711619,1,0.0252525252525253
"two-step oracle",0.1,5000,1000,51,10,0.019675850397219,NA,NA
"glmnet",0.1,5000,1000,51,10,0.0595120600534895,1,0.00101010101010101
"two-step",0.1,5000,1000,52,10,0.0554994336354431,1,0.00808080808080808
"two-step+Adaptive Lasso",0.1,5000,1000,52,10,0.162900843482259,1,0.00707070707070707
"two-step oracle",0.1,5000,1000,52,10,0.0118047490946245,NA,NA
"glmnet",0.1,5000,1000,52,10,0.0487262765977882,1,0.00202020202020202
"two-step",0.1,5000,1000,53,10,0.0451927554356567,1,0.0191919191919192
"two-step+Adaptive Lasso",0.1,5000,1000,53,10,0.0993133709722514,1,0
"two-step oracle",0.1,5000,1000,53,10,0.0131235507304178,NA,NA
"glmnet",0.1,5000,1000,53,10,0.0502110562660004,1,0.00101010101010101
"two-step",0.1,5000,1000,54,10,0.0632157849907606,1,0.0242424242424242
"two-step+Adaptive Lasso",0.1,5000,1000,54,10,0.197911233037484,1,0.0222222222222222
"two-step oracle",0.1,5000,1000,54,10,0.0160651359636711,NA,NA
"glmnet",0.1,5000,1000,54,10,0.044272843826218,1,0.00808080808080808
"two-step",0.1,5000,1000,55,10,0.0576378832200749,1,0.0494949494949495
"two-step+Adaptive Lasso",0.1,5000,1000,55,10,0.221193864789718,1,0.0494949494949495
"two-step oracle",0.1,5000,1000,55,10,0.0105453221779159,NA,NA
"glmnet",0.1,5000,1000,55,10,0.0429627566119537,1,0.00101010101010101
"two-step",0.1,5000,1000,56,10,0.0635782445631084,1,0.00808080808080808
"two-step+Adaptive Lasso",0.1,5000,1000,56,10,0.0725141710191886,1,0
"two-step oracle",0.1,5000,1000,56,10,0.0147156772992499,NA,NA
"glmnet",0.1,5000,1000,56,10,0.0637875874154346,1,0
"two-step",0.1,5000,1000,57,10,0.0489114593661005,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,5000,1000,57,10,0.146898153305519,1,0.0232323232323232
"two-step oracle",0.1,5000,1000,57,10,0.0158128696647441,NA,NA
"glmnet",0.1,5000,1000,57,10,0.0562115632671905,1,0
"two-step",0.1,5000,1000,58,10,0.0468400265960254,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,5000,1000,58,10,0.182756821019654,1,0.0121212121212121
"two-step oracle",0.1,5000,1000,58,10,0.0132612727925956,NA,NA
"glmnet",0.1,5000,1000,58,10,0.0660671923077598,1,0
"two-step",0.1,5000,1000,59,10,0.0578786900720282,1,0.00505050505050505
"two-step+Adaptive Lasso",0.1,5000,1000,59,10,0.149236674815663,1,0.00505050505050505
"two-step oracle",0.1,5000,1000,59,10,0.0109055874452756,NA,NA
"glmnet",0.1,5000,1000,59,10,0.0490478492864848,1,0.00202020202020202
"two-step",0.1,5000,1000,5,10,0.0504092290091464,1,0.0111111111111111
"two-step+Adaptive Lasso",0.1,5000,1000,5,10,0.0757344041120135,1,0
"two-step oracle",0.1,5000,1000,5,10,0.00978954779025005,NA,NA
"glmnet",0.1,5000,1000,5,10,0.0588716489464691,1,0
"two-step",0.1,5000,1000,60,10,0.063947085620336,1,0.0222222222222222
"two-step+Adaptive Lasso",0.1,5000,1000,60,10,0.0565324756217339,1,0
"two-step oracle",0.1,5000,1000,60,10,0.0175247098714208,NA,NA
"glmnet",0.1,5000,1000,60,10,0.0547257981067328,1,0
"two-step",0.1,5000,1000,61,10,0.0441005724992729,1,0.0191919191919192
"two-step+Adaptive Lasso",0.1,5000,1000,61,10,0.181332333385737,1,0.0151515151515152
"two-step oracle",0.1,5000,1000,61,10,0.0136439161609417,NA,NA
"glmnet",0.1,5000,1000,61,10,0.0533470673194535,1,0
"two-step",0.1,5000,1000,62,10,0.0643042922055219,1,0.0323232323232323
"two-step+Adaptive Lasso",0.1,5000,1000,62,10,0.239194016469037,1,0.0313131313131313
"two-step oracle",0.1,5000,1000,62,10,0.0275088342141833,NA,NA
"glmnet",0.1,5000,1000,62,10,0.0635065382023207,1,0
"two-step",0.1,5000,1000,63,10,0.0544391094362334,1,0.0323232323232323
"two-step+Adaptive Lasso",0.1,5000,1000,63,10,0.220602345220051,1,0.0303030303030303
"two-step oracle",0.1,5000,1000,63,10,0.0129417357080379,NA,NA
"glmnet",0.1,5000,1000,63,10,0.0646224009019511,1,0
"two-step",0.1,5000,1000,6,10,0.070534437850001,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,5000,1000,6,10,0.0492462663573632,1,0
"two-step oracle",0.1,5000,1000,6,10,0.0163525459387121,NA,NA
"glmnet",0.1,5000,1000,6,10,0.0625036621942664,1,0.00101010101010101
"two-step",0.1,5000,1000,77,10,0.0619460826430785,1,0.0333333333333333
"two-step+Adaptive Lasso",0.1,5000,1000,77,10,0.242205013012594,1,0.0292929292929293
"two-step oracle",0.1,5000,1000,77,10,0.0114188719280786,NA,NA
"glmnet",0.1,5000,1000,77,10,0.060041110452548,1,0
"two-step",0.1,5000,1000,78,10,0.0458033983907818,1,0.00808080808080808
"two-step+Adaptive Lasso",0.1,5000,1000,78,10,0.0674428856857801,1,0
"two-step oracle",0.1,5000,1000,78,10,0.0155067209421294,NA,NA
"glmnet",0.1,5000,1000,78,10,0.0554830309605068,1,0
"two-step",0.1,5000,1000,79,10,0.0605268188541897,1,0.0181818181818182
"two-step+Adaptive Lasso",0.1,5000,1000,79,10,0.0464721507948508,1,0
"two-step oracle",0.1,5000,1000,79,10,0.0104234034234442,NA,NA
"glmnet",0.1,5000,1000,79,10,0.0672467385242298,1,0
"two-step",0.1,5000,1000,7,10,0.0451977237982043,1,0.0141414141414141
"two-step+Adaptive Lasso",0.1,5000,1000,7,10,0.0687275780361364,1,0
"two-step oracle",0.1,5000,1000,7,10,0.0149963619872656,NA,NA
"glmnet",0.1,5000,1000,7,10,0.0530953916210072,1,0
"two-step",0.1,5000,1000,80,10,0.0459753189042596,1,0.00808080808080808
"two-step+Adaptive Lasso",0.1,5000,1000,80,10,0.0845007817666193,1,0
"two-step oracle",0.1,5000,1000,80,10,0.013230786867081,NA,NA
"glmnet",0.1,5000,1000,80,10,0.0653187958393791,1,0
"two-step",0.1,5000,1000,82,10,0.0731817280468226,1,0.0171717171717172
"two-step+Adaptive Lasso",0.1,5000,1000,82,10,0.12223060273234,1,0.0151515151515152
"two-step oracle",0.1,5000,1000,82,10,0.0128347073791248,NA,NA
"glmnet",0.1,5000,1000,82,10,0.0675531520473416,1,0
"two-step",0.1,5000,1000,83,10,0.0639813826261558,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,5000,1000,83,10,0.170284295837458,1,0.0232323232323232
"two-step oracle",0.1,5000,1000,83,10,0.0227687583336064,NA,NA
"glmnet",0.1,5000,1000,83,10,0.0558844137949369,1,0
"two-step",0.1,5000,1000,84,10,0.0497072421282108,1,0.0161616161616162
"two-step+Adaptive Lasso",0.1,5000,1000,84,10,0.0690869313798584,1,0
"two-step oracle",0.1,5000,1000,84,10,0.0107668129800812,NA,NA
"glmnet",0.1,5000,1000,84,10,0.0623059629385028,1,0
"two-step",0.1,5000,1000,85,10,0.0720914332837773,1,0.0515151515151515
"two-step+Adaptive Lasso",0.1,5000,1000,85,10,0.285037924676966,1,0.0474747474747475
"two-step oracle",0.1,5000,1000,85,10,0.00972602308781075,NA,NA
"glmnet",0.1,5000,1000,85,10,0.0409565641475299,1,0
"two-step",0.1,5000,1000,88,10,0.0742289630916102,1,0.0676767676767677
"two-step+Adaptive Lasso",0.1,5000,1000,88,10,0.226332733646453,1,0.0606060606060606
"two-step oracle",0.1,5000,1000,88,10,0.0173653770934949,NA,NA
"glmnet",0.1,5000,1000,88,10,0.0611696780059671,1,0
"two-step",0.1,5000,1000,89,10,0.0685633115100633,1,0.0151515151515152
"two-step+Adaptive Lasso",0.1,5000,1000,89,10,0.190622681473341,1,0.0141414141414141
"two-step oracle",0.1,5000,1000,89,10,0.00992135052997717,NA,NA
"glmnet",0.1,5000,1000,89,10,0.0522249226580301,1,0
"two-step",0.1,5000,1000,8,10,0.0497542669449926,1,0.0242424242424242
"two-step+Adaptive Lasso",0.1,5000,1000,8,10,0.182956115671281,1,0.0232323232323232
"two-step oracle",0.1,5000,1000,8,10,0.0147299034944918,NA,NA
"glmnet",0.1,5000,1000,8,10,0.057683723697909,1,0
"two-step",0.1,5000,1000,90,10,0.0676138555359539,1,0.0636363636363636
"two-step+Adaptive Lasso",0.1,5000,1000,90,10,0.212201749379102,1,0.0595959595959596
"two-step oracle",0.1,5000,1000,90,10,0.0160962837384102,NA,NA
"glmnet",0.1,5000,1000,90,10,0.0577202944152678,1,0
"two-step",0.1,5000,1000,91,10,0.0547105712522507,1,0.0272727272727273
"two-step+Adaptive Lasso",0.1,5000,1000,91,10,0.208209661944137,1,0.0272727272727273
"two-step oracle",0.1,5000,1000,91,10,0.0168490034317331,NA,NA
"glmnet",0.1,5000,1000,91,10,0.0443245106969456,1,0.00101010101010101
"two-step",0.1,5000,1000,92,10,0.0614648645937066,1,0.0202020202020202
"two-step+Adaptive Lasso",0.1,5000,1000,92,10,0.171133071395971,1,0.0202020202020202
"two-step oracle",0.1,5000,1000,92,10,0.0145498622841795,NA,NA
"glmnet",0.1,5000,1000,92,10,0.0647267283699664,1,0
"two-step",0.1,5000,1000,96,10,0.0563183182024292,1,0.0222222222222222
"two-step+Adaptive Lasso",0.1,5000,1000,96,10,0.0543282261849515,1,0
"two-step oracle",0.1,5000,1000,96,10,0.00861536959495975,NA,NA
"glmnet",0.1,5000,1000,96,10,0.0614087384815014,1,0
"two-step",0.1,5000,1000,97,10,0.0426401324963172,1,0.0111111111111111
"two-step+Adaptive Lasso",0.1,5000,1000,97,10,0.172831424908059,1,0.00808080808080808
"two-step oracle",0.1,5000,1000,97,10,0.0121896309483744,NA,NA
"glmnet",0.1,5000,1000,97,10,0.0529422659526709,1,0
"two-step",0.1,5000,1000,98,10,0.0546997431331965,1,0.00909090909090909
"two-step+Adaptive Lasso",0.1,5000,1000,98,10,0.0901324699907034,1,0
"two-step oracle",0.1,5000,1000,98,10,0.0185644264170484,NA,NA
"glmnet",0.1,5000,1000,98,10,0.0496479388582387,1,0.00101010101010101
"two-step",0.1,5000,1000,99,10,0.0552425992224685,1,0.0121212121212121
"two-step+Adaptive Lasso",0.1,5000,1000,99,10,0.0743641987131556,1,0
"two-step oracle",0.1,5000,1000,99,10,0.0175078760208943,NA,NA
"glmnet",0.1,5000,1000,99,10,0.0623726997771823,1,0
"two-step",0.1,5000,1000,9,10,0.0671228268913901,1,0.0252525252525253
"two-step+Adaptive Lasso",0.1,5000,1000,9,10,0.167314692255477,1,0.0252525252525253
"two-step oracle",0.1,5000,1000,9,10,0.0108506571833835,NA,NA
"glmnet",0.1,5000,1000,9,10,0.0688553208353192,1,0
"two-step",0.05,6000,1000,100,10,0.0596217560477047,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,6000,1000,100,10,0.259536465108221,1,0.0161616161616162
"two-step oracle",0.05,6000,1000,100,10,0.0109775902090871,NA,NA
"glmnet",0.05,6000,1000,100,10,0.0577149440263124,1,0.00202020202020202
"two-step",0.05,6000,1000,101,10,0.0460850945819432,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,6000,1000,101,10,0.319315690542425,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,101,10,0.0103404087218213,NA,NA
"glmnet",0.05,6000,1000,101,10,0.0417826744419005,1,0.00101010101010101
"two-step",0.05,6000,1000,102,10,0.106210556154852,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,102,10,0.448514077388664,1,0.00707070707070707
"two-step oracle",0.05,6000,1000,102,10,0.00806968150575485,NA,NA
"glmnet",0.05,6000,1000,102,10,0.0423130142369764,1,0
"two-step",0.05,6000,1000,103,10,0.0356250317914087,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,103,10,0.295876013216466,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,103,10,0.011399841290833,NA,NA
"glmnet",0.05,6000,1000,103,10,0.0495624312585757,1,0
"two-step",0.05,6000,1000,104,10,0.0573551362900279,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,6000,1000,104,10,0.253954495007974,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,104,10,0.0147153133364377,NA,NA
"glmnet",0.05,6000,1000,104,10,0.057569545196186,1,0
"two-step",0.05,6000,1000,105,10,0.103656259865269,1,0.0363636363636364
"two-step+Adaptive Lasso",0.05,6000,1000,105,10,0.458272451777263,1,0.0363636363636364
"two-step oracle",0.05,6000,1000,105,10,0.0137692231406855,NA,NA
"glmnet",0.05,6000,1000,105,10,0.0546086591714645,1,0
"two-step",0.05,6000,1000,106,10,0.0647850260532118,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,106,10,0.16664751595077,1,0.00202020202020202
"two-step oracle",0.05,6000,1000,106,10,0.0121919812888215,NA,NA
"glmnet",0.05,6000,1000,106,10,0.0535038973032644,1,0
"two-step",0.05,6000,1000,107,10,0.0955565097635189,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,6000,1000,107,10,0.417325875679666,1,0.0151515151515152
"two-step oracle",0.05,6000,1000,107,10,0.00843667350690775,NA,NA
"glmnet",0.05,6000,1000,107,10,0.0479161846829671,1,0
"two-step",0.05,6000,1000,109,10,0.0743318429805068,1,0.0424242424242424
"two-step+Adaptive Lasso",0.05,6000,1000,109,10,0.328623048233677,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,109,10,0.010420122222277,NA,NA
"glmnet",0.05,6000,1000,109,10,0.0542162919661151,1,0.00101010101010101
"two-step",0.05,6000,1000,10,10,0.0584609585833215,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,6000,1000,10,10,0.278172037802749,1,0.0151515151515152
"two-step oracle",0.05,6000,1000,10,10,0.0113488956355756,NA,NA
"glmnet",0.05,6000,1000,10,10,0.0505461638257484,1,0
"two-step",0.05,6000,1000,110,10,0.0527768863409389,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,6000,1000,110,10,0.313970798981614,1,0.0111111111111111
"two-step oracle",0.05,6000,1000,110,10,0.0112605116130377,NA,NA
"glmnet",0.05,6000,1000,110,10,0.0373126903458688,1,0
"two-step",0.05,6000,1000,111,10,0.0612825902314691,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,6000,1000,111,10,0.301045330197257,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,111,10,0.0132333608386316,NA,NA
"glmnet",0.05,6000,1000,111,10,0.0583959087873235,1,0
"two-step",0.05,6000,1000,112,10,0.0445334992151431,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,6000,1000,112,10,0.287249412818226,1,0.0191919191919192
"two-step oracle",0.05,6000,1000,112,10,0.012657343482805,NA,NA
"glmnet",0.05,6000,1000,112,10,0.0531379814533828,1,0
"two-step",0.05,6000,1000,113,10,0.0645196168005826,1,0.0404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,113,10,0.34199324531945,1,0.0373737373737374
"two-step oracle",0.05,6000,1000,113,10,0.00939868146474477,NA,NA
"glmnet",0.05,6000,1000,113,10,0.0553275446844503,1,0
"two-step",0.05,6000,1000,114,10,0.0770301221972797,1,0.0181818181818182
"two-step+Adaptive Lasso",0.05,6000,1000,114,10,0.369767047053025,1,0.0181818181818182
"two-step oracle",0.05,6000,1000,114,10,0.0158079260209523,NA,NA
"glmnet",0.05,6000,1000,114,10,0.0481268570085835,1,0
"two-step",0.05,6000,1000,115,10,0.0549592852633482,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,6000,1000,115,10,0.307916024103948,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,115,10,0.0102547577172766,NA,NA
"glmnet",0.05,6000,1000,115,10,0.045228128810627,1,0.00202020202020202
"two-step",0.05,6000,1000,116,10,0.0942474975150057,1,0.0404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,116,10,0.366235035088193,1,0.0404040404040404
"two-step oracle",0.05,6000,1000,116,10,0.0102849813036483,NA,NA
"glmnet",0.05,6000,1000,116,10,0.0493126704312174,1,0.00202020202020202
"two-step",0.05,6000,1000,117,10,0.0802377808418315,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,6000,1000,117,10,0.381413163515322,1,0.0151515151515152
"two-step oracle",0.05,6000,1000,117,10,0.0134874344687252,NA,NA
"glmnet",0.05,6000,1000,117,10,0.0467928458884991,1,0.00101010101010101
"two-step",0.05,6000,1000,118,10,0.0601531251630761,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,118,10,0.298045108522686,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,118,10,0.014228065450843,NA,NA
"glmnet",0.05,6000,1000,118,10,0.0550365716441661,1,0
"two-step",0.05,6000,1000,119,10,0.0982106362749485,1,0.0383838383838384
"two-step+Adaptive Lasso",0.05,6000,1000,119,10,0.431295819773458,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,119,10,0.0083764416526671,NA,NA
"glmnet",0.05,6000,1000,119,10,0.04409609645887,1,0.00101010101010101
"two-step",0.05,6000,1000,11,10,0.0527600036723635,1,0.00505050505050505
"two-step+Adaptive Lasso",0.05,6000,1000,11,10,0.246677760925039,1,0.00505050505050505
"two-step oracle",0.05,6000,1000,11,10,0.00967677394443602,NA,NA
"glmnet",0.05,6000,1000,11,10,0.0512007860606411,1,0
"two-step",0.05,6000,1000,120,10,0.0360966991056823,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,120,10,0.220041341388183,1,0.00303030303030303
"two-step oracle",0.05,6000,1000,120,10,0.0132182474576023,NA,NA
"glmnet",0.05,6000,1000,120,10,0.0611190089236503,1,0
"two-step",0.05,6000,1000,121,10,0.0613376863378075,1,0.0323232323232323
"two-step+Adaptive Lasso",0.05,6000,1000,121,10,0.282112778725045,1,0.0313131313131313
"two-step oracle",0.05,6000,1000,121,10,0.0101260547367811,NA,NA
"glmnet",0.05,6000,1000,121,10,0.0546340669790531,1,0
"two-step",0.05,6000,1000,122,10,0.0610580300703954,1,0.0313131313131313
"two-step+Adaptive Lasso",0.05,6000,1000,122,10,0.30344566158953,1,0.0303030303030303
"two-step oracle",0.05,6000,1000,122,10,0.0140287206335547,NA,NA
"glmnet",0.05,6000,1000,122,10,0.0488613407991716,1,0.00101010101010101
"two-step",0.05,6000,1000,123,10,0.0729452651740227,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,123,10,0.384381701209523,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,123,10,0.014647925180252,NA,NA
"glmnet",0.05,6000,1000,123,10,0.0568442488669445,1,0
"two-step",0.05,6000,1000,124,10,0.0589425255740354,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,124,10,0.227230190534261,1,0.00808080808080808
"two-step oracle",0.05,6000,1000,124,10,0.00865516270884156,NA,NA
"glmnet",0.05,6000,1000,124,10,0.0529848953161368,1,0
"two-step",0.05,6000,1000,125,10,0.0473891952535134,1,0.0101010101010101
"two-step+Adaptive Lasso",0.05,6000,1000,125,10,0.270901117397512,1,0.0101010101010101
"two-step oracle",0.05,6000,1000,125,10,0.0112497378751169,NA,NA
"glmnet",0.05,6000,1000,125,10,0.0648273882863155,1,0
"two-step",0.05,6000,1000,126,10,0.0680190816703683,1,0.00303030303030303
"two-step+Adaptive Lasso",0.05,6000,1000,126,10,0.106478251883828,1,0
"two-step oracle",0.05,6000,1000,126,10,0.0149563142148553,NA,NA
"glmnet",0.05,6000,1000,126,10,0.0472116359225963,1,0
"two-step",0.05,6000,1000,127,10,0.055486209631039,1,0.0282828282828283
"two-step+Adaptive Lasso",0.05,6000,1000,127,10,0.324727107277371,1,0.0272727272727273
"two-step oracle",0.05,6000,1000,127,10,0.0110978654959229,NA,NA
"glmnet",0.05,6000,1000,127,10,0.0570881112714661,1,0
"two-step",0.05,6000,1000,128,10,0.0746860968401513,1,0.00606060606060606
"two-step+Adaptive Lasso",0.05,6000,1000,128,10,0.297560253318915,1,0.00505050505050505
"two-step oracle",0.05,6000,1000,128,10,0.0112073684596884,NA,NA
"glmnet",0.05,6000,1000,128,10,0.0488501560916072,1,0
"two-step",0.05,6000,1000,129,10,0.045143142997044,1,0.00404040404040404
"two-step+Adaptive Lasso",0.05,6000,1000,129,10,0.267599804483322,1,0.00404040404040404
"two-step oracle",0.05,6000,1000,129,10,0.0131613583304726,NA,NA
"glmnet",0.05,6000,1000,129,10,0.0490781779286458,1,0
"two-step",0.05,6000,1000,12,10,0.0803663354591593,1,0.0353535353535354
"two-step+Adaptive Lasso",0.05,6000,1000,12,10,0.396176910566636,1,0.0333333333333333
"two-step oracle",0.05,6000,1000,12,10,0.0131639767431956,NA,NA
"glmnet",0.05,6000,1000,12,10,0.0551678279482797,1,0
"two-step",0.05,6000,1000,130,10,0.0536391616067807,1,0.0191919191919192
"two-step+Adaptive Lasso",0.05,6000,1000,130,10,0.31952224882158,1,0.0191919191919192
"two-step oracle",0.05,6000,1000,130,10,0.00787382190955169,NA,NA
"glmnet",0.05,6000,1000,130,10,0.0595246011389048,1,0
"two-step",0.05,6000,1000,131,10,0.0688082552117165,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,131,10,0.399739110982785,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,131,10,0.0120688298656654,NA,NA
"glmnet",0.05,6000,1000,131,10,0.0555368612360072,1,0
"two-step",0.05,6000,1000,132,10,0.0641181110145132,1,0.0131313131313131
"two-step+Adaptive Lasso",0.05,6000,1000,132,10,0.236708111057677,1,0.0131313131313131
"two-step oracle",0.05,6000,1000,132,10,0.0122914545394924,NA,NA
"glmnet",0.05,6000,1000,132,10,0.0543051673118197,1,0
"two-step",0.05,6000,1000,133,10,0.102460962363958,1,0.0555555555555556
"two-step+Adaptive Lasso",0.05,6000,1000,133,10,0.486102774824685,1,0.0535353535353535
"two-step oracle",0.05,6000,1000,133,10,0.0143011694174321,NA,NA
"glmnet",0.05,6000,1000,133,10,0.0492249308536735,1,0.00505050505050505
"two-step",0.05,6000,1000,134,10,0.0510786053511762,1,0.0121212121212121
"two-step+Adaptive Lasso",0.05,6000,1000,134,10,0.294637953559518,1,0.0121212121212121
"two-step oracle",0.05,6000,1000,134,10,0.0160930640201202,NA,NA
"glmnet",0.05,6000,1000,134,10,0.0626207716836343,1,0
"two-step",0.05,6000,1000,135,10,0.0589016816196882,1,0.0383838383838384
"two-step+Adaptive Lasso",0.05,6000,1000,135,10,0.315752863886408,1,0.0383838383838384
"two-step oracle",0.05,6000,1000,135,10,0.0127493610706437,NA,NA
"glmnet",0.05,6000,1000,135,10,0.0505874782204745,1,0.00101010101010101
"two-step",0.05,6000,1000,136,10,0.0383233507528316,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,6000,1000,136,10,0.298403622214322,1,0.0212121212121212
"two-step oracle",0.05,6000,1000,136,10,0.00824300015350646,NA,NA
"glmnet",0.05,6000,1000,136,10,0.0519651226946743,1,0
"two-step",0.05,6000,1000,137,10,0.0604121975945967,1,0.00707070707070707
"two-step+Adaptive Lasso",0.05,6000,1000,137,10,0.25039894388893,1,0.00404040404040404
"two-step oracle",0.05,6000,1000,137,10,0.0132037899754192,NA,NA
"glmnet",0.05,6000,1000,137,10,0.0493270267420374,1,0
"two-step",0.05,6000,1000,138,10,0.108506529924343,1,0.0232323232323232
"two-step+Adaptive Lasso",0.05,6000,1000,138,10,0.446286409465147,1,0.0232323232323232
"two-step oracle",0.05,6000,1000,138,10,0.00799961810247925,NA,NA
"glmnet",0.05,6000,1000,138,10,0.0434727996109934,1,0
"two-step",0.05,6000,1000,139,10,0.0734915032961945,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,139,10,0.338955929678328,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,139,10,0.0137405706038207,NA,NA
"glmnet",0.05,6000,1000,139,10,0.0662508531976972,1,0
"two-step",0.05,6000,1000,13,10,0.0574274739042348,1,0.00909090909090909
"two-step+Adaptive Lasso",0.05,6000,1000,13,10,0.228390235369477,1,0.00909090909090909
"two-step oracle",0.05,6000,1000,13,10,0.0120080012646799,NA,NA
"glmnet",0.05,6000,1000,13,10,0.0612525047111122,1,0.00101010101010101
"two-step",0.05,6000,1000,140,10,0.0883202358227671,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,6000,1000,140,10,0.341355620034984,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,140,10,0.00923580608946457,NA,NA
"glmnet",0.05,6000,1000,140,10,0.0459051972274737,1,0.00303030303030303
"two-step",0.05,6000,1000,141,10,0.093725231289702,1,0.0535353535353535
"two-step+Adaptive Lasso",0.05,6000,1000,141,10,0.445973743033217,1,0.0535353535353535
"two-step oracle",0.05,6000,1000,141,10,0.0131522035251448,NA,NA
"glmnet",0.05,6000,1000,141,10,0.067253570281518,1,0
"two-step",0.05,6000,1000,142,10,0.0685069919638461,1,0.0161616161616162
"two-step+Adaptive Lasso",0.05,6000,1000,142,10,0.229798402485368,1,0.0161616161616162
"two-step oracle",0.05,6000,1000,142,10,0.0101847839018153,NA,NA
"glmnet",0.05,6000,1000,142,10,0.0489299558234287,1,0.00101010101010101
"two-step",0.05,6000,1000,146,10,0.102087545529488,1,0.0383838383838384
"two-step+Adaptive Lasso",0.05,6000,1000,146,10,0.473103060719203,1,0.0373737373737374
"two-step oracle",0.05,6000,1000,146,10,0.00721247295840586,NA,NA
"glmnet",0.05,6000,1000,146,10,0.0573376638752386,1,0
"two-step",0.05,6000,1000,147,10,0.0699058924817188,1,0.0202020202020202
"two-step+Adaptive Lasso",0.05,6000,1000,147,10,0.375314162468792,1,0.0202020202020202
"two-step oracle",0.05,6000,1000,147,10,0.0144274472877796,NA,NA
"glmnet",0.05,6000,1000,147,10,0.059835645228064,1,0
"two-step",0.05,6000,1000,14,10,0.045947739515061,1,0.0222222222222222
"two-step+Adaptive Lasso",0.05,6000,1000,14,10,0.282286471065749,1,0.0222222222222222
"two-step oracle",0.05,6000,1000,14,10,0.0124064308093774,NA,NA
"glmnet",0.05,6000,1000,14,10,0.0585356064977706,1,0
"two-step",0.05,6000,1000,165,10,0.0654722926295055,1,0.0141414141414141
"two-step+Adaptive Lasso",0.05,6000,1000,165,10,0.210735192190322,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,165,10,0.013905854782214,NA,NA
"glmnet",0.05,6000,1000,165,10,0.054794410340836,1,0
"two-step",0.05,6000,1000,179,10,0.0671256018302858,1,0.0151515151515152
"two-step+Adaptive Lasso",0.05,6000,1000,179,10,0.35150496212127,1,0.0141414141414141
"two-step oracle",0.05,6000,1000,179,10,0.00965603268494117,NA,NA
