"Method","alpha","n","p","seed","s","est_error","est_error_FP","TPR","FPR"
"two-step oracle",0.05,10000,1000,14,10,0.0419519843771154,0,NA,NA
"two-step",0.05,10000,1000,150,10,0.0968567901990693,0.0341444050702616,1,0.0303030303030303
"two-step+refitted",0.05,10000,1000,150,10,0.0647691494832424,0.188178631626039,1,0.0303030303030303
"two-step oracle",0.05,10000,1000,150,10,0.0645526718659852,0,NA,NA
"two-step",0.05,10000,1000,151,10,0.0837113010211926,0.0168416075697512,1,0.0161616161616162
"two-step+refitted",0.05,10000,1000,151,10,0.0662871499591164,0.141993522630994,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,151,10,0.0657974980018701,0,NA,NA
"two-step",0.05,10000,1000,152,10,0.0945122976994516,0.0371502658952984,1,0.0313131313131313
"two-step+refitted",0.05,10000,1000,152,10,0.0685701652122925,0.202697572951757,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,152,10,0.0702624785256446,0,NA,NA
"two-step",0.05,10000,1000,153,10,0.0610484415944962,0.0367175750683942,1,0.0141414141414141
"two-step+refitted",0.05,10000,1000,153,10,0.0626566463091524,0.147260696699882,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,153,10,0.0527243359817202,0,NA,NA
"two-step",0.05,10000,1000,154,10,0.0556148653852979,0.0472236604092147,1,0.0434343434343434
"two-step+refitted",0.05,10000,1000,154,10,0.0374564041654463,0.223830496223712,1,0.0434343434343434
"two-step oracle",0.05,10000,1000,154,10,0.0366268682437129,0,NA,NA
"two-step",0.05,10000,1000,155,10,0.0778009528368149,0.0143640431456283,1,0.00606060606060606
"two-step+refitted",0.05,10000,1000,155,10,0.0377972545154911,0.103374566899691,1,0.00606060606060606
"two-step oracle",0.05,10000,1000,155,10,0.0441906711548675,0,NA,NA
"two-step",0.05,10000,1000,156,10,0.0822158723869145,0.0414974716347014,1,0.0272727272727273
"two-step+refitted",0.05,10000,1000,156,10,0.0703521126085039,0.200107067817322,1,0.0272727272727273
"two-step oracle",0.05,10000,1000,156,10,0.0686148840635023,0,NA,NA
"two-step",0.05,10000,1000,157,10,0.075281074887376,0.0210648446719867,1,0.0141414141414141
"two-step+refitted",0.05,10000,1000,157,10,0.0282806402291367,0.14387753589525,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,157,10,0.0282656612177441,0,NA,NA
"two-step",0.05,10000,1000,158,10,0.0753260751681463,0.0592930301396899,1,0.0525252525252525
"two-step+refitted",0.05,10000,1000,158,10,0.060265385764023,0.247703945750933,1,0.0525252525252525
"two-step oracle",0.05,10000,1000,158,10,0.0571289537064563,0,NA,NA
"two-step",0.05,10000,1000,159,10,0.0533926333467458,0.0459886391896594,1,0.0434343434343434
"two-step+refitted",0.05,10000,1000,159,10,0.0452550822487073,0.2028263401848,1,0.0434343434343434
"two-step oracle",0.05,10000,1000,159,10,0.0550958010869188,0,NA,NA
"two-step",0.05,10000,1000,15,10,0.100847335757706,0.0497378519020219,1,0.0252525252525253
"two-step+refitted",0.05,10000,1000,15,10,0.0733368357105885,0.204985251165279,1,0.0252525252525253
"two-step oracle",0.05,10000,1000,15,10,0.0734653873382165,0,NA,NA
"two-step",0.05,10000,1000,160,10,0.0487077147369985,0.0381435317060488,1,0.0313131313131313
"two-step+refitted",0.05,10000,1000,160,10,0.0457388713196915,0.182705946153662,1,0.0313131313131313
"two-step oracle",0.05,10000,1000,160,10,0.0378902106819153,0,NA,NA
"two-step",0.05,10000,1000,161,10,0.0725649080805128,0.0413307965905627,1,0.0292929292929293
"two-step+refitted",0.05,10000,1000,161,10,0.0573844312025142,0.216619337353614,1,0.0292929292929293
"two-step oracle",0.05,10000,1000,161,10,0.064483374383424,0,NA,NA
"two-step",0.05,10000,1000,162,10,0.0961442796762532,0.0146623921079795,1,0.0111111111111111
"two-step+refitted",0.05,10000,1000,162,10,0.0337736551697352,0.140979166003253,1,0.0111111111111111
"two-step oracle",0.05,10000,1000,162,10,0.0315744370530247,0,NA,NA
"two-step",0.05,10000,1000,163,10,0.099006671975545,0.0216643900029182,1,0.0141414141414141
"two-step+refitted",0.05,10000,1000,163,10,0.0825928277693708,0.143667805798075,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,163,10,0.08552167248286,0,NA,NA
"two-step",0.05,10000,1000,164,10,0.0686029064743265,0.0537243401157848,1,0.0212121212121212
"two-step+refitted",0.05,10000,1000,164,10,0.0514997230321267,0.184018989504619,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,164,10,0.0534776568469464,0,NA,NA
"two-step",0.05,10000,1000,165,10,0.0505513377874304,0.0695545160705873,1,0.0808080808080808
"two-step+refitted",0.05,10000,1000,165,10,0.0513452146941705,0.265214220022833,1,0.0808080808080808
"two-step oracle",0.05,10000,1000,165,10,0.0379562295298798,0,NA,NA
"two-step",0.05,10000,1000,166,10,0.0753042237299937,0.0468080099821423,1,0.0323232323232323
"two-step+refitted",0.05,10000,1000,166,10,0.0430378270459399,0.21918938535853,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,166,10,0.0365787757040818,0,NA,NA
"two-step",0.05,10000,1000,167,10,0.0762616808253469,0.0210010916702226,1,0.0181818181818182
"two-step+refitted",0.05,10000,1000,167,10,0.0403990937534557,0.151569673000719,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,167,10,0.043660484357055,0,NA,NA
"two-step",0.05,10000,1000,168,10,0.0884075514654245,0.0345203162081345,1,0.0212121212121212
"two-step+refitted",0.05,10000,1000,168,10,0.0563696022652251,0.17924468895217,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,168,10,0.0609013195437705,0,NA,NA
"two-step",0.05,10000,1000,169,10,0.102874611317625,0.0353546798074205,1,0.0222222222222222
"two-step+refitted",0.05,10000,1000,169,10,0.060810246009111,0.189217956651605,1,0.0222222222222222
"two-step oracle",0.05,10000,1000,169,10,0.0494100010445082,0,NA,NA
"two-step",0.05,10000,1000,16,10,0.0976841586911725,0.0576192402755603,1,0.0373737373737374
"two-step+refitted",0.05,10000,1000,16,10,0.075936518676159,0.219146330555654,1,0.0373737373737374
"two-step oracle",0.05,10000,1000,16,10,0.0727245989271906,0,NA,NA
"two-step",0.05,10000,1000,170,10,0.0738780924881691,0.0205488361119141,1,0.0202020202020202
"two-step+refitted",0.05,10000,1000,170,10,0.0429856041005447,0.153934577607845,1,0.0202020202020202
"two-step oracle",0.05,10000,1000,170,10,0.0444213486896677,0,NA,NA
"two-step",0.05,10000,1000,171,10,0.0699187634434974,0.0520565121840789,1,0.0434343434343434
"two-step+refitted",0.05,10000,1000,171,10,0.0339856281953348,0.234413011880365,1,0.0434343434343434
"two-step oracle",0.05,10000,1000,171,10,0.041262308529921,0,NA,NA
"two-step",0.05,10000,1000,172,10,0.0905878444789706,0.0489508673734684,1,0.0333333333333333
"two-step+refitted",0.05,10000,1000,172,10,0.0457164045602124,0.2144906507381,1,0.0333333333333333
"two-step oracle",0.05,10000,1000,172,10,0.0471762613289053,0,NA,NA
"two-step",0.05,10000,1000,173,10,0.0815795211251061,0.0338046753274024,1,0.0242424242424242
"two-step+refitted",0.05,10000,1000,173,10,0.0683537306689878,0.175298181719765,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,173,10,0.0665659405472703,0,NA,NA
"two-step",0.05,10000,1000,174,10,0.0668246421695248,0.0352314862959617,1,0.0171717171717172
"two-step+refitted",0.05,10000,1000,174,10,0.0422006962086125,0.151486526785648,1,0.0171717171717172
"two-step oracle",0.05,10000,1000,174,10,0.0507762764098879,0,NA,NA
"two-step",0.05,10000,1000,175,10,0.0742373556682407,0.0344422579714738,1,0.0363636363636364
"two-step+refitted",0.05,10000,1000,175,10,0.0475438326157949,0.205044052855431,1,0.0363636363636364
"two-step oracle",0.05,10000,1000,175,10,0.05430147001468,0,NA,NA
"two-step",0.05,10000,1000,176,10,0.0680147910154237,0.0283254580052214,1,0.0212121212121212
"two-step+refitted",0.05,10000,1000,176,10,0.0487342611338208,0.17104308095876,1,0.0212121212121212
"two-step oracle",0.05,10000,1000,176,10,0.0515263701051589,0,NA,NA
"two-step",0.05,10000,1000,177,10,0.0795461428966898,0.0412530143469508,1,0.0242424242424242
"two-step+refitted",0.05,10000,1000,177,10,0.0416282735813036,0.186076666266791,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,177,10,0.0486323238496196,0,NA,NA
"two-step",0.05,10000,1000,178,10,0.108542292337232,0.0535864773208277,1,0.0323232323232323
"two-step+refitted",0.05,10000,1000,178,10,0.080489823563265,0.220797301596836,1,0.0323232323232323
"two-step oracle",0.05,10000,1000,178,10,0.0818052523879185,0,NA,NA
"two-step",0.05,10000,1000,179,10,0.0611517870918739,0.0162396743398497,1,0.0101010101010101
"two-step+refitted",0.05,10000,1000,179,10,0.056461219009226,0.110190551007774,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,179,10,0.0509975240611204,0,NA,NA
"two-step",0.05,10000,1000,17,10,0.0632909357091584,0.0434752658432666,1,0.0383838383838384
"two-step+refitted",0.05,10000,1000,17,10,0.0358144727641763,0.197326267596635,1,0.0383838383838384
"two-step oracle",0.05,10000,1000,17,10,0.0428876002741681,0,NA,NA
"two-step",0.05,10000,1000,180,10,0.0607607611070071,0.0133203368144661,1,0.00808080808080808
"two-step+refitted",0.05,10000,1000,180,10,0.0231958811554554,0.109621275367207,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,180,10,0.0250759377086525,0,NA,NA
"two-step",0.05,10000,1000,181,10,0.0798952846792299,0.0372635543658391,1,0.0303030303030303
"two-step+refitted",0.05,10000,1000,181,10,0.0734649006977713,0.187016776273857,1,0.0303030303030303
"two-step oracle",0.05,10000,1000,181,10,0.0812426179947745,0,NA,NA
"two-step",0.05,10000,1000,182,10,0.091293556340777,0.0102148458266452,1,0.00808080808080808
"two-step+refitted",0.05,10000,1000,182,10,0.0447389905015171,0.113687721243436,1,0.00808080808080808
"two-step oracle",0.05,10000,1000,182,10,0.0476539893722663,0,NA,NA
"two-step",0.05,10000,1000,183,10,0.0576280535421705,0.0117307828023152,1,0.00303030303030303
"two-step+refitted",0.05,10000,1000,183,10,0.0361485161165877,0.0775622762685184,1,0.00303030303030303
"two-step oracle",0.05,10000,1000,183,10,0.0320669150951323,0,NA,NA
"two-step",0.05,10000,1000,184,10,0.063477291932877,0.0433961214433382,1,0.0404040404040404
"two-step+refitted",0.05,10000,1000,184,10,0.0365501123013387,0.214217708678279,1,0.0404040404040404
"two-step oracle",0.05,10000,1000,184,10,0.0379485965601928,0,NA,NA
"two-step",0.05,10000,1000,185,10,0.0794972297721913,0.0676667960632106,1,0.0686868686868687
"two-step+refitted",0.05,10000,1000,185,10,0.0474945435361156,0.266672147068257,1,0.0686868686868687
"two-step oracle",0.05,10000,1000,185,10,0.0440138245596031,0,NA,NA
"two-step",0.05,10000,1000,186,10,0.0778737914112004,0.0229361801561476,1,0.0161616161616162
"two-step+refitted",0.05,10000,1000,186,10,0.0708311254261031,0.150330979946952,1,0.0161616161616162
"two-step oracle",0.05,10000,1000,186,10,0.0684495283736217,0,NA,NA
"two-step",0.05,10000,1000,187,10,0.0861899682631081,0.0455953865445521,1,0.0404040404040404
"two-step+refitted",0.05,10000,1000,187,10,0.0673835914057204,0.218447758739034,1,0.0404040404040404
"two-step oracle",0.05,10000,1000,187,10,0.0716481317592237,0,NA,NA
"two-step",0.05,10000,1000,188,10,0.0912441673777455,0.0242231962615132,1,0.0181818181818182
"two-step+refitted",0.05,10000,1000,188,10,0.0601767639485483,0.161107254873328,1,0.0181818181818182
"two-step oracle",0.05,10000,1000,188,10,0.0529991870054868,0,NA,NA
"two-step",0.05,10000,1000,189,10,0.0986410839315873,0.0182021294650878,1,0.0101010101010101
"two-step+refitted",0.05,10000,1000,189,10,0.0714188195075624,0.130414516511891,1,0.0101010101010101
"two-step oracle",0.05,10000,1000,189,10,0.0781644615992302,0,NA,NA
"two-step",0.05,10000,1000,18,10,0.115021568438455,0.0207099610426618,1,0.0141414141414141
"two-step+refitted",0.05,10000,1000,18,10,0.0699290156317591,0.136680217068034,1,0.0141414141414141
"two-step oracle",0.05,10000,1000,18,10,0.0743313487951302,0,NA,NA
"two-step",0.05,10000,1000,190,10,0.0700218887841298,0.0315230785402709,1,0.0282828282828283
"two-step+refitted",0.05,10000,1000,190,10,0.0462914757903733,0.176810919019844,1,0.0282828282828283
"two-step oracle",0.05,10000,1000,190,10,0.0383387238150958,0,NA,NA
"two-step",0.05,10000,1000,191,10,0.06916922854553,0.0380189340527242,1,0.0242424242424242
"two-step+refitted",0.05,10000,1000,191,10,0.0482844865468022,0.188306059020895,1,0.0242424242424242
"two-step oracle",0.05,10000,1000,191,10,0.0499385712165042,0,NA,NA
